Site;Date de relevé;Energie consommée (kWh);Date;PE(kg);Année;Mois;KWh/Kg
PTWE49;;;2023-06-27;6981.04;2023;6;
PTWE89;2023-06-27;4406.0;2023-06-27;1258.4;2023;6;3.50127145581691
PTWE35;2023-06-28;37404.0;2023-06-28;11013.34;2023;6;3.3962449175272895
PTWE42 Andrézieux;2023-06-28;5682.0;2023-06-28;2990.6;2023;6;1.899953186651508
PTWE49;;;2023-06-28;7285.5199999999995;2023;6;
PTWE89;2023-06-28;4375.0;2023-06-28;;2023;6;
PTWE35;2023-06-29;40568.0;2023-06-29;10782.710000000001;2023;6;3.7623194911112323
PTWE42 Andrézieux;2023-06-29;6233.0;2023-06-29;2497.2;2023;6;2.4959955149767743
PTWE49;;;2023-06-29;7220.048;2023;6;
PTWE89;2023-06-29;4351.0;2023-06-29;3291.2;2023;6;1.3220102090422947
PTWE35;2023-06-30;38168.0;2023-06-30;11222.476;2023;6;3.4010320004248613
PTWE42 Andrézieux;2023-06-30;3999.0;2023-06-30;3010.6;2023;6;1.3283066498372418
PTWE49;;;2023-06-30;7170.768;2023;6;
PTWE89;2023-06-30;2768.0;2023-06-30;355.8;2023;6;7.779651489600899
PTWE35;2023-07-01;0.0;2023-07-01;;2023;7;
PTWE42 Andrézieux;2023-07-01;0.0;2023-07-01;;2023;7;
PTWE89;2023-07-01;0.0;2023-07-01;;2023;7;
PTWE35;2023-07-02;2839.0;2023-07-02;;2023;7;
PTWE42 Andrézieux;2023-07-02;987.0;2023-07-02;;2023;7;
PTWE89;2023-07-02;0.0;2023-07-02;;2023;7;
PTWE35;2023-07-03;46793.0;2023-07-03;11920.442;2023;7;3.925441690836632
PTWE42 Andrézieux;2023-07-03;7777.0;2023-07-03;2739.2;2023;7;2.83915011682243
PTWE49;;;2023-07-03;6217.464;2023;7;
PTWE89;2023-07-03;3627.0;2023-07-03;;2023;7;
PTWE35;2023-07-04;46892.0;2023-07-04;12630.562;2023;7;3.7125822271408033
PTWE42 Andrézieux;2023-07-04;7397.0;2023-07-04;4034.6;2023;7;1.833391166410549
PTWE49;;;2023-07-04;6745.728;2023;7;
PTWE89;2023-07-04;4819.0;2023-07-04;390.0;2023;7;12.356410256410257
PTWE35;2023-07-05;46608.0;2023-07-05;13167.212;2023;7;3.539701494895047
PTWE42 Andrézieux;2023-07-05;6078.0;2023-07-05;4493.6;2023;7;1.3525903507210253
PTWE49;;;2023-07-05;7929.3279999999995;2023;7;
PTWE89;2023-07-05;4931.0;2023-07-05;1720.0;2023;7;2.8668604651162792
PTWE35;2023-07-06;47284.0;2023-07-06;12656.664;2023;7;3.735897547726636
PTWE42 Andrézieux;2023-07-06;5928.0;2023-07-06;2789.2;2023;7;2.125340599455041
PTWE49;;;2023-07-06;7289.304;2023;7;
PTWE89;2023-07-06;4967.0;2023-07-06;;2023;7;
PTWE35;2023-07-07;36662.0;2023-07-07;13586.66;2023;7;2.698382089490721
PTWE42 Andrézieux;2023-07-07;4730.0;2023-07-07;3690.0;2023;7;1.2818428184281843
PTWE49;;;2023-07-07;7357.504;2023;7;
PTWE89;2023-07-07;2820.0;2023-07-07;2298.2;2023;7;1.2270472543729876
PTWE35;2023-07-08;0.0;2023-07-08;12086.86;2023;7;0.0
PTWE42 Andrézieux;2023-07-08;0.0;2023-07-08;3099.2;2023;7;0.0
PTWE49;;;2023-07-08;6917.152;2023;7;
PTWE89;2023-07-08;0.0;2023-07-08;;2023;7;
PTWE35;2023-07-09;1809.0;2023-07-09;;2023;7;
PTWE42 Andrézieux;2023-07-09;1088.0;2023-07-09;;2023;7;
PTWE89;2023-07-09;0.0;2023-07-09;;2023;7;
PTWE35;2023-07-10;38728.0;2023-07-10;11.7;2023;7;3310.08547008547
PTWE42 Andrézieux;2023-07-10;6418.0;2023-07-10;;2023;7;
PTWE89;2023-07-10;4283.0;2023-07-10;561.7;2023;7;7.62506676161652
PTWE35;2023-07-11;45182.0;2023-07-11;9912.686;2023;7;4.557997701127626
PTWE42 Andrézieux;2023-07-11;4297.0;2023-07-11;2913.0;2023;7;1.4751115688293854
PTWE49;;;2023-07-11;6939.24;2023;7;
PTWE89;2023-07-11;4141.0;2023-07-11;1189.3;2023;7;3.481880097536366
PTWE35;2023-07-12;45838.0;2023-07-12;13158.602;2023;7;3.483500754867424
PTWE42 Andrézieux;2023-07-12;7006.0;2023-07-12;2392.8;2023;7;2.9279505182213303
PTWE49;;;2023-07-12;8443.688;2023;7;
PTWE89;2023-07-12;3341.0;2023-07-12;1299.7;2023;7;2.5705932138185736
PTWE35;2023-07-13;37991.0;2023-07-13;13953.562;2023;7;2.722673966690369
PTWE42 Andrézieux;2023-07-13;4843.0;2023-07-13;2611.2;2023;7;1.854702818627451
PTWE49;;;2023-07-13;8967.552;2023;7;
PTWE89;2023-07-13;3182.0;2023-07-13;1180.0;2023;7;2.6966101694915254
PTWE35;2023-07-14;0.0;2023-07-14;;2023;7;
PTWE42 Andrézieux;2023-07-14;0.0;2023-07-14;;2023;7;
PTWE89;2023-07-14;0.0;2023-07-14;;2023;7;
PTWE35;2023-07-15;0.0;2023-07-15;;2023;7;
PTWE42 Andrézieux;2023-07-15;0.0;2023-07-15;;2023;7;
PTWE89;2023-07-15;0.0;2023-07-15;;2023;7;
PTWE35;2023-07-16;3567.0;2023-07-16;;2023;7;
PTWE42 Andrézieux;2023-07-16;851.0;2023-07-16;;2023;7;
PTWE89;2023-07-16;1124.0;2023-07-16;;2023;7;
PTWE35;2023-07-17;47903.0;2023-07-17;13662.57;2023;7;3.5061485503825414
PTWE42 Andrézieux;2023-07-17;7083.0;2023-07-17;2687.0;2023;7;2.636025307033867
PTWE49;;;2023-07-17;10362.528;2023;7;
PTWE89;2023-07-17;4910.0;2023-07-17;1050.0;2023;7;4.6761904761904765
PTWE35;2023-07-18;40795.0;2023-07-18;10408.686;2023;7;3.919322765620944
PTWE42 Andrézieux;2023-07-18;4851.0;2023-07-18;2879.4;2023;7;1.6847259845801208
PTWE49;;;2023-07-18;6539.896;2023;7;
PTWE89;2023-07-18;4529.0;2023-07-18;2828.1;2023;7;1.601428520915102
PTWE35;2023-07-19;46646.0;2023-07-19;12103.028;2023;7;3.8540768475459197
PTWE42 Andrézieux;2023-07-19;6543.0;2023-07-19;2659.6;2023;7;2.460144382613927
PTWE49;;;2023-07-19;6367.504;2023;7;
PTWE89;2023-07-19;4870.0;2023-07-19;;2023;7;
PTWE35;2023-07-20;49352.0;2023-07-20;12535.21;2023;7;3.937070061052029
PTWE42 Andrézieux;2023-07-20;6440.0;2023-07-20;2779.8;2023;7;2.316713432621052
PTWE49;;;2023-07-20;6230.4;2023;7;
PTWE89;2023-07-20;3257.0;2023-07-20;1790.4;2023;7;1.8191465594280607
PTWE35;2023-07-21;40575.0;2023-07-21;13941.48;2023;7;2.9103796727463656
PTWE42 Andrézieux;2023-07-21;4430.0;2023-07-21;3623.8;2023;7;1.2224736464484793
PTWE49;;;2023-07-21;7611.12;2023;7;
PTWE89;2023-07-21;1746.0;2023-07-21;2298.5;2023;7;0.7596258429410485
PTWE35;2023-07-22;0.0;2023-07-22;;2023;7;
PTWE42 Andrézieux;2023-07-22;0.0;2023-07-22;;2023;7;
PTWE89;2023-07-22;0.0;2023-07-22;;2023;7;
PTWE35;2023-07-23;2624.0;2023-07-23;;2023;7;
PTWE42 Andrézieux;2023-07-23;1129.0;2023-07-23;;2023;7;
PTWE89;2023-07-23;1189.0;2023-07-23;;2023;7;
PTWE35;2023-07-24;34150.0;2023-07-24;12869.73;2023;7;2.653513321569295
PTWE42 Andrézieux;2023-07-24;6209.0;2023-07-24;2550.0;2023;7;2.434901960784314
PTWE49;;;2023-07-24;5830.88;2023;7;
PTWE89;2023-07-24;4854.0;2023-07-24;;2023;7;
PTWE35;2023-07-25;40806.0;2023-07-25;7803.368;2023;7;5.229280485041843
PTWE42 Andrézieux;2023-07-25;4736.0;2023-07-25;3725.0;2023;7;1.2714093959731543
PTWE49;;;2023-07-25;5395.28;2023;7;
PTWE89;2023-07-25;4004.0;2023-07-25;2691.66;2023;7;1.4875578639204061
PTWE35;2023-07-26;44097.0;2023-07-26;10727.22;2023;7;4.110757493553782
PTWE42 Andrézieux;2023-07-26;6579.0;2023-07-26;1677.6;2023;7;3.9216738197424896
PTWE49;;;2023-07-26;3854.84;2023;7;
PTWE89;2023-07-26;4579.0;2023-07-26;;2023;7;
PTWE35;2023-07-27;45331.0;2023-07-27;12992.21;2023;7;3.4890907705463508
PTWE42 Andrézieux;2023-07-27;5259.0;2023-07-27;3213.2;2023;7;1.6366861695506039
PTWE49;;;2023-07-27;5229.4;2023;7;
PTWE89;2023-07-27;3790.0;2023-07-27;2229.52;2023;7;1.6999174710251534
PTWE35;2023-07-28;40565.0;2023-07-28;11821.696;2023;7;3.4314027361217883
PTWE42 Andrézieux;2023-07-28;3496.0;2023-07-28;2722.4;2023;7;1.284161034381428
PTWE49;;;2023-07-28;6490.264;2023;7;
PTWE89;2023-07-28;2836.0;2023-07-28;590.0;2023;7;4.806779661016949
PTWE35;2023-07-29;0.0;2023-07-29;;2023;7;
PTWE42 Andrézieux;2023-07-29;0.0;2023-07-29;;2023;7;
PTWE89;2023-07-29;0.0;2023-07-29;;2023;7;
PTWE35;2023-07-30;3194.0;2023-07-30;;2023;7;
PTWE42 Andrézieux;2023-07-30;743.0;2023-07-30;;2023;7;
PTWE89;2023-07-30;0.0;2023-07-30;;2023;7;
PTWE35;2023-07-31;45687.0;2023-07-31;12831.72;2023;7;3.5604735764184383
PTWE42 Andrézieux;2023-07-31;5479.0;2023-07-31;2468.6;2023;7;2.219476626427935
PTWE49;;;2023-07-31;6765.1759999999995;2023;7;
PTWE89;2023-07-31;1676.0;2023-07-31;79.44;2023;7;21.097683786505538
PTWE35;2023-08-01;42798.0;2023-08-01;12371.048;2023;8;3.4595290552586975
PTWE42 Andrézieux;2023-08-01;5102.0;2023-08-01;3417.0;2023;8;1.4931226221832017
PTWE49;;;2023-08-01;5108.312;2023;8;
PTWE89;2023-08-01;1665.0;2023-08-01;314.64;2023;8;5.2917620137299775
PTWE35;2023-08-02;42439.0;2023-08-02;11968.1;2023;8;3.5460098094100148
PTWE42 Andrézieux;2023-08-02;4918.0;2023-08-02;3104.0;2023;8;1.5844072164948453
PTWE49;;;2023-08-02;4349.84;2023;8;
PTWE89;2023-08-02;1755.0;2023-08-02;;2023;8;
PTWE35;2023-08-03;35937.0;2023-08-03;12908.706;2023;8;2.7839351209950864
PTWE42 Andrézieux;2023-08-03;5058.0;2023-08-03;3142.0;2023;8;1.6098026734563973
PTWE49;;;2023-08-03;4970.24;2023;8;
PTWE89;2023-08-03;1639.0;2023-08-03;321.76;2023;8;5.093858776727997
PTWE35;2023-08-04;0.0;2023-08-04;12624.22;2023;8;0.0
PTWE42 Andrézieux;2023-08-04;1099.0;2023-08-04;3860.0;2023;8;0.28471502590673575
PTWE49;;;2023-08-04;2502.72;2023;8;
PTWE89;2023-08-04;1087.0;2023-08-04;136.0;2023;8;7.992647058823529
PTWE35;2023-08-05;0.0;2023-08-05;;2023;8;
PTWE42 Andrézieux;2023-08-05;0.0;2023-08-05;;2023;8;
PTWE89;2023-08-05;0.0;2023-08-05;;2023;8;
PTWE35;2023-08-06;0.0;2023-08-06;;2023;8;
PTWE42 Andrézieux;2023-08-06;0.0;2023-08-06;;2023;8;
PTWE89;2023-08-06;0.0;2023-08-06;;2023;8;
PTWE35;2023-08-07;0.0;2023-08-07;;2023;8;
PTWE42 Andrézieux;2023-08-07;0.0;2023-08-07;;2023;8;
PTWE89;2023-08-07;0.0;2023-08-07;;2023;8;
PTWE35;2023-08-08;0.0;2023-08-08;;2023;8;
PTWE42 Andrézieux;2023-08-08;0.0;2023-08-08;;2023;8;
PTWE89;2023-08-08;0.0;2023-08-08;;2023;8;
PTWE35;2023-08-09;82.0;2023-08-09;;2023;8;
PTWE42 Andrézieux;2023-08-09;0.0;2023-08-09;;2023;8;
PTWE89;2023-08-09;0.0;2023-08-09;;2023;8;
PTWE35;2023-08-10;1166.0;2023-08-10;;2023;8;
PTWE42 Andrézieux;2023-08-10;0.0;2023-08-10;;2023;8;
PTWE89;2023-08-10;0.0;2023-08-10;;2023;8;
PTWE35;2023-08-11;0.0;2023-08-11;;2023;8;
PTWE42 Andrézieux;2023-08-11;0.0;2023-08-11;;2023;8;
PTWE89;2023-08-11;0.0;2023-08-11;;2023;8;
PTWE35;2023-08-12;0.0;2023-08-12;;2023;8;
PTWE42 Andrézieux;2023-08-12;0.0;2023-08-12;;2023;8;
PTWE89;2023-08-12;0.0;2023-08-12;;2023;8;
PTWE35;2023-08-13;0.0;2023-08-13;;2023;8;
PTWE42 Andrézieux;2023-08-13;0.0;2023-08-13;;2023;8;
PTWE89;2023-08-13;0.0;2023-08-13;;2023;8;
PTWE35;2023-08-14;0.0;2023-08-14;;2023;8;
PTWE42 Andrézieux;2023-08-14;0.0;2023-08-14;;2023;8;
PTWE89;2023-08-14;0.0;2023-08-14;;2023;8;
PTWE35;2023-08-15;0.0;2023-08-15;;2023;8;
PTWE42 Andrézieux;2023-08-15;0.0;2023-08-15;;2023;8;
PTWE89;2023-08-15;0.0;2023-08-15;;2023;8;
PTWE35;2023-08-16;0.0;2023-08-16;;2023;8;
PTWE42 Andrézieux;2023-08-16;0.0;2023-08-16;;2023;8;
PTWE89;2023-08-16;0.0;2023-08-16;;2023;8;
PTWE35;2023-08-17;0.0;2023-08-17;;2023;8;
PTWE42 Andrézieux;2023-08-17;0.0;2023-08-17;;2023;8;
PTWE89;2023-08-17;0.0;2023-08-17;;2023;8;
PTWE35;2023-08-18;0.0;2023-08-18;;2023;8;
PTWE42 Andrézieux;2023-08-18;0.0;2023-08-18;;2023;8;
PTWE89;2023-08-18;0.0;2023-08-18;;2023;8;
PTWE35;2023-08-19;0.0;2023-08-19;;2023;8;
PTWE42 Andrézieux;2023-08-19;0.0;2023-08-19;;2023;8;
PTWE89;2023-08-19;0.0;2023-08-19;;2023;8;
PTWE35;2023-08-20;0.0;2023-08-20;;2023;8;
PTWE42 Andrézieux;2023-08-20;0.0;2023-08-20;;2023;8;
PTWE89;2023-08-20;0.0;2023-08-20;;2023;8;
PTWE35;2023-08-21;0.0;2023-08-21;;2023;8;
PTWE42 Andrézieux;2023-08-21;0.0;2023-08-21;;2023;8;
PTWE89;2023-08-21;0.0;2023-08-21;;2023;8;
PTWE35;2023-08-22;0.0;2023-08-22;;2023;8;
PTWE42 Andrézieux;2023-08-22;0.0;2023-08-22;;2023;8;
PTWE89;2023-08-22;0.0;2023-08-22;;2023;8;
PTWE35;2023-08-23;0.0;2023-08-23;;2023;8;
PTWE42 Andrézieux;2023-08-23;0.0;2023-08-23;;2023;8;
PTWE89;2023-08-23;0.0;2023-08-23;;2023;8;
PTWE35;2023-08-24;0.0;2023-08-24;;2023;8;
PTWE42 Andrézieux;2023-08-24;0.0;2023-08-24;;2023;8;
PTWE89;2023-08-24;0.0;2023-08-24;;2023;8;
PTWE35;2023-08-25;0.0;2023-08-25;;2023;8;
PTWE42 Andrézieux;2023-08-25;;2023-08-25;;2023;8;
PTWE89;2023-08-25;0.0;2023-08-25;;2023;8;
PTWE35;2023-08-26;0.0;2023-08-26;;2023;8;
PTWE42 Andrézieux;2023-08-26;0.0;2023-08-26;;2023;8;
PTWE89;2023-08-26;0.0;2023-08-26;;2023;8;
PTWE35;2023-08-27;1902.0;2023-08-27;;2023;8;
PTWE42 Andrézieux;2023-08-27;;2023-08-27;;2023;8;
PTWE89;2023-08-27;0.0;2023-08-27;;2023;8;
PTWE35;2023-08-28;33299.0;2023-08-28;;2023;8;
PTWE42 Andrézieux;2023-08-28;;2023-08-28;;2023;8;
PTWE89;2023-08-28;4101.0;2023-08-28;1314.88;2023;8;3.1189157945972252
PTWE35;2023-08-29;33624.0;2023-08-29;8190.63;2023;8;4.10517872251585
PTWE42 Andrézieux;2023-08-29;;2023-08-29;2353.0;2023;8;
PTWE49;;;2023-08-29;5845.84;2023;8;
PTWE89;2023-08-29;4831.0;2023-08-29;1404.88;2023;8;3.438727862877968
PTWE35;2023-08-30;39456.0;2023-08-30;9644.97;2023;8;4.090836985496067
PTWE42 Andrézieux;2023-08-30;;2023-08-30;2523.0;2023;8;
PTWE49;;;2023-08-30;5528.16;2023;8;
PTWE89;2023-08-30;4868.0;2023-08-30;1281.1;2023;8;3.7998594957458436
PTWE35;2023-08-31;41493.0;2023-08-31;10788.302;2023;8;3.8461103517495157
PTWE42 Andrézieux;2023-08-31;;2023-08-31;2898.0;2023;8;
PTWE49;;;2023-08-31;6287.599999999999;2023;8;
PTWE89;2023-08-31;4186.0;2023-08-31;1292.44;2023;8;3.2388350716474266
PTWE35;2023-09-01;31386.0;2023-09-01;11641.681999999999;2023;9;2.696002175630635
PTWE42 Andrézieux;2023-09-01;;2023-09-01;2891.0;2023;9;
PTWE49;;;2023-09-01;6209.28;2023;9;
PTWE89;2023-09-01;3176.0;2023-09-01;804.44;2023;9;3.9480881109840382
PTWE35;2023-09-02;0.0;2023-09-02;10025.232;2023;9;0.0
PTWE42 Andrézieux;2023-09-02;0.0;2023-09-02;1639.0;2023;9;0.0
PTWE49;;;2023-09-02;5600.32;2023;9;
PTWE89;2023-09-02;0.0;2023-09-02;;2023;9;
PTWE35;2023-09-03;2488.0;2023-09-03;;2023;9;
PTWE42 Andrézieux;2023-09-03;;2023-09-03;;2023;9;
PTWE89;2023-09-03;0.0;2023-09-03;;2023;9;
PTWE35;2023-09-04;46068.0;2023-09-04;;2023;9;
PTWE42 Andrézieux;2023-09-04;;2023-09-04;;2023;9;
PTWE89;2023-09-04;4767.0;2023-09-04;;2023;9;
PTWE35;2023-09-05;44849.0;2023-09-05;12662.572;2023;9;3.541855477702318
PTWE42 Andrézieux;2023-09-05;;2023-09-05;3078.0;2023;9;
PTWE49;;;2023-09-05;4485.36;2023;9;
PTWE89;2023-09-05;4838.0;2023-09-05;1404.88;2023;9;3.4437104948465347
PTWE35;2023-09-06;45365.0;2023-09-06;12434.918;2023;9;3.6481945437838834
PTWE42 Andrézieux;2023-09-06;;2023-09-06;2938.0;2023;9;
PTWE49;;;2023-09-06;6102.799999999999;2023;9;
PTWE89;2023-09-06;4971.0;2023-09-06;1404.88;2023;9;3.5383805022493022
PTWE35;2023-09-07;47249.0;2023-09-07;13850.51;2023;9;3.4113545277394115
PTWE42 Andrézieux;2023-09-07;;2023-09-07;2913.0;2023;9;
PTWE49;;;2023-09-07;4678.168;2023;9;
PTWE89;2023-09-07;4864.0;2023-09-07;;2023;9;
PTWE35;2023-09-08;37934.0;2023-09-08;13528.15;2023;9;2.8040789021410912
PTWE42 Andrézieux;2023-09-08;;2023-09-08;2940.0;2023;9;
PTWE49;;;2023-09-08;6113.888;2023;9;
PTWE89;2023-09-08;2734.0;2023-09-08;3375.2;2023;9;0.8100260725290354
PTWE35;2023-09-09;0.0;2023-09-09;;2023;9;
PTWE42 Andrézieux;2023-09-09;0.0;2023-09-09;;2023;9;
PTWE89;2023-09-09;0.0;2023-09-09;;2023;9;
PTWE35;2023-09-10;4084.0;2023-09-10;;2023;9;
PTWE42 Andrézieux;2023-09-10;;2023-09-10;;2023;9;
PTWE89;2023-09-10;0.0;2023-09-10;;2023;9;
PTWE35;2023-09-11;41996.0;2023-09-11;13005.62;2023;9;3.229065588568634
PTWE42 Andrézieux;2023-09-11;;2023-09-11;2451.6;2023;9;
PTWE49;;;2023-09-11;5890.28;2023;9;
PTWE89;2023-09-11;4770.0;2023-09-11;1444.78;2023;9;3.301540719002201
PTWE35;2023-09-12;44046.0;2023-09-12;11392.55;2023;9;3.8662108132068767
PTWE42 Andrézieux;2023-09-12;;2023-09-12;2283.2;2023;9;
PTWE49;;;2023-09-12;5968.952;2023;9;
PTWE89;2023-09-12;4950.0;2023-09-12;;2023;9;
PTWE35;2023-09-13;45196.0;2023-09-13;15132.008;2023;9;2.986781397419298
PTWE42 Andrézieux;2023-09-13;;2023-09-13;2052.0;2023;9;
PTWE49;;;2023-09-13;5433.912;2023;9;
PTWE89;2023-09-13;5001.0;2023-09-13;2897.76;2023;9;1.7258158025509358
PTWE35;2023-09-14;42068.0;2023-09-14;14351.17;2023;9;2.93132894391189
PTWE42 Andrézieux;2023-09-14;;2023-09-14;2018.6;2023;9;
PTWE49;;;2023-09-14;5819.088;2023;9;
PTWE89;2023-09-14;4762.0;2023-09-14;;2023;9;
PTWE35;2023-09-15;32006.0;2023-09-15;11669.35;2023;9;2.742740598233835
PTWE42 Andrézieux;2023-09-15;;2023-09-15;2324.6;2023;9;
PTWE49;;;2023-09-15;5723.871999999999;2023;9;
PTWE89;2023-09-15;2866.0;2023-09-15;2173.32;2023;9;1.3187197467469125
PTWE35;2023-09-16;0.0;2023-09-16;;2023;9;
PTWE42 Andrézieux;2023-09-16;0.0;2023-09-16;;2023;9;
PTWE89;2023-09-16;0.0;2023-09-16;;2023;9;
PTWE35;2023-09-17;2374.0;2023-09-17;;2023;9;
PTWE42 Andrézieux;2023-09-17;;2023-09-17;;2023;9;
PTWE89;2023-09-17;0.0;2023-09-17;;2023;9;
PTWE35;2023-09-18;39871.0;2023-09-18;10069.502;2023;9;3.959580126206837
PTWE42 Andrézieux;2023-09-18;;2023-09-18;1793.6;2023;9;
PTWE49;;;2023-09-18;8930.064;2023;9;
PTWE89;2023-09-18;4667.0;2023-09-18;;2023;9;
PTWE35;2023-09-19;41230.0;2023-09-19;9877.742;2023;9;4.174030866568493
PTWE42 Andrézieux;2023-09-19;;2023-09-19;2314.6;2023;9;
PTWE49;;;2023-09-19;5844.168;2023;9;
PTWE89;2023-09-19;4534.0;2023-09-19;1174.88;2023;9;3.8591175268963633
PTWE35;2023-09-20;40783.0;2023-09-20;11314.21;2023;9;3.6045822023809
PTWE42 Andrézieux;2023-09-20;;2023-09-20;2146.2;2023;9;
PTWE49;;;2023-09-20;6592.96;2023;9;
PTWE89;2023-09-20;4580.0;2023-09-20;1058.98;2023;9;4.324916429016601
PTWE35;2023-09-21;38310.0;2023-09-21;12218.1;2023;9;3.135512068161171
PTWE42 Andrézieux;2023-09-21;;2023-09-21;3309.0;2023;9;
PTWE49;;;2023-09-21;7436.88;2023;9;
PTWE89;2023-09-21;4540.0;2023-09-21;1187.0;2023;9;3.8247683235046335
PTWE35;2023-09-22;36724.0;2023-09-22;10708.148;2023;9;3.4295379555829824
PTWE42 Andrézieux;2023-09-22;;2023-09-22;2654.0;2023;9;
PTWE49;;;2023-09-22;6521.24;2023;9;
PTWE89;2023-09-22;2971.0;2023-09-22;1902.32;2023;9;1.5617771983683082
PTWE35;2023-09-23;0.0;2023-09-23;;2023;9;
PTWE42 Andrézieux;2023-09-23;0.0;2023-09-23;;2023;9;
PTWE89;2023-09-23;0.0;2023-09-23;;2023;9;
PTWE35;2023-09-24;1772.0;2023-09-24;;2023;9;
PTWE42 Andrézieux;2023-09-24;;2023-09-24;;2023;9;
PTWE89;2023-09-24;0.0;2023-09-24;;2023;9;
PTWE35;2023-09-25;40100.0;2023-09-25;11650.028;2023;9;3.4420518130943547
PTWE42 Andrézieux;2023-09-25;6441.0;2023-09-25;1575.4;2023;9;4.08848546400914
PTWE49;;;2023-09-25;5221.04;2023;9;
PTWE89;2023-09-25;0.0;2023-09-25;;2023;9;
PTWE35;2023-09-26;37688.0;2023-09-26;11154.22;2023;9;3.3788108895108757
PTWE42 Andrézieux;2023-09-26;5633.0;2023-09-26;3073.2;2023;9;1.8329428608616427
PTWE49;;;2023-09-26;5693.072;2023;9;
PTWE89;2023-09-26;4656.0;2023-09-26;1039.88;2023;9;4.477439704581298
PTWE35;2023-09-27;32634.0;2023-09-27;11722.22;2023;9;2.783943655723916
PTWE42 Andrézieux;2023-09-27;6048.0;2023-09-27;2793.6;2023;9;2.1649484536082473
PTWE49;;;2023-09-27;6122.864;2023;9;
PTWE89;2023-09-27;4719.0;2023-09-27;2359.76;2023;9;1.999779638607316
PTWE35;2023-09-28;39557.0;2023-09-28;9508.5;2023;9;4.160172477257191
PTWE42 Andrézieux;2023-09-28;5782.0;2023-09-28;3032.6;2023;9;1.906614785992218
PTWE49;;;2023-09-28;7896.856;2023;9;
PTWE89;2023-09-28;4570.0;2023-09-28;;2023;9;
PTWE35;2023-09-29;26858.0;2023-09-29;10483.116;2023;9;2.5620244972964143
PTWE42 Andrézieux;2023-09-29;4377.0;2023-09-29;3049.2;2023;9;1.4354584809130264
PTWE49;;;2023-09-29;6460.784;2023;9;
PTWE89;2023-09-29;3023.0;2023-09-29;;2023;9;
PTWE35;2023-09-30;0.0;2023-09-30;;2023;9;
PTWE42 Andrézieux;2023-09-30;0.0;2023-09-30;;2023;9;
PTWE89;2023-09-30;0.0;2023-09-30;;2023;9;
PTWE35;2023-10-01;2231.0;2023-10-01;;2023;10;
PTWE42 Andrézieux;2023-10-01;1128.0;2023-10-01;;2023;10;
PTWE89;2023-10-01;0.0;2023-10-01;;2023;10;
PTWE35;2023-10-02;38679.0;2023-10-02;10036.732;2023;10;3.8537444259745106
PTWE42 Andrézieux;2023-10-02;6602.0;2023-10-02;3360.4;2023;10;1.9646470658254969
PTWE49;;;2023-10-02;6777.584;2023;10;
PTWE89;2023-10-02;4260.0;2023-10-02;1852.32;2023;10;2.2998186058564394
PTWE35;2023-10-03;36010.0;2023-10-03;10155.912;2023;10;3.5457180014950898
PTWE42 Andrézieux;2023-10-03;6273.0;2023-10-03;3512.6;2023;10;1.785856630416216
PTWE49;;;2023-10-03;5841.968;2023;10;
PTWE89;2023-10-03;4713.0;2023-10-03;;2023;10;
PTWE35;2023-10-04;36155.0;2023-10-04;10824.512;2023;10;3.340104385306238
PTWE42 Andrézieux;2023-10-04;6140.0;2023-10-04;2655.8;2023;10;2.311921078394457
PTWE49;;;2023-10-04;6561.808;2023;10;
PTWE89;2023-10-04;4354.0;2023-10-04;;2023;10;
PTWE35;2023-10-05;37964.0;2023-10-05;10622.184;2023;10;3.574029596926583
PTWE42 Andrézieux;2023-10-05;5068.0;2023-10-05;3024.4;2023;10;1.6757042719217035
PTWE49;;;2023-10-05;6518.688;2023;10;
PTWE89;2023-10-05;5013.0;2023-10-05;87.0;2023;10;57.62068965517241
PTWE35;2023-10-06;32200.0;2023-10-06;11571.024;2023;10;2.782813344782623
PTWE42 Andrézieux;2023-10-06;3898.0;2023-10-06;3323.6;2023;10;1.1728246479720785
PTWE49;;;2023-10-06;5811.784;2023;10;
PTWE89;2023-10-06;436.0;2023-10-06;1475.0;2023;10;0.29559322033898305
PTWE35;2023-10-07;0.0;2023-10-07;11189.076000000001;2023;10;0.0
PTWE42 Andrézieux;2023-10-07;0.0;2023-10-07;2005.2;2023;10;0.0
PTWE49;;;2023-10-07;5654.264;2023;10;
PTWE89;2023-10-07;0.0;2023-10-07;645.0;2023;10;0.0
PTWE35;2023-10-08;2255.0;2023-10-08;;2023;10;
PTWE42 Andrézieux;2023-10-08;771.0;2023-10-08;;2023;10;
PTWE89;2023-10-08;0.0;2023-10-08;;2023;10;
PTWE35;2023-10-09;35825.0;2023-10-09;;2023;10;
PTWE42 Andrézieux;2023-10-09;4122.0;2023-10-09;;2023;10;
PTWE89;2023-10-09;5148.0;2023-10-09;;2023;10;
PTWE35;2023-10-10;38164.0;2023-10-10;9958.04;2023;10;3.832481090656394
PTWE42 Andrézieux;2023-10-10;5370.0;2023-10-10;1359.6;2023;10;3.949691085613416
PTWE49;;;2023-10-10;5384.103999999999;2023;10;
PTWE89;2023-10-10;5156.0;2023-10-10;3436.34;2023;10;1.5004336008660377
PTWE35;2023-10-11;35106.0;2023-10-11;12152.72;2023;10;2.888736019590676
PTWE42 Andrézieux;2023-10-11;4518.0;2023-10-11;3000.0;2023;10;1.506
