Site;Date de relevé;Energie consommée (kWh);Date;PE(kg);Année;Mois;KWh/Kg
PTWE42 Andrézieux;2023-03-18;0.0;2023-03-18;;2023;3;
PTWE89;2023-03-18;0.0;2023-03-18;;2023;3;
PTWE35;2023-03-19;3930.0;2023-03-19;;2023;3;
PTWE42 Andrézieux;2023-03-19;;2023-03-19;;2023;3;
PTWE89;2023-03-19;0.0;2023-03-19;;2023;3;
PTWE35;2023-03-20;48020.0;2023-03-20;13631.4;2023;3;3.522748947283478
PTWE42 Andrézieux;2023-03-20;7714.0;2023-03-20;2505.4;2023;3;3.078949469146643
PTWE49;;;2023-03-20;6951.12;2023;3;
PTWE89;2023-03-20;4970.0;2023-03-20;2707.0;2023;3;1.8359807905430365
PTWE35;2023-03-21;47338.0;2023-03-21;13130.6;2023;3;3.6051665575068923
PTWE42 Andrézieux;2023-03-21;7865.0;2023-03-21;2528.0;2023;3;3.111155063291139
PTWE49;;;2023-03-21;5192.88;2023;3;
PTWE89;2023-03-21;4934.0;2023-03-21;;2023;3;
PTWE35;2023-03-22;46618.0;2023-03-22;12932.25;2023;3;3.604786483403893
PTWE42 Andrézieux;2023-03-22;7192.0;2023-03-22;2923.0;2023;3;2.460485802257954
PTWE49;;;2023-03-22;6521.68;2023;3;
PTWE89;2023-03-22;4722.0;2023-03-22;2510.2;2023;3;1.881125009959366
PTWE35;2023-03-23;33499.0;2023-03-23;14332.271999999999;2023;3;2.337312604728685
PTWE42 Andrézieux;2023-03-23;7708.0;2023-03-23;2963.0;2023;3;2.6014174822814713
PTWE49;;;2023-03-23;6882.92;2023;3;
PTWE89;2023-03-23;4257.0;2023-03-23;;2023;3;
PTWE35;2023-03-24;0.0;2023-03-24;11613.862;2023;3;0.0
PTWE42 Andrézieux;2023-03-24;5046.0;2023-03-24;3153.6;2023;3;1.6000761035007611
PTWE49;;;2023-03-24;6799.32;2023;3;
PTWE89;2023-03-24;1361.0;2023-03-24;1331.2;2023;3;1.0223858173076923
PTWE35;2023-03-25;0.0;2023-03-25;;2023;3;
PTWE42 Andrézieux;2023-03-25;0.0;2023-03-25;;2023;3;
PTWE89;2023-03-25;0.0;2023-03-25;;2023;3;
PTWE35;2023-03-26;2339.0;2023-03-26;;2023;3;
PTWE42 Andrézieux;2023-03-26;1188.0;2023-03-26;;2023;3;
PTWE89;2023-03-26;0.0;2023-03-26;;2023;3;
PTWE35;2023-03-27;45661.0;2023-03-27;;2023;3;
PTWE42 Andrézieux;2023-03-27;7261.0;2023-03-27;2333.2;2023;3;3.112034973427053
PTWE89;2023-03-27;5096.0;2023-03-27;;2023;3;
PTWE35;2023-03-28;41330.0;2023-03-28;12258.1;2023;3;3.371648134702768
PTWE42 Andrézieux;2023-03-28;6680.0;2023-03-28;2981.6;2023;3;2.2404078347196137
PTWE49;;;2023-03-28;7265.544;2023;3;
PTWE89;2023-03-28;3641.0;2023-03-28;414.88;2023;3;8.776031623602005
PTWE35;2023-03-29;39929.0;2023-03-29;12521.66;2023;3;3.1887944569649713
PTWE42 Andrézieux;2023-03-29;7127.0;2023-03-29;4424.4;2023;3;1.610839887894404
PTWE49;;;2023-03-29;7175.344;2023;3;
PTWE89;2023-03-29;4108.0;2023-03-29;1037.44;2023;3;3.959747069710055
PTWE35;2023-03-30;43277.0;2023-03-30;11555.972;2023;3;3.744990036320614
PTWE42 Andrézieux;2023-03-30;7522.0;2023-03-30;2253.0;2023;3;3.338659565024412
PTWE49;;;2023-03-30;7677.736;2023;3;
PTWE89;2023-03-30;4732.0;2023-03-30;1534.32;2023;3;3.0841024036706814
PTWE35;2023-03-31;38982.0;2023-03-31;12497.606;2023;3;3.1191573810216133
PTWE42 Andrézieux;2023-03-31;5441.0;2023-03-31;3777.0;2023;3;1.4405612920307123
PTWE49;;;2023-03-31;6530.128;2023;3;
PTWE89;2023-03-31;2268.0;2023-03-31;690.0;2023;3;3.2869565217391306
PTWE35;2023-04-01;0.0;2023-04-01;12160.0;2023;4;0.0
PTWE42 Andrézieux;2023-04-01;0.0;2023-04-01;3168.0;2023;4;0.0
PTWE49;;;2023-04-01;6134.128;2023;4;
PTWE89;2023-04-01;0.0;2023-04-01;;2023;4;
PTWE35;2023-04-02;1785.0;2023-04-02;;2023;4;
PTWE42 Andrézieux;2023-04-02;825.0;2023-04-02;;2023;4;
PTWE89;2023-04-02;0.0;2023-04-02;;2023;4;
PTWE35;2023-04-03;44658.0;2023-04-03;;2023;4;
PTWE42 Andrézieux;2023-04-03;8439.0;2023-04-03;;2023;4;
PTWE89;2023-04-03;5110.0;2023-04-03;1043.6599999999999;2023;4;4.896230573175172
PTWE35;2023-04-04;40116.0;2023-04-04;11451.212;2023;4;3.5032099658970597
PTWE42 Andrézieux;2023-04-04;7017.0;2023-04-04;3755.0;2023;4;1.8687083888149134
PTWE49;;;2023-04-04;6022.456;2023;4;
PTWE89;2023-04-04;4958.0;2023-04-04;1050.78;2023;4;4.718399665010754
PTWE35;2023-04-05;34763.0;2023-04-05;11172.076;2023;4;3.111597164215496
PTWE42 Andrézieux;2023-04-05;6832.0;2023-04-05;4162.0;2023;4;1.6415185007208073
PTWE49;;;2023-04-05;2138.4;2023;4;
PTWE89;2023-04-05;4967.0;2023-04-05;1044.88;2023;4;4.753655922211163
PTWE35;2023-04-06;38679.0;2023-04-06;8962.478;2023;4;4.315659129093539
PTWE42 Andrézieux;2023-04-06;6585.0;2023-04-06;3843.0;2023;4;1.7135050741608118
PTWE49;;;2023-04-06;5714.72;2023;4;
PTWE89;2023-04-06;4821.0;2023-04-06;;2023;4;
PTWE35;2023-04-07;32586.0;2023-04-07;8901.039999999999;2023;4;3.660920521646909
PTWE42 Andrézieux;2023-04-07;3751.0;2023-04-07;3902.2;2023;4;0.9612526267233868
PTWE49;;;2023-04-07;7171.12;2023;4;
PTWE89;2023-04-07;2107.0;2023-04-07;1444.88;2023;4;1.4582525884502517
PTWE35;2023-04-08;47.0;2023-04-08;;2023;4;
PTWE42 Andrézieux;2023-04-08;0.0;2023-04-08;;2023;4;
PTWE89;2023-04-08;0.0;2023-04-08;;2023;4;
PTWE35;2023-04-09;0.0;2023-04-09;;2023;4;
PTWE42 Andrézieux;2023-04-09;0.0;2023-04-09;;2023;4;
PTWE89;2023-04-09;0.0;2023-04-09;;2023;4;
PTWE35;2023-04-10;1637.0;2023-04-10;;2023;4;
PTWE42 Andrézieux;2023-04-10;1338.0;2023-04-10;;2023;4;
PTWE89;2023-04-10;0.0;2023-04-10;;2023;4;
PTWE35;2023-04-11;36571.0;2023-04-11;10617.39;2023;4;3.444443502593387
PTWE42 Andrézieux;2023-04-11;6733.0;2023-04-11;3405.4;2023;4;1.9771539319903682
PTWE49;;;2023-04-11;6356.68;2023;4;
PTWE89;2023-04-11;3081.0;2023-04-11;885.0;2023;4;3.48135593220339
PTWE35;2023-04-12;37928.0;2023-04-12;8995.828;2023;4;4.216176654333543
PTWE42 Andrézieux;2023-04-12;6881.0;2023-04-12;4013.0;2023;4;1.7146772987789685
PTWE49;;;2023-04-12;9971.984;2023;4;
PTWE89;2023-04-12;3194.0;2023-04-12;1015.0;2023;4;3.1467980295566504
PTWE35;2023-04-13;38953.0;2023-04-13;10450.438;2023;4;3.7274035786825395
PTWE42 Andrézieux;2023-04-13;5915.0;2023-04-13;4525.0;2023;4;1.307182320441989
PTWE49;;;2023-04-13;4403.5199999999995;2023;4;
PTWE89;2023-04-13;4982.0;2023-04-13;1596.72;2023;4;3.1201462999148255
PTWE35;2023-04-14;31830.0;2023-04-14;10643.01;2023;4;2.9906953014231874
PTWE42 Andrézieux;2023-04-14;4452.0;2023-04-14;2875.0;2023;4;1.548521739130435
PTWE49;;;2023-04-14;4756.048;2023;4;
PTWE89;2023-04-14;2982.0;2023-04-14;642.3;2023;4;4.642690331620738
PTWE35;2023-04-15;0.0;2023-04-15;;2023;4;
PTWE42 Andrézieux;2023-04-15;0.0;2023-04-15;;2023;4;
PTWE89;2023-04-15;0.0;2023-04-15;;2023;4;
PTWE35;2023-04-16;2188.0;2023-04-16;;2023;4;
PTWE42 Andrézieux;2023-04-16;1206.0;2023-04-16;;2023;4;
PTWE89;2023-04-16;0.0;2023-04-16;;2023;4;
PTWE35;2023-04-17;39324.0;2023-04-17;10618.68;2023;4;3.7032851540869487
PTWE42 Andrézieux;2023-04-17;7678.0;2023-04-17;2798.0;2023;4;2.7441029306647606
PTWE49;;;2023-04-17;4363.304;2023;4;
PTWE89;2023-04-17;4127.0;2023-04-17;;2023;4;
PTWE35;2023-04-18;42145.0;2023-04-18;10742.486;2023;4;3.9232073469772266
PTWE42 Andrézieux;2023-04-18;7100.0;2023-04-18;3778.8;2023;4;1.8789033555626125
PTWE49;;;2023-04-18;5713.487999999999;2023;4;
PTWE89;2023-04-18;5012.0;2023-04-18;;2023;4;
PTWE35;2023-04-19;41591.0;2023-04-19;13659.189999999999;2023;4;3.044909690838183
PTWE42 Andrézieux;2023-04-19;6894.0;2023-04-19;3871.6;2023;4;1.7806591590040295
PTWE49;;;2023-04-19;6166.864;2023;4;
PTWE89;2023-04-19;5143.0;2023-04-19;;2023;4;
PTWE35;2023-04-20;38515.0;2023-04-20;9623.444;2023;4;4.002205447446881
PTWE42 Andrézieux;2023-04-20;5806.0;2023-04-20;3730.0;2023;4;1.55656836461126
PTWE49;;;2023-04-20;6271.144;2023;4;
PTWE89;2023-04-20;4143.0;2023-04-20;;2023;4;
PTWE35;2023-04-21;29117.0;2023-04-21;11453.065999999999;2023;4;2.5422886762374373
PTWE42 Andrézieux;2023-04-21;3834.0;2023-04-21;2855.0;2023;4;1.342907180385289
PTWE49;;;2023-04-21;7015.008;2023;4;
PTWE89;2023-04-21;3094.0;2023-04-21;;2023;4;
PTWE35;2023-04-22;0.0;2023-04-22;;2023;4;
PTWE42 Andrézieux;2023-04-22;0.0;2023-04-22;;2023;4;
PTWE89;2023-04-22;0.0;2023-04-22;;2023;4;
PTWE35;2023-04-23;2314.0;2023-04-23;;2023;4;
PTWE42 Andrézieux;2023-04-23;1094.0;2023-04-23;;2023;4;
PTWE89;2023-04-23;0.0;2023-04-23;;2023;4;
PTWE35;2023-04-24;39094.0;2023-04-24;9903.2;2023;4;3.947612892802326
PTWE42 Andrézieux;2023-04-24;6605.0;2023-04-24;1867.0;2023;4;3.5377611140867704
PTWE49;;;2023-04-24;6082.12;2023;4;
PTWE89;2023-04-24;4479.0;2023-04-24;4816.9;2023;4;0.9298511490792835
PTWE35;2023-04-25;42697.0;2023-04-25;10295.71;2023;4;4.147067079395205
PTWE42 Andrézieux;2023-04-25;4208.0;2023-04-25;2648.0;2023;4;1.5891238670694865
PTWE49;;;2023-04-25;6720.296;2023;4;
PTWE89;2023-04-25;4830.0;2023-04-25;2262.6;2023;4;2.134712277910369
PTWE35;2023-04-26;37856.0;2023-04-26;12795.95;2023;4;2.9584360676620336
PTWE42 Andrézieux;2023-04-26;6933.0;2023-04-26;2124.0;2023;4;3.2641242937853105
PTWE49;;;2023-04-26;6368.472;2023;4;
PTWE89;2023-04-26;4925.0;2023-04-26;;2023;4;
PTWE35;2023-04-27;32724.0;2023-04-27;11463.0;2023;4;2.8547500654278983
PTWE42 Andrézieux;2023-04-27;6265.0;2023-04-27;2928.0;2023;4;2.139685792349727
PTWE49;;;2023-04-27;6509.184;2023;4;
PTWE89;2023-04-27;4676.0;2023-04-27;2354.9;2023;4;1.9856469489150281
PTWE35;2023-04-28;3314.0;2023-04-28;10704.94;2023;4;0.30957670010294314
PTWE42 Andrézieux;2023-04-28;4081.0;2023-04-28;2696.4;2023;4;1.5134994807892004
PTWE49;;;2023-04-28;5855.168;2023;4;
PTWE89;2023-04-28;1889.0;2023-04-28;330.0;2023;4;5.724242424242425
PTWE35;2023-04-29;0.0;2023-04-29;3942.5759999999996;2023;4;0.0
PTWE42 Andrézieux;2023-04-29;0.0;2023-04-29;2557.2;2023;4;0.0
PTWE89;2023-04-29;0.0;2023-04-29;260.0;2023;4;0.0
PTWE35;2023-04-30;0.0;2023-04-30;;2023;4;
PTWE42 Andrézieux;2023-04-30;0.0;2023-04-30;;2023;4;
PTWE89;2023-04-30;0.0;2023-04-30;;2023;4;
PTWE35;2023-05-01;3132.0;2023-05-01;;2023;5;
PTWE42 Andrézieux;2023-05-01;778.0;2023-05-01;;2023;5;
PTWE89;2023-05-01;0.0;2023-05-01;;2023;5;
PTWE35;2023-05-02;42140.0;2023-05-02;;2023;5;
PTWE42 Andrézieux;2023-05-02;6123.0;2023-05-02;;2023;5;
PTWE89;2023-05-02;4744.0;2023-05-02;;2023;5;
PTWE35;2023-05-03;39465.0;2023-05-03;9779.93;2023;5;4.035304956170442
PTWE42 Andrézieux;2023-05-03;5357.0;2023-05-03;2936.8;2023;5;1.824094252247344
PTWE49;;;2023-05-03;7445.592000000001;2023;5;
PTWE89;2023-05-03;4476.0;2023-05-03;2254.7;2023;5;1.9851864993125472
PTWE35;2023-05-04;45092.0;2023-05-04;9719.204;2023;5;4.639474590717511
PTWE42 Andrézieux;2023-05-04;4210.0;2023-05-04;2098.8;2023;5;2.0059081379836097
PTWE49;;;2023-05-04;7990.224;2023;5;
PTWE89;2023-05-04;4342.0;2023-05-04;915.5;2023;5;4.742763517203714
PTWE35;2023-05-05;36465.0;2023-05-05;11815.983;2023;5;3.086074175969955
PTWE42 Andrézieux;2023-05-05;3069.0;2023-05-05;2340.0;2023;5;1.3115384615384615
PTWE49;;;2023-05-05;8031.32;2023;5;
PTWE89;2023-05-05;2964.0;2023-05-05;577.1;2023;5;5.136024952347946
PTWE35;2023-05-06;0.0;2023-05-06;;2023;5;
PTWE42 Andrézieux;2023-05-06;0.0;2023-05-06;;2023;5;
PTWE89;2023-05-06;0.0;2023-05-06;;2023;5;
PTWE35;2023-05-07;0.0;2023-05-07;;2023;5;
PTWE42 Andrézieux;2023-05-07;0.0;2023-05-07;;2023;5;
PTWE89;2023-05-07;0.0;2023-05-07;;2023;5;
PTWE35;2023-05-08;2618.0;2023-05-08;;2023;5;
PTWE42 Andrézieux;2023-05-08;1078.0;2023-05-08;;2023;5;
PTWE89;2023-05-08;0.0;2023-05-08;;2023;5;
PTWE35;2023-05-09;43670.0;2023-05-09;9914.016;2023;5;4.404874876134959
PTWE42 Andrézieux;2023-05-09;4228.0;2023-05-09;2342.6;2023;5;1.804832237684624
PTWE49;;;2023-05-09;7856.2;2023;5;
PTWE89;2023-05-09;4994.0;2023-05-09;1022.1;2023;5;4.886018980530281
PTWE35;2023-05-10;42004.0;2023-05-10;11165.612000000001;2023;5;3.7619075425511825
PTWE42 Andrézieux;2023-05-10;5647.0;2023-05-10;2137.6;2023;5;2.641747754491018
PTWE49;;;2023-05-10;7675.008;2023;5;
PTWE89;2023-05-10;4674.0;2023-05-10;1035.7;2023;5;4.512889832963213
PTWE35;2023-05-11;44766.0;2023-05-11;11176.962;2023;5;4.005202844923335
PTWE42 Andrézieux;2023-05-11;6482.0;2023-05-11;3343.0;2023;5;1.9389769667962908
PTWE49;;;2023-05-11;7835.432;2023;5;
PTWE89;2023-05-11;4764.0;2023-05-11;1028.9;2023;5;4.6301875789678295
PTWE35;2023-05-12;37551.0;2023-05-12;12131.33;2023;5;3.095373714176434
PTWE42 Andrézieux;2023-05-12;4151.0;2023-05-12;4092.8;2023;5;1.0142200938232995
PTWE49;;;2023-05-12;7918.064;2023;5;
PTWE89;2023-05-12;1025.0;2023-05-12;72.3;2023;5;14.17704011065007
PTWE35;2023-05-13;0.0;2023-05-13;;2023;5;
PTWE42 Andrézieux;2023-05-13;0.0;2023-05-13;;2023;5;
PTWE89;2023-05-13;0.0;2023-05-13;;2023;5;
PTWE35;2023-05-14;3596.0;2023-05-14;;2023;5;
PTWE42 Andrézieux;2023-05-14;980.0;2023-05-14;;2023;5;
PTWE89;2023-05-14;0.0;2023-05-14;;2023;5;
PTWE35;2023-05-15;44286.0;2023-05-15;12776.01;2023;5;3.466340430228217
PTWE42 Andrézieux;2023-05-15;6094.0;2023-05-15;2763.4;2023;5;2.2052543967576175
PTWE49;;;2023-05-15;9014.016;2023;5;
PTWE89;2023-05-15;4928.0;2023-05-15;;2023;5;
PTWE35;2023-05-16;39994.0;2023-05-16;13020.632;2023;5;3.071586694102099
PTWE42 Andrézieux;2023-05-16;6588.0;2023-05-16;3177.0;2023;5;2.0736543909348444
PTWE49;;;2023-05-16;6047.799999999999;2023;5;
PTWE89;2023-05-16;4781.0;2023-05-16;2777.6;2023;5;1.7212701612903227
PTWE35;2023-05-17;31993.0;2023-05-17;10923.1;2023;5;2.9289304318371157
PTWE42 Andrézieux;2023-05-17;4926.0;2023-05-17;3044.0;2023;5;1.6182654402102497
PTWE49;;;2023-05-17;7369.472;2023;5;
PTWE89;2023-05-17;4911.0;2023-05-17;1112.0;2023;5;4.4163669064748206
PTWE35;2023-05-18;0.0;2023-05-18;;2023;5;
PTWE42 Andrézieux;2023-05-18;0.0;2023-05-18;;2023;5;
PTWE89;2023-05-18;0.0;2023-05-18;;2023;5;
PTWE35;2023-05-19;0.0;2023-05-19;;2023;5;
PTWE42 Andrézieux;2023-05-19;0.0;2023-05-19;;2023;5;
PTWE89;2023-05-19;0.0;2023-05-19;;2023;5;
PTWE35;2023-05-20;0.0;2023-05-20;;2023;5;
PTWE42 Andrézieux;2023-05-20;0.0;2023-05-20;;2023;5;
PTWE89;2023-05-20;0.0;2023-05-20;;2023;5;
PTWE35;2023-05-21;2673.0;2023-05-21;;2023;5;
PTWE42 Andrézieux;2023-05-21;1052.0;2023-05-21;;2023;5;
PTWE89;2023-05-21;0.0;2023-05-21;;2023;5;
PTWE35;2023-05-22;36548.0;2023-05-22;10191.699999999999;2023;5;3.5860553195247116
PTWE42 Andrézieux;2023-05-22;7013.0;2023-05-22;3397.0;2023;5;2.0644686488077717
PTWE49;;;2023-05-22;7330.4;2023;5;
PTWE89;2023-05-22;1531.0;2023-05-22;459.9;2023;5;3.3289845618612746
PTWE35;2023-05-23;41159.0;2023-05-23;8961.71;2023;5;4.592761872455146
PTWE42 Andrézieux;2023-05-23;7046.0;2023-05-23;3163.4;2023;5;2.2273503192767277
PTWE49;;;2023-05-23;8181.888;2023;5;
PTWE89;2023-05-23;3680.0;2023-05-23;501.3;2023;5;7.3409136245761015
PTWE35;2023-05-24;45356.0;2023-05-24;11172.372;2023;5;4.059657161433579
PTWE42 Andrézieux;2023-05-24;5492.0;2023-05-24;4065.6;2023;5;1.3508461235733964
PTWE49;;;2023-05-24;6722.496;2023;5;
PTWE89;2023-05-24;3864.0;2023-05-24;;2023;5;
PTWE35;2023-05-25;46392.0;2023-05-25;12879.89;2023;5;3.601894115555335
PTWE42 Andrézieux;2023-05-25;4472.0;2023-05-25;4855.6;2023;5;0.9209984347969354
PTWE49;;;2023-05-25;7914.72;2023;5;
PTWE89;2023-05-25;5085.0;2023-05-25;;2023;5;
PTWE35;2023-05-26;38445.0;2023-05-26;13577.21;2023;5;2.8315832192328174
PTWE42 Andrézieux;2023-05-26;3817.0;2023-05-26;2413.4;2023;5;1.5815861440291703
PTWE49;;;2023-05-26;8094.856;2023;5;
PTWE89;2023-05-26;1739.0;2023-05-26;2232.1;2023;5;0.7790869584696026
PTWE35;2023-05-27;0.0;2023-05-27;;2023;5;
PTWE42 Andrézieux;2023-05-27;0.0;2023-05-27;;2023;5;
PTWE89;2023-05-27;0.0;2023-05-27;;2023;5;
PTWE35;2023-05-28;0.0;2023-05-28;;2023;5;
PTWE42 Andrézieux;2023-05-28;0.0;2023-05-28;;2023;5;
PTWE89;2023-05-28;0.0;2023-05-28;;2023;5;
PTWE35;2023-05-29;2348.0;2023-05-29;;2023;5;
PTWE42 Andrézieux;2023-05-29;949.0;2023-05-29;;2023;5;
PTWE49;;;2023-05-29;5616.072;2023;5;
PTWE89;2023-05-29;3226.0;2023-05-29;;2023;5;
PTWE35;2023-05-30;48236.0;2023-05-30;13366.36;2023;5;3.608761098758375
PTWE42 Andrézieux;2023-05-30;7011.0;2023-05-30;1741.8;2023;5;4.0251464002755775
PTWE49;;;2023-05-30;712.8;2023;5;
PTWE89;2023-05-30;3619.0;2023-05-30;;2023;5;
PTWE35;2023-05-31;48905.0;2023-05-31;13704.31;2023;5;3.568585357453239
PTWE42 Andrézieux;2023-05-31;7236.0;2023-05-31;3992.0;2023;5;1.812625250501002
PTWE49;;;2023-05-31;6809.088;2023;5;
PTWE89;2023-05-31;4932.0;2023-05-31;;2023;5;
PTWE35;2023-06-01;49017.0;2023-06-01;14541.14;2023;6;3.370918648744184
PTWE42 Andrézieux;2023-06-01;6881.0;2023-06-01;3312.4;2023;6;2.077345731191885
PTWE49;;;2023-06-01;6410.448;2023;6;
PTWE89;2023-06-01;4075.0;2023-06-01;108.6;2023;6;37.52302025782689
PTWE35;2023-06-02;39246.0;2023-06-02;14701.73;2023;6;2.6694817548683045
PTWE42 Andrézieux;2023-06-02;3750.0;2023-06-02;3219.4;2023;6;1.1648133192520345
PTWE49;;;2023-06-02;6250.552;2023;6;
PTWE89;2023-06-02;2975.0;2023-06-02;48.3;2023;6;61.594202898550726
PTWE35;2023-06-03;0.0;2023-06-03;12700.449999999999;2023;6;0.0
PTWE42 Andrézieux;2023-06-03;0.0;2023-06-03;2608.0;2023;6;0.0
PTWE49;;;2023-06-03;6164.928;2023;6;
PTWE89;2023-06-03;0.0;2023-06-03;;2023;6;
PTWE35;2023-06-04;2840.0;2023-06-04;;2023;6;
PTWE42 Andrézieux;2023-06-04;1165.0;2023-06-04;;2023;6;
PTWE89;2023-06-04;0.0;2023-06-04;;2023;6;
PTWE35;2023-06-05;50995.0;2023-06-05;;2023;6;
PTWE42 Andrézieux;2023-06-05;7208.0;2023-06-05;;2023;6;
PTWE89;2023-06-05;4070.0;2023-06-05;;2023;6;
PTWE35;2023-06-06;47814.0;2023-06-06;13346.965;2023;6;3.582387456624034
PTWE42 Andrézieux;2023-06-06;6651.0;2023-06-06;3265.6;2023;6;2.0366854483096524
PTWE49;;;2023-06-06;6809.088;2023;6;
PTWE89;2023-06-06;4529.0;2023-06-06;2009.8;2023;6;2.253458055527913
PTWE35;2023-06-07;47246.0;2023-06-07;15004.76;2023;6;3.1487341350344824
PTWE42 Andrézieux;2023-06-07;3903.0;2023-06-07;3120.0;2023;6;1.2509615384615385
PTWE49;;;2023-06-07;6514.288;2023;6;
PTWE89;2023-06-07;4850.0;2023-06-07;1352.9;2023;6;3.584891714095646
PTWE35;2023-06-08;47590.0;2023-06-08;14123.81;2023;6;3.369487411682825
PTWE42 Andrézieux;2023-06-08;6759.0;2023-06-08;2193.4;2023;6;3.081517279110057
PTWE49;;;2023-06-08;7100.3679999999995;2023;6;
PTWE89;2023-06-08;4971.0;2023-06-08;;2023;6;
PTWE35;2023-06-09;43122.0;2023-06-09;12598.828;2023;6;3.4226993177460634
PTWE42 Andrézieux;2023-06-09;3838.0;2023-06-09;3652.0;2023;6;1.0509309967141292
PTWE49;;;2023-06-09;5521.12;2023;6;
PTWE89;2023-06-09;3099.0;2023-06-09;2096.6;2023;6;1.4781074120003816
PTWE35;2023-06-10;0.0;2023-06-10;;2023;6;
PTWE42 Andrézieux;2023-06-10;0.0;2023-06-10;;2023;6;
PTWE89;2023-06-10;0.0;2023-06-10;;2023;6;
PTWE35;2023-06-11;2815.0;2023-06-11;;2023;6;
PTWE42 Andrézieux;2023-06-11;893.0;2023-06-11;;2023;6;
PTWE89;2023-06-11;0.0;2023-06-11;;2023;6;
PTWE35;2023-06-12;47717.0;2023-06-12;13276.699999999999;2023;6;3.594040687821522
PTWE42 Andrézieux;2023-06-12;6953.0;2023-06-12;2709.8;2023;6;2.565872020075282
PTWE49;;;2023-06-12;7442.248;2023;6;
PTWE89;2023-06-12;5180.0;2023-06-12;;2023;6;
PTWE35;2023-06-13;44961.0;2023-06-13;13492.6;2023;6;3.3322710226346293
PTWE42 Andrézieux;2023-06-13;6598.0;2023-06-13;3358.2;2023;6;1.9647430170924902
PTWE49;;;2023-06-13;7649.576;2023;6;
PTWE89;2023-06-13;5212.0;2023-06-13;;2023;6;
PTWE35;2023-06-14;48357.0;2023-06-14;12290.54;2023;6;3.934489452863747
PTWE42 Andrézieux;2023-06-14;6810.0;2023-06-14;3680.8;2023;6;1.850141273636166
PTWE49;;;2023-06-14;10407.76;2023;6;
PTWE89;2023-06-14;4946.0;2023-06-14;4409.0;2023;6;1.121796325697437
PTWE35;2023-06-15;49678.0;2023-06-15;13812.565999999999;2023;6;3.5965800995991626
PTWE42 Andrézieux;2023-06-15;6064.0;2023-06-15;3723.6;2023;6;1.6285315286282094
PTWE49;;;2023-06-15;6761.04;2023;6;
PTWE89;2023-06-15;4434.0;2023-06-15;3200.0;2023;6;1.385625
PTWE35;2023-06-16;41058.0;2023-06-16;14491.272;2023;6;2.8332916530722767
PTWE42 Andrézieux;2023-06-16;3782.0;2023-06-16;3276.8;2023;6;1.1541748046875
PTWE49;;;2023-06-16;6905.36;2023;6;
PTWE89;2023-06-16;2928.0;2023-06-16;1575.2;2023;6;1.8588115794819704
PTWE35;2023-06-17;0.0;2023-06-17;;2023;6;
PTWE42 Andrézieux;2023-06-17;0.0;2023-06-17;;2023;6;
PTWE89;2023-06-17;0.0;2023-06-17;;2023;6;
PTWE35;2023-06-18;2462.0;2023-06-18;;2023;6;
PTWE42 Andrézieux;2023-06-18;1059.0;2023-06-18;;2023;6;
PTWE89;2023-06-18;0.0;2023-06-18;;2023;6;
PTWE35;2023-06-19;42808.0;2023-06-19;13386.032000000001;2023;6;3.1979603813885995
PTWE42 Andrézieux;2023-06-19;6761.0;2023-06-19;2345.4;2023;6;2.882663937921037
PTWE89;2023-06-19;4688.0;2023-06-19;1258.4;2023;6;3.7253655435473614
PTWE35;2023-06-20;46375.0;2023-06-20;10560.02;2023;6;4.391563652341567
PTWE42 Andrézieux;2023-06-20;5778.0;2023-06-20;3828.4;2023;6;1.5092466826872846
PTWE49;;;2023-06-20;13504.304;2023;6;
PTWE89;2023-06-20;4143.0;2023-06-20;1166.7;2023;6;3.5510413988171767
PTWE35;2023-06-21;41366.0;2023-06-21;14053.67;2023;6;2.943430434897077
PTWE42 Andrézieux;2023-06-21;6113.0;2023-06-21;3878.8;2023;6;1.5760028874909766
PTWE49;;;2023-06-21;7395.344;2023;6;
PTWE89;2023-06-21;4589.0;2023-06-21;;2023;6;
PTWE35;2023-06-22;35376.0;2023-06-22;12287.186;2023;6;2.8790969714302364
PTWE42 Andrézieux;2023-06-22;5303.0;2023-06-22;4569.8;2023;6;1.1604446584095585
PTWE49;;;2023-06-22;6924.544;2023;6;
PTWE89;2023-06-22;0.0;2023-06-22;1258.4;2023;6;0.0
PTWE35;2023-06-23;0.0;2023-06-23;11064.108;2023;6;0.0
PTWE42 Andrézieux;2023-06-23;1907.0;2023-06-23;3570.8;2023;6;0.5340539935028564
PTWE49;;;2023-06-23;7237.12;2023;6;
PTWE89;2023-06-23;0.0;2023-06-23;;2023;6;
PTWE35;2023-06-24;0.0;2023-06-24;;2023;6;
PTWE42 Andrézieux;2023-06-24;0.0;2023-06-24;800.0;2023;6;0.0
PTWE89;2023-06-24;0.0;2023-06-24;;2023;6;
PTWE35;2023-06-25;2170.0;2023-06-25;;2023;6;
PTWE42 Andrézieux;2023-06-25;0.0;2023-06-25;;2023;6;
PTWE89;2023-06-25;0.0;2023-06-25;;2023;6;
PTWE35;2023-06-26;36519.0;2023-06-26;;2023;6;
PTWE42 Andrézieux;2023-06-26;6968.0;2023-06-26;1174.2;2023;6;5.934253108499403
PTWE89;2023-06-26;4985.0;2023-06-26;;2023;6;
PTWE35;2023-06-27;40308.0;2023-06-27;9816.88;2023;6;4.10598886815363
PTWE42 Andrézieux;2023-06-27;6756.0;2023-06-27;2985.6;2023;6;2.262861736334405
