Site;Année;Mois;Semaine;Machine;Gaz (kWh);PE (kg)
PTWE42 Andrézieux;2023.0;6.0;24;SAT;24074.82;2645.2
PTWE42 Andrézieux;2023.0;6.0;25;Rock6;21145.74;13768.0
PTWE42 Andrézieux;2023.0;6.0;25;SAT;21145.74;5225.2
PTWE42 Andrézieux;2023.0;6.0;26;Rock6;22821.26;9542.0
PTWE42 Andrézieux;2023.0;6.0;26;SAT;22821.26;3116.2
PTWE42 Andrézieux;2023.0;7.0;27;Rock6;30028.46;16745.0
PTWE42 Andrézieux;2023.0;7.0;27;SAT;30028.46;4100.8
PTWE42 Andrézieux;2023.0;7.0;28;Rock6;18029.55;5690.0
PTWE42 Andrézieux;2023.0;7.0;28;SAT;18029.55;2217.2
PTWE42 Andrézieux;2023.0;7.0;29;Rock6;23466.52;11325.0
PTWE42 Andrézieux;2023.0;7.0;29;SAT;23466.52;3282.2
PTWE42 Andrézieux;2023.0;7.0;30;Rock6;20806.940000000002;10233.0
PTWE42 Andrézieux;2023.0;7.0;30;SAT;20806.940000000002;3655.2
PTWE42 Andrézieux;2023.0;7.0;31;Rock6;4218.83;2034.0
PTWE42 Andrézieux;2023.0;7.0;31;SAT;4218.83;434.6
PTWE42 Andrézieux;2023.0;8.0;31;Rock6;18834.64;11593.0
PTWE42 Andrézieux;2023.0;8.0;31;SAT;18834.64;1930.0
PTWE42 Andrézieux;2023.0;8.0;35;Rock6;14125.98;6594.0
PTWE42 Andrézieux;2023.0;8.0;35;SAT;14125.98;1180.0
PTWE42 Andrézieux;2023.0;9.0;35;Rock6;8545.2675;3270.0
PTWE42 Andrézieux;2023.0;9.0;35;SAT;8545.2675;1260.0
PTWE42 Andrézieux;2023.0;9.0;36;Rock6;17090.535;9875.0
PTWE42 Andrézieux;2023.0;9.0;36;SAT;17090.535;1994.0
PTWE42 Andrézieux;2023.0;9.0;37;Rock6;21363.16875;8717.0
PTWE42 Andrézieux;2023.0;9.0;37;SAT;21363.16875;2350.0
PTWE42 Andrézieux;2023.0;9.0;38;Rock6;21363.16875;8636.0
PTWE42 Andrézieux;2023.0;9.0;38;SAT;21363.16875;3568.8
PTWE42 Andrézieux;2023.0;9.0;39;Rock6;21776.37;10508.0
PTWE42 Andrézieux;2023.0;9.0;39;SAT;21776.37;3016.0
PTWE42 Andrézieux;2023.0;10.0;40;Rock6;25219.04;13937.0
PTWE42 Andrézieux;2023.0;10.0;40;SAT;25219.04;3945.0
PTWE42 Andrézieux;2023.0;10.0;41;Rock6;17475.15;5997.0
PTWE42 Andrézieux;2023.0;10.0;41;SAT;17475.15;2642.4
PTWE42 Andrézieux;2023.0;10.0;42;Rock6;20893.18;7189.0
PTWE42 Andrézieux;2023.0;10.0;42;SAT;20893.18;3669.6
PTWE42 Andrézieux;2023.0;10.0;43;Rock6;19075.21;14256.0
PTWE42 Andrézieux;2023.0;10.0;43;SAT;19075.21;3507.2
PTWE42 Andrézieux;2023.0;10.0;44;Rock6;6757.52;3394.0
PTWE42 Andrézieux;2023.0;10.0;44;SAT;6757.52;1026.8
PTWE42 Andrézieux;2023.0;11.0;44;Rock6;8169.7;3413.0
PTWE42 Andrézieux;2023.0;11.0;44;SAT;8169.7;810.0
PTWE42 Andrézieux;2023.0;11.0;45;Rock6;19346.25;8567.0
PTWE42 Andrézieux;2023.0;11.0;45;SAT;19346.25;3390.0
PTWE42 Andrézieux;2023.0;11.0;46;Rock6;22520.190000000002;9072.0
PTWE42 Andrézieux;2023.0;11.0;46;SAT;22520.190000000002;3596.4
PTWE42 Andrézieux;2023.0;11.0;47;Rock6;20466.600000000002;10260.0
PTWE42 Andrézieux;2023.0;11.0;47;SAT;20466.600000000002;4609.6
PTWE42 Andrézieux;2023.0;11.0;48;Rock6;16339.4;8063.0
PTWE42 Andrézieux;2023.0;11.0;48;SAT;16339.4;2287.0
PTWE42 Andrézieux;2023.0;12.0;48;Rock6;10085.460000000001;3820.0
PTWE42 Andrézieux;2023.0;12.0;48;SAT;10085.460000000001;989.8
PTWE42 Andrézieux;2023.0;12.0;49;Rock6;20170.920000000002;2632.0
PTWE42 Andrézieux;2023.0;12.0;49;SAT;20170.920000000002;1433.4
PTWE42 Andrézieux;2023.0;12.0;50;Rock6;25213.65;7609.0
PTWE42 Andrézieux;2023.0;12.0;50;SAT;25213.65;2478.4
PTWE42 Andrézieux;2023.0;12.0;51;Rock6;19521.04;8799.0
PTWE42 Andrézieux;2023.0;12.0;51;SAT;19521.04;2688.4
PTWE42 Andrézieux;2024.0;1.0;1;Rock6;14616.140000000001;7065.0
PTWE42 Andrézieux;2024.0;1.0;1;SAT;14616.140000000001;1024.6
PTWE42 Andrézieux;2024.0;1.0;2;Rock6;20897.800000000003;11621.0
PTWE42 Andrézieux;2024.0;1.0;2;SAT;20897.800000000003;1898.0
PTWE42 Andrézieux;2024.0;1.0;3;Rock6;21137.27;8494.0
PTWE42 Andrézieux;2024.0;1.0;3;SAT;21137.27;3145.2
PTWE42 Andrézieux;2024.0;1.0;4;Rock6;18123.49;6228.0
PTWE42 Andrézieux;2024.0;1.0;4;SAT;18123.49;3134.0
PTWE42 Andrézieux;2024.0;1.0;5;Rock6;15974.42;5672.0
PTWE42 Andrézieux;2024.0;1.0;5;SAT;15974.42;1714.8
PTWE42 Andrézieux;2024.0;2.0;5;Rock6;12664.19;5060.0
PTWE42 Andrézieux;2024.0;2.0;5;SAT;12664.19;1985.2
PTWE42 Andrézieux;2024.0;2.0;6;Rock6;21000.21;8659.0
PTWE42 Andrézieux;2024.0;2.0;6;SAT;21000.21;3068.0
PTWE42 Andrézieux;2024.0;2.0;7;Rock6;20997.13;8564.0
PTWE42 Andrézieux;2024.0;2.0;7;SAT;20997.13;3598.4
PTWE42 Andrézieux;2024.0;2.0;8;Rock6;17318.84;7966.0
PTWE42 Andrézieux;2024.0;2.0;8;SAT;17318.84;2824.8
PTWE42 Andrézieux;2024.0;2.0;9;Rock6;19157.6;9581.0
PTWE42 Andrézieux;2024.0;2.0;9;SAT;19157.6;2102.6
PTWE42 Andrézieux;2024.0;3.0;10;Rock6;25912.81;11106.0
PTWE42 Andrézieux;2024.0;3.0;10;SAT;25912.81;3370.8
PTWE42 Andrézieux;2024.0;3.0;11;Rock6;20872.39;7941.0
PTWE42 Andrézieux;2024.0;3.0;11;SAT;20872.39;2677.6
PTWE42 Andrézieux;2024.0;3.0;12;Rock6;21443.73;7392.0
PTWE42 Andrézieux;2024.0;3.0;12;SAT;21443.73;3360.0
PTWE42 Andrézieux;2024.0;3.0;13;Rock6;26167.68;11396.0
PTWE42 Andrézieux;2024.0;3.0;13;SAT;26167.68;3610.0
PTWE42 Andrézieux;2024.0;4.0;14;Rock6;22081.29;9300.0
PTWE42 Andrézieux;2024.0;4.0;14;SAT;22081.29;3510.0
PTWE42 Andrézieux;2024.0;4.0;15;Rock6;20342.63;6277.0
PTWE42 Andrézieux;2024.0;4.0;15;SAT;20342.63;2641.2
PTWE42 Andrézieux;2024.0;4.0;16;Rock6;21509.95;8836.0
PTWE42 Andrézieux;2024.0;4.0;16;SAT;21509.95;3165.4
PTWE42 Andrézieux;2024.0;4.0;17;Rock6;20790.0;6461.0
PTWE42 Andrézieux;2024.0;4.0;17;SAT;20790.0;2740.2
PTWE42 Andrézieux;2024.0;4.0;18;Rock6;0.0;2751.0
PTWE42 Andrézieux;2024.0;4.0;18;SAT;0.0;1200.6
PTWE42 Andrézieux;2024.0;5.0;18;Rock6;17442.81;4407.0
PTWE42 Andrézieux;2024.0;5.0;18;SAT;17442.81;1929.2
PTWE42 Andrézieux;2024.0;5.0;19;Rock6;5814.27;1092.0
PTWE42 Andrézieux;2024.0;5.0;19;SAT;5814.27;740.8
PTWE42 Andrézieux;2024.0;5.0;20;Rock6;29071.350000000002;9826.0
PTWE42 Andrézieux;2024.0;5.0;20;SAT;29071.350000000002;3477.4
PTWE42 Andrézieux;2024.0;5.0;21;Rock6;23257.08;10935.0
PTWE42 Andrézieux;2024.0;5.0;21;SAT;23257.08;2550.0
PTWE42 Andrézieux;2024.0;5.0;22;Rock6;29071.350000000002;12762.0
PTWE42 Andrézieux;2024.0;5.0;22;SAT;29071.350000000002;3309.2
PTWE42 Andrézieux;2024.0;6.0;22;Rock6;4620.0;1896.0
PTWE42 Andrézieux;2024.0;6.0;22;SAT;4620.0;1227.2
PTWE42 Andrézieux;2024.0;6.0;23;Rock6;26336.31;10914.0
PTWE42 Andrézieux;2024.0;6.0;23;SAT;26336.31;3761.6
PTWE42 Andrézieux;2024.0;6.0;24;Rock6;22258.39;8062.0
PTWE42 Andrézieux;2024.0;6.0;24;SAT;22258.39;3742.6
PTWE42 Andrézieux;2024.0;6.0;25;Rock6;22666.49;9135.0
PTWE42 Andrézieux;2024.0;6.0;25;SAT;22666.49;3271.0
PTWE42 Andrézieux;2024.0;6.0;26;Rock6;19843.670000000002;7806.0
PTWE42 Andrézieux;2024.0;6.0;26;SAT;19843.670000000002;2941.0
PTWE42 Andrézieux;2024.0;7.0;27;Rock6;16829.89;4147.0
PTWE42 Andrézieux;2024.0;7.0;27;SAT;16829.89;3844.0
PTWE42 Andrézieux;2024.0;7.0;28;Rock6;16645.86;4339.0
PTWE42 Andrézieux;2024.0;7.0;28;SAT;16645.86;2801.0
PTWE42 Andrézieux;2024.0;7.0;29;Rock6;19894.489999999998;4940.0
PTWE42 Andrézieux;2024.0;7.0;29;SAT;19894.489999999998;2905.8
PTWE42 Andrézieux;2024.0;7.0;30;Rock6;14712.39;5695.0
PTWE42 Andrézieux;2024.0;7.0;30;SAT;14712.39;3793.6
PTWE42 Andrézieux;2024.0;7.0;31;Rock6;4514.51;689.0
PTWE42 Andrézieux;2024.0;7.0;31;SAT;4514.51;1455.2
PTWE42 Andrézieux;2024.0;8.0;31;SAT;3264.8;929.6
PTWE42 Andrézieux;2024.0;8.0;35;Rock6;15989.05;6221.0
PTWE42 Andrézieux;2024.0;8.0;35;SAT;15989.05;1920.8
PTWE42 Andrézieux;2024.0;9.0;36;Rock6;18029.55;4351.0
PTWE42 Andrézieux;2024.0;9.0;36;SAT;18029.55;2463.0
PTWE42 Andrézieux;2024.0;9.0;37;Rock6;17208.73;4344.0
PTWE42 Andrézieux;2024.0;9.0;37;SAT;17208.73;2873.0
PTWE42 Andrézieux;2024.0;9.0;38;Rock6;16313.220000000001;7043.0
PTWE42 Andrézieux;2024.0;9.0;38;SAT;16313.220000000001;2081.0
PTWE42 Andrézieux;2024.0;9.0;39;Rock6;21681.66;7832.0
PTWE42 Andrézieux;2024.0;9.0;39;SAT;21681.66;2770.0
PTWE42 Andrézieux;2024.0;9.0;40;Rock6;4251.17;1355.0
PTWE42 Andrézieux;2024.0;9.0;40;SAT;4251.17;562.4
PTWE42 Andrézieux;2024.0;10.0;40;Rock6;15083.53;7236.0
PTWE42 Andrézieux;2024.0;10.0;40;SAT;15083.53;2637.6
PTWE42 Andrézieux;2024.0;10.0;41;Rock6;18522.350000000002;10586.0
PTWE42 Andrézieux;2024.0;10.0;41;SAT;18522.350000000002;1936.0
PTWE42 Andrézieux;2024.0;10.0;42;Rock6;16763.670000000002;6125.0
PTWE42 Andrézieux;2024.0;10.0;42;SAT;16763.670000000002;2248.4
PTWE42 Andrézieux;2024.0;10.0;43;Rock6;12835.130000000001;3368.0
PTWE42 Andrézieux;2024.0;10.0;43;SAT;12835.130000000001;1855.6
PTWE42 Andrézieux;2024.0;10.0;44;Rock6;9776.69;554.0
PTWE42 Andrézieux;2024.0;10.0;44;SAT;9776.69;358.8
PTWE49;2023.0;1.0;1;R1;0.0;2049.52
PTWE49;2023.0;1.0;1;R2;0.0;1393.92
PTWE49;2023.0;1.0;1;R3;0.0;2750.088
PTWE49;2023.0;1.0;1;R4;0.0;2423.52
PTWE49;2023.0;1.0;2;R1;0.0;5063.52
PTWE49;2023.0;1.0;2;R2;0.0;5955.84
PTWE49;2023.0;1.0;2;R3;0.0;8535.296
PTWE49;2023.0;1.0;2;R4;0.0;8553.6
PTWE49;2023.0;1.0;3;R1;0.0;5907.4400000000005
PTWE49;2023.0;1.0;3;R2;0.0;7603.2
PTWE49;2023.0;1.0;3;R3;0.0;10342.992
PTWE49;2023.0;1.0;3;R4;0.0;8594.08
PTWE49;2023.0;1.0;4;R1;0.0;7715.84
PTWE49;2023.0;1.0;4;R2;0.0;8616.96
PTWE49;2023.0;1.0;4;R3;0.0;8865.384
PTWE49;2023.0;1.0;4;R4;0.0;8935.52
PTWE49;2023.0;1.0;5;R1;0.0;2411.2
PTWE49;2023.0;1.0;5;R4;0.0;1795.2
PTWE49;2023.0;2.0;5;R1;0.0;2531.7599999999998
PTWE49;2023.0;2.0;5;R2;0.0;5322.24
PTWE49;2023.0;2.0;5;R3;0.0;2644.048
PTWE49;2023.0;2.0;5;R4;0.0;5873.12
PTWE49;2023.0;2.0;6;R1;0.0;10127.04
PTWE49;2023.0;2.0;6;R2;0.0;7476.48
PTWE49;2023.0;2.0;6;R3;0.0;4453.24
PTWE49;2023.0;2.0;6;R4;0.0;10454.400000000001
PTWE49;2023.0;2.0;7;R1;0.0;10247.6
PTWE49;2023.0;2.0;7;R2;0.0;2661.12
PTWE49;2023.0;2.0;7;R3;0.0;9820.624
PTWE49;2023.0;2.0;7;R4;0.0;10090.08
PTWE49;2023.0;2.0;8;R1;0.0;4942.96
PTWE49;2023.0;2.0;8;R2;0.0;9757.439999999999
PTWE49;2023.0;2.0;8;R3;0.0;6530.4800000000005
PTWE49;2023.0;2.0;8;R4;0.0;9500.48
PTWE49;2023.0;2.0;9;R1;0.0;2411.2
PTWE49;2023.0;2.0;9;R2;0.0;2534.4
PTWE49;2023.0;2.0;9;R3;0.0;3750.12
PTWE49;2023.0;2.0;9;R4;0.0;2567.84
PTWE49;2023.0;3.0;9;R1;0.0;1567.28
PTWE49;2023.0;3.0;9;R2;0.0;1774.08
PTWE49;2023.0;3.0;9;R3;0.0;3550.008
PTWE49;2023.0;3.0;9;R4;0.0;4727.36
PTWE49;2023.0;3.0;10;R1;0.0;7354.16
PTWE49;2023.0;3.0;10;R2;0.0;10391.04
PTWE49;2023.0;3.0;10;R3;0.0;7759.4
PTWE49;2023.0;3.0;10;R4;0.0;7874.24
PTWE49;2023.0;3.0;11;R1;0.0;10006.48
PTWE49;2023.0;3.0;11;R2;0.0;9757.439999999999
PTWE49;2023.0;3.0;11;R3;0.0;7480.0
PTWE49;2023.0;3.0;11;R4;0.0;6272.639999999999
PTWE49;2023.0;3.0;12;R1;0.0;9765.36
PTWE49;2023.0;3.0;12;R2;0.0;8490.24
PTWE49;2023.0;3.0;12;R3;0.0;7893.6
PTWE49;2023.0;3.0;12;R4;0.0;6198.719999999999
PTWE49;2023.0;3.0;13;R1;0.0;6751.36
PTWE49;2023.0;3.0;13;R2;0.0;6969.599999999999
PTWE49;2023.0;3.0;13;R3;0.0;8285.552
PTWE49;2023.0;3.0;13;R4;0.0;6642.24
PTWE49;2023.0;4.0;13;R1;0.0;1687.84
PTWE49;2023.0;4.0;13;R2;0.0;887.04
PTWE49;2023.0;4.0;13;R3;0.0;1500.048
PTWE49;2023.0;4.0;13;R4;0.0;2059.2
PTWE49;2023.0;4.0;14;R1;0.0;3737.3599999999997
PTWE49;2023.0;4.0;14;R2;0.0;4308.48
PTWE49;2023.0;4.0;14;R3;0.0;5050.0560000000005
PTWE49;2023.0;4.0;14;R4;0.0;7950.8
PTWE49;2023.0;4.0;15;R1;0.0;5786.88
PTWE49;2023.0;4.0;15;R2;0.0;5575.68
PTWE49;2023.0;4.0;15;R3;0.0;8388.072
PTWE49;2023.0;4.0;15;R4;0.0;5737.599999999999
PTWE49;2023.0;4.0;16;R1;0.0;4581.28
PTWE49;2023.0;4.0;16;R2;0.0;9377.279999999999
PTWE49;2023.0;4.0;16;R3;0.0;6500.2080000000005
PTWE49;2023.0;4.0;16;R4;0.0;9071.04
PTWE49;2023.0;4.0;17;R1;0.0;7474.719999999999
PTWE49;2023.0;4.0;17;R2;0.0;7096.32
PTWE49;2023.0;4.0;17;R3;0.0;8470.44
PTWE49;2023.0;4.0;17;R4;0.0;8493.76
PTWE49;2023.0;5.0;18;R1;0.0;5786.879999999999
PTWE49;2023.0;5.0;18;R2;0.0;5195.52
PTWE49;2023.0;5.0;18;R3;0.0;6300.096
PTWE49;2023.0;5.0;18;R4;0.0;6184.64
PTWE49;2023.0;5.0;19;R1;0.0;6751.36
PTWE49;2023.0;5.0;19;R2;0.0;7856.639999999999
PTWE49;2023.0;5.0;19;R3;0.0;8225.184
PTWE49;2023.0;5.0;19;R4;0.0;8451.52
PTWE49;2023.0;5.0;20;R1;0.0;6269.12
PTWE49;2023.0;5.0;20;R2;0.0;5322.24
PTWE49;2023.0;5.0;20;R3;0.0;5130.488
PTWE49;2023.0;5.0;20;R4;0.0;5709.4400000000005
PTWE49;2023.0;5.0;21;R1;0.0;8559.76
PTWE49;2023.0;5.0;21;R2;0.0;11531.52
PTWE49;2023.0;5.0;21;R3;0.0;9310.84
PTWE49;2023.0;5.0;21;R4;0.0;8842.24
PTWE49;2023.0;5.0;22;R1;0.0;4058.56
PTWE49;2023.0;5.0;22;R2;0.0;1774.08
PTWE49;2023.0;5.0;22;R3;0.0;3750.12
PTWE49;2023.0;5.0;22;R4;0.0;3555.2
PTWE49;2023.0;6.0;22;R1;0.0;7767.76
PTWE49;2023.0;6.0;22;R3;0.0;5250.168
PTWE49;2023.0;6.0;22;R4;0.0;5808.0
PTWE49;2023.0;6.0;23;R1;0.0;6630.799999999999
PTWE49;2023.0;6.0;23;R2;0.0;6462.719999999999
PTWE49;2023.0;6.0;23;R3;0.0;4500.144
PTWE49;2023.0;6.0;23;R4;0.0;8351.199999999999
PTWE49;2023.0;6.0;24;R1;0.0;9042.0
PTWE49;2023.0;6.0;24;R2;0.0;9250.56
PTWE49;2023.0;6.0;24;R3;0.0;9586.544
PTWE49;2023.0;6.0;24;R4;0.0;11286.88
PTWE49;2023.0;6.0;25;R1;0.0;15891.039999999999
PTWE49;2023.0;6.0;25;R2;0.0;253.44
PTWE49;2023.0;6.0;25;R3;0.0;9025.632
PTWE49;2023.0;6.0;25;R4;0.0;9891.2
PTWE49;2023.0;6.0;26;R1;0.0;13884.64
PTWE49;2023.0;6.0;26;R3;0.0;6300.096
PTWE49;2023.0;6.0;26;R4;0.0;8472.64
PTWE49;2023.0;7.0;27;R1;0.0;12009.36
PTWE49;2023.0;7.0;27;R2;0.0;10137.6
PTWE49;2023.0;7.0;27;R3;0.0;7980.72
PTWE49;2023.0;7.0;27;R4;0.0;12328.8
PTWE49;2023.0;7.0;28;R1;0.0;6389.679999999999
PTWE49;2023.0;7.0;28;R2;0.0;6842.88
PTWE49;2023.0;7.0;28;R3;0.0;6200.48
PTWE49;2023.0;7.0;28;R4;0.0;4917.44
PTWE49;2023.0;7.0;29;R1;0.0;7956.96
PTWE49;2023.0;7.0;29;R2;0.0;9504.0
PTWE49;2023.0;7.0;29;R3;0.0;8840.568
PTWE49;2023.0;7.0;29;R4;0.0;10809.92
PTWE49;2023.0;7.0;30;R1;0.0;4460.719999999999
PTWE49;2023.0;7.0;30;R2;0.0;3928.32
PTWE49;2023.0;7.0;30;R3;0.0;8576.744
PTWE49;2023.0;7.0;30;R4;0.0;9834.88
PTWE49;2023.0;7.0;31;R1;0.0;843.92
PTWE49;2023.0;7.0;31;R2;0.0;887.04
PTWE49;2023.0;7.0;31;R3;0.0;2790.216
PTWE49;2023.0;7.0;31;R4;0.0;2244.0
PTWE49;2023.0;8.0;31;R1;0.0;2049.52
PTWE49;2023.0;8.0;31;R2;0.0;2407.68
PTWE49;2023.0;8.0;31;R3;0.0;5866.872
PTWE49;2023.0;8.0;31;R4;0.0;6607.04
PTWE49;2023.0;8.0;35;R1;0.0;3375.68
PTWE49;2023.0;8.0;35;R2;0.0;4181.76
PTWE49;2023.0;8.0;35;R3;0.0;5684.8
PTWE49;2023.0;8.0;35;R4;0.0;4419.36
PTWE49;2023.0;9.0;35;R1;0.0;3375.68
PTWE49;2023.0;9.0;35;R2;0.0;2661.12
PTWE49;2023.0;9.0;35;R3;0.0;1496.0
PTWE49;2023.0;9.0;35;R4;0.0;4276.799999999999
PTWE49;2023.0;9.0;36;R1;0.0;4942.96
PTWE49;2023.0;9.0;36;R2;0.0;5322.24
PTWE49;2023.0;9.0;36;R3;0.0;3844.456
PTWE49;2023.0;9.0;36;R4;0.0;7270.5599999999995
PTWE49;2023.0;9.0;37;R1;0.0;5786.88
PTWE49;2023.0;9.0;37;R2;0.0;4561.92
PTWE49;2023.0;9.0;37;R3;0.0;10699.304
PTWE49;2023.0;9.0;37;R4;0.0;7788.0
PTWE49;2023.0;9.0;38;R1;0.0;5545.76
PTWE49;2023.0;9.0;38;R2;0.0;7983.36
PTWE49;2023.0;9.0;38;R3;0.0;8705.312
PTWE49;2023.0;9.0;38;R4;0.0;13090.88
PTWE49;2023.0;9.0;39;R1;0.0;9644.8
PTWE49;2023.0;9.0;39;R2;0.0;9504.0
PTWE49;2023.0;9.0;39;R3;0.0;7275.576
PTWE49;2023.0;9.0;39;R4;0.0;4970.24
PTWE49;2023.0;10.0;40;R1;0.0;12538.24
PTWE49;2023.0;10.0;40;R2;0.0;13178.88
PTWE49;2023.0;10.0;40;R3;0.0;7110.576
PTWE49;2023.0;10.0;40;R4;0.0;4338.4
PTWE49;2023.0;10.0;41;R1;0.0;4219.599999999999
PTWE49;2023.0;10.0;41;R2;0.0;3928.3199999999997
PTWE49;2023.0;10.0;41;R3;0.0;4521.088
PTWE49;2023.0;10.0;41;R4;0.0;6406.4
PTWE49;2023.0;10.0;42;R1;0.0;9403.68
PTWE49;2023.0;10.0;42;R2;0.0;7729.92
PTWE49;2023.0;10.0;42;R3;0.0;6644.7919999999995
PTWE49;2023.0;10.0;42;R4;0.0;9363.199999999999
PTWE49;2023.0;10.0;43;R1;0.0;7233.599999999999
PTWE49;2023.0;10.0;43;R2;0.0;8236.8
PTWE49;2023.0;10.0;43;R3;0.0;8321.104
PTWE49;2023.0;10.0;43;R4;0.0;6556.0
PTWE49;2023.0;10.0;44;R1;0.0;723.36
PTWE49;2023.0;10.0;44;R2;0.0;1647.3600000000001
PTWE49;2023.0;10.0;44;R3;0.0;2475.0
PTWE49;2023.0;10.0;44;R4;0.0;1601.6
PTWE49;2023.0;11.0;44;R1;0.0;482.24
PTWE49;2023.0;11.0;44;R2;0.0;2534.4
PTWE49;2023.0;11.0;44;R3;0.0;2580.072
PTWE49;2023.0;11.0;44;R4;0.0;3523.52
PTWE49;2023.0;11.0;45;R1;0.0;6510.24
PTWE49;2023.0;11.0;45;R2;0.0;7856.639999999999
PTWE49;2023.0;11.0;45;R3;0.0;8720.448
PTWE49;2023.0;11.0;45;R4;0.0;8859.84
PTWE49;2023.0;11.0;46;R1;0.0;3978.48
PTWE49;2023.0;11.0;46;R2;0.0;4308.48
PTWE49;2023.0;11.0;46;R3;0.0;8489.096
PTWE49;2023.0;11.0;46;R4;0.0;8374.08
PTWE49;2023.0;11.0;47;R1;0.0;3616.7999999999997
PTWE49;2023.0;11.0;47;R2;0.0;2407.68
PTWE49;2023.0;11.0;47;R3;0.0;4086.8959999999997
PTWE49;2023.0;11.0;47;R4;0.0;5764.0
PTWE49;2023.0;11.0;48;R1;0.0;2772.88
PTWE49;2023.0;11.0;48;R2;0.0;2661.12
PTWE49;2023.0;11.0;48;R3;0.0;5220.336
PTWE49;2023.0;11.0;48;R4;0.0;5508.8
PTWE49;2023.0;12.0;48;R2;0.0;887.04
PTWE49;2023.0;12.0;48;R3;0.0;2785.024
PTWE49;2023.0;12.0;48;R4;0.0;2992.0
PTWE49;2023.0;12.0;49;R1;0.0;2772.88
PTWE49;2023.0;12.0;49;R2;0.0;1393.92
PTWE49;2023.0;12.0;49;R3;0.0;7753.24
PTWE49;2023.0;12.0;49;R4;0.0;7981.599999999999
PTWE49;2023.0;12.0;50;R1;0.0;3255.12
PTWE49;2023.0;12.0;50;R2;0.0;3421.44
PTWE49;2023.0;12.0;50;R3;0.0;8006.416
PTWE49;2023.0;12.0;50;R4;0.0;9704.64
PTWE49;2023.0;12.0;51;R1;0.0;2531.7599999999998
PTWE49;2023.0;12.0;51;R2;0.0;1774.08
PTWE49;2023.0;12.0;51;R3;0.0;6080.624
PTWE49;2023.0;12.0;51;R4;0.0;6200.48
PTWE49;2024.0;1.0;1;R1;0.0;4219.599999999999
PTWE49;2024.0;1.0;1;R2;0.0;2661.12
PTWE49;2024.0;1.0;1;R3;0.0;2030.336
PTWE49;2024.0;1.0;1;R4;0.0;6857.84
PTWE49;2024.0;1.0;2;R1;0.0;4099.04
PTWE49;2024.0;1.0;2;R2;0.0;5195.5199999999995
PTWE49;2024.0;1.0;2;R3;0.0;7233.248
PTWE49;2024.0;1.0;2;R4;0.0;3669.6
PTWE49;2024.0;1.0;3;R1;0.0;5063.5199999999995
PTWE49;2024.0;1.0;3;R2;0.0;8743.68
PTWE49;2024.0;1.0;3;R3;0.0;7599.24
PTWE49;2024.0;1.0;3;R4;0.0;6079.04
PTWE49;2024.0;1.0;4;R1;0.0;6630.799999999999
PTWE49;2024.0;1.0;4;R2;0.0;7856.639999999999
PTWE49;2024.0;1.0;4;R3;0.0;2790.216
PTWE49;2024.0;1.0;4;R4;0.0;5579.2
PTWE49;2024.0;1.0;5;R1;0.0;3255.12
PTWE49;2024.0;1.0;5;R2;0.0;3548.16
PTWE49;2024.0;1.0;5;R3;0.0;1755.0720000000001
PTWE49;2024.0;1.0;5;R4;0.0;2772.0
PTWE49;2024.0;2.0;5;R1;0.0;5063.5199999999995
PTWE49;2024.0;2.0;5;R2;0.0;4942.08
PTWE49;2024.0;2.0;5;R3;0.0;2475.0
PTWE49;2024.0;2.0;5;R4;0.0;4488.0
PTWE49;2024.0;2.0;6;R1;0.0;2531.7599999999998
PTWE49;2024.0;2.0;6;R2;0.0;2661.12
PTWE49;2024.0;2.0;6;R3;0.0;5250.168
PTWE49;2024.0;2.0;6;R4;0.0;6343.04
PTWE49;2024.0;2.0;7;R1;0.0;5304.639999999999
PTWE49;2024.0;2.0;7;R2;0.0;4942.08
PTWE49;2024.0;2.0;7;R3;0.0;4325.024
PTWE49;2024.0;2.0;7;R4;0.0;6292.0
PTWE49;2024.0;2.0;8;R1;0.0;4460.72
PTWE49;2024.0;2.0;8;R2;0.0;3928.32
PTWE49;2024.0;2.0;8;R3;0.0;5160.408
PTWE49;2024.0;2.0;8;R4;0.0;2764.96
PTWE49;2024.0;2.0;9;R1;0.0;4822.4
PTWE49;2024.0;2.0;9;R2;0.0;6716.16
PTWE49;2024.0;2.0;9;R3;0.0;5730.648
PTWE49;2024.0;3.0;10;R1;0.0;6510.24
PTWE49;2024.0;3.0;10;R2;0.0;6589.4400000000005
PTWE49;2024.0;3.0;10;R3;0.0;2746.04
PTWE49;2024.0;3.0;10;R4;0.0;1460.8
PTWE49;2024.0;3.0;11;R1;0.0;7233.599999999999
PTWE49;2024.0;3.0;11;R2;0.0;7349.76
PTWE49;2024.0;3.0;11;R3;0.0;2244.0
PTWE49;2024.0;3.0;11;R4;0.0;2423.52
PTWE49;2024.0;3.0;12;R1;0.0;12417.68
PTWE49;2024.0;3.0;12;R2;0.0;12165.119999999999
PTWE49;2024.0;3.0;12;R3;0.0;5430.216
PTWE49;2024.0;3.0;12;R4;0.0;4347.2
PTWE49;2024.0;3.0;13;R1;0.0;11453.199999999999
PTWE49;2024.0;3.0;13;R2;0.0;12291.84
PTWE49;2024.0;3.0;13;R3;0.0;8670.288
PTWE49;2024.0;3.0;13;R4;0.0;3704.8
PTWE49;2024.0;4.0;14;R1;0.0;9283.119999999999
PTWE49;2024.0;4.0;14;R2;0.0;9504.0
