Site;Année;Semaine;Mois;Machine;Gaz (kWh);PE (kg)
PTWE35;2024;15;4;M2;30665.250000000004;8616.96
PTWE35;2024;15;4;M3;0.0;7836.400000000001
PTWE35;2024;15;4;M8;0.0;7787.031999999999
PTWE35;2024;15;4;RM2400;0.0;3483.0
PTWE35;2024;15;4;RM4500;0.0;5896.0
PTWE35;2024;16;4;F3B;0.0;203.475
PTWE35;2024;16;4;F4B;7472.85;2779.68
PTWE35;2024;16;4;FB;0.0;984.0
PTWE35;2024;16;4;M1;0.0;9484.92
PTWE35;2024;16;4;M2;26923.050000000003;7856.639999999999
PTWE35;2024;16;4;M3;0.0;8077.52
PTWE35;2024;16;4;M8;0.0;13156.44
PTWE35;2024;16;4;RM2400;0.0;4830.0
PTWE35;2024;16;4;RM4500;0.0;4910.4
PTWE35;2024;17;4;F3B;0.0;167.5
PTWE35;2024;17;4;F4B;6872.25;4053.38
PTWE35;2024;17;4;FB;0.0;1010.0
PTWE35;2024;17;4;M1;0.0;10149.92
PTWE35;2024;17;4;M2;45622.5;11387.2
PTWE35;2024;17;4;M3;0.0;5566.88
PTWE35;2024;17;4;M8;0.0;13640.664
PTWE35;2024;17;4;RM2400;0.0;4808.5
PTWE35;2024;17;4;RM4500;0.0;3484.8
PTWE35;2024;18;5;F3B;0.0;327.55
PTWE35;2024;18;5;F4B;4620.0;2977.61
PTWE35;2024;18;5;FB;0.0;45.0
PTWE35;2024;18;5;M1;0.0;8787.880000000001
PTWE35;2024;18;5;M2;14168.847000000002;4239.84
PTWE35;2024;18;5;M3;0.0;6537.52
PTWE35;2024;18;5;M8;0.0;11619.52
PTWE35;2024;18;5;RM2400;0.0;3111.2
PTWE35;2024;18;5;RM4500;0.0;3069.44
PTWE35;2024;19;5;F3B;0.0;288.45
PTWE35;2024;19;5;F4B;877.8000000000001;581.8
PTWE35;2024;19;5;M1;0.0;2231.68
PTWE35;2024;19;5;M2;2902.0530000000003;887.04
PTWE35;2024;19;5;M3;0.0;723.36
PTWE35;2024;19;5;M8;0.0;1421.1999999999998
PTWE35;2024;19;5;RM2400;0.0;615.0
PTWE35;2024;19;5;RM4500;0.0;1429.12
PTWE35;2024;20;5;F3B;0.0;1470.53
PTWE35;2024;20;5;F4B;6086.85;2371.52
PTWE35;2024;20;5;M1;0.0;9528.12
PTWE35;2024;20;5;M2;29360.100000000002;8363.52
PTWE35;2024;20;5;M3;0.0;7113.04
PTWE35;2024;20;5;M8;0.0;10616.696
PTWE35;2024;20;5;RM2400;0.0;4267.5
PTWE35;2024;20;5;RM4500;0.0;4125.4400000000005
PTWE35;2024;21;5;F3B;0.0;1439.53
PTWE35;2024;21;5;F4B;6849.150000000001;3020.9
PTWE35;2024;21;5;M1;0.0;8792.08
PTWE35;2024;21;5;M2;15142.050000000001;5322.24
PTWE35;2024;21;5;M3;0.0;5907.4400000000005
PTWE35;2024;21;5;M8;0.0;9151.208
PTWE35;2024;21;5;RM2400;0.0;2998.5
PTWE35;2024;21;5;RM4500;0.0;3210.24
PTWE35;2024;22;6;F3B;0.0;994.85
PTWE35;2024;22;6;F4B;6770.61;2449.7
PTWE35;2024;22;6;FB;0.0;928.0
PTWE35;2024;22;6;M1;0.0;12344.8
PTWE35;2024;22;6;M2;33513.48;9504.0
PTWE35;2024;22;6;M3;0.0;9885.92
PTWE35;2024;22;6;M8;0.0;16690.52
PTWE35;2024;22;6;RM2400;0.0;2564.0
PTWE35;2024;22;6;RM4500;0.0;2566.08
PTWE35;2024;23;6;F4B;6770.61;2815.5
PTWE35;2024;23;6;FB;0.0;20.0
PTWE35;2024;23;6;M1;0.0;8481.44
PTWE35;2024;23;6;M2;26810.784000000003;7349.76
PTWE35;2024;23;6;M3;0.0;10127.04
PTWE35;2024;23;6;M8;0.0;11287.6
PTWE35;2024;23;6;RM2400;0.0;2937.0
PTWE35;2024;23;6;RM4500;0.0;5001.92
PTWE35;2024;24;6;F3B;0.0;54.0
PTWE35;2024;24;6;F4B;9027.480000000001;3213.902
PTWE35;2024;24;6;FB;0.0;120.0
PTWE35;2024;24;6;M1;0.0;8246.52
PTWE35;2024;24;6;M2;23459.436;6455.68
PTWE35;2024;24;6;M3;0.0;9050.8
PTWE35;2024;24;6;M8;0.0;10301.104
PTWE35;2024;24;6;RM2400;0.0;3564.4
PTWE35;2024;24;6;RM4500;0.0;4385.92
PTWE35;2024;25;6;F3B;0.0;3.6
PTWE35;2024;25;6;F4B;9157.995;3901.4
PTWE35;2024;25;6;M1;0.0;11300.08
PTWE35;2024;25;6;M2;26784.45;7589.12
PTWE35;2024;25;6;M3;0.0;5687.44
PTWE35;2024;25;6;M8;0.0;11756.856
PTWE35;2024;25;6;RM2400;0.0;4793.1
PTWE35;2024;25;6;RM4500;0.0;7434.24
PTWE35;2024;26;6;F4B;5087.775000000001;2383.3
PTWE35;2024;26;6;FB;0.0;884.0
PTWE35;2024;26;6;M1;0.0;10332.28
PTWE35;2024;26;6;M2;26784.45;7934.08
PTWE35;2024;26;6;M3;0.0;4460.72
PTWE35;2024;26;6;M8;0.0;10484.144
PTWE35;2024;26;6;RM2400;0.0;2180.0
PTWE35;2024;26;6;RM4500;0.0;4526.72
PTWE35;2024;27;7;F4B;8140.440000000001;3408.6
PTWE35;2024;27;7;FB;0.0;881.0
PTWE35;2024;27;7;M1;0.0;11340.12
PTWE35;2024;27;7;M2;35712.600000000006;11151.36
PTWE35;2024;27;7;M3;0.0;10247.6
PTWE35;2024;27;7;M8;0.0;11179.648
PTWE35;2024;27;7;RM2400;0.0;4894.0
PTWE35;2024;27;7;RM4500;0.0;7772.16
PTWE35;2024;28;7;F3B;0.0;673.65
PTWE35;2024;28;7;F4B;10302.6;3076.7
PTWE35;2024;28;7;FB;0.0;270.0
PTWE35;2024;28;7;M1;0.0;10632.64
PTWE35;2024;28;7;M2;28274.4;8521.92
PTWE35;2024;28;7;M3;0.0;5693.6
PTWE35;2024;28;7;M8;0.0;13234.936
PTWE35;2024;28;7;RM2400;0.0;4219.0
PTWE35;2024;28;7;RM4500;0.0;3600.96
PTWE35;2024;29;7;F3B;0.0;1335.15
PTWE35;2024;29;7;F4B;8824.2;3407.6
PTWE35;2024;29;7;FB;0.0;349.0
PTWE35;2024;29;7;M1;0.0;11584.32
PTWE35;2024;29;7;M2;30873.15;8914.4
PTWE35;2024;29;7;M3;0.0;3746.16
PTWE35;2024;29;7;M8;0.0;16479.584
PTWE35;2024;29;7;RM2400;0.0;4196.0
PTWE35;2024;29;7;RM4500;0.0;3541.12
PTWE35;2024;30;7;F3B;0.0;1201.1
PTWE35;2024;30;7;F4B;10799.25;2258.0
PTWE35;2024;30;7;FB;0.0;912.0
PTWE35;2024;30;7;M1;0.0;10499.16
PTWE35;2024;30;7;M2;24047.100000000002;6788.32
PTWE35;2024;30;7;M3;0.0;7115.68
PTWE35;2024;30;7;M8;0.0;11508.728
PTWE35;2024;30;7;RM2400;0.0;3307.5
PTWE35;2024;30;7;RM4500;0.0;3375.68
PTWE35;2024;31;8;F3B;0.0;635.15
PTWE35;2024;31;8;F4B;10695.300000000001;3236.0
PTWE35;2024;31;8;FB;0.0;290.0
PTWE35;2024;31;8;M1;0.0;7700.24
PTWE35;2024;31;8;M2;25109.7;7096.32
PTWE35;2024;31;8;M3;0.0;6269.12
PTWE35;2024;31;8;M8;0.0;12296.064
PTWE35;2024;31;8;RM2400;0.0;3735.5
PTWE35;2024;31;8;RM4500;0.0;1517.12
PTWE35;2024;35;9;F3B;0.0;1426.55
PTWE35;2024;35;9;F4B;9286.2;2577.0
PTWE35;2024;35;9;M1;0.0;12459.92
PTWE35;2024;35;9;M2;28193.550000000003;8932.0
PTWE35;2024;35;9;M3;0.0;8198.08
PTWE35;2024;35;9;M8;0.0;12500.4
PTWE35;2024;35;9;RM2400;0.0;3167.5
PTWE35;2024;35;9;RM4500;0.0;6195.2
PTWE35;2024;36;9;F3B;0.0;975.1
PTWE35;2024;36;9;F4B;10175.550000000001;2291.5
PTWE35;2024;36;9;FB;0.0;195.0
PTWE35;2024;36;9;M1;0.0;9978.8
PTWE35;2024;36;9;M2;30457.350000000002;8479.68
PTWE35;2024;36;9;M3;0.0;7270.56
PTWE35;2024;36;9;M8;0.0;10322.224
PTWE35;2024;36;9;RM2400;0.0;2302.5
PTWE35;2024;36;9;RM4500;0.0;8666.24
PTWE35;2024;37;9;F3B;0.0;1376.05
PTWE35;2024;37;9;F4B;9136.050000000001;2672.9
PTWE35;2024;37;9;FB;0.0;979.0
PTWE35;2024;37;9;M1;0.0;6457.04
PTWE35;2024;37;9;M2;29256.15;8601.119999999999
PTWE35;2024;37;9;M3;0.0;7916.4800000000005
PTWE35;2024;37;9;M8;0.0;12527.416
PTWE35;2024;37;9;RM2400;0.0;2898.6
PTWE35;2024;37;9;RM4500;0.0;5906.5599999999995
PTWE35;2024;38;9;F3B;0.0;908.65
PTWE35;2024;38;9;F4B;10002.300000000001;2455.9
PTWE35;2024;38;9;M1;0.0;9865.68
PTWE35;2024;38;9;M2;30746.100000000002;8870.4
PTWE35;2024;38;9;M3;0.0;7956.96
PTWE35;2024;38;9;M8;0.0;10142.64
PTWE35;2024;38;9;RM2400;0.0;3370.0
PTWE35;2024;38;9;RM4500;0.0;7634.88
PTWE35;2024;39;9;F3B;0.0;697.55
PTWE35;2024;39;9;F4B;13883.1;4212.0
PTWE35;2024;39;9;FB;0.0;136.0
PTWE35;2024;39;9;M1;0.0;10484.32
PTWE35;2024;39;9;M2;35008.05;10010.88
PTWE35;2024;39;9;M3;0.0;10850.4
PTWE35;2024;39;9;M8;0.0;10171.568
PTWE35;2024;39;9;RM2400;0.0;4411.5
PTWE35;2024;39;9;RM4500;0.0;3914.24
PTWE35;2024;40;10;F3B;0.0;920.0
PTWE35;2024;40;10;F4B;12970.650000000001;4835.35
PTWE35;2024;40;10;FB;0.0;56.0
PTWE35;2024;40;10;M1;0.0;10302.16
PTWE35;2024;40;10;M2;39893.700000000004;12165.119999999999
PTWE35;2024;40;10;M3;0.0;6028.0
PTWE35;2024;40;10;M8;0.0;13128.895999999999
PTWE35;2024;40;10;RM2400;0.0;3187.5
PTWE35;2024;40;10;RM4500;0.0;8071.36
PTWE35;2024;41;10;F3B;0.0;543.6
PTWE35;2024;41;10;F4B;13236.300000000001;3223.5
PTWE35;2024;41;10;M1;0.0;7096.32
PTWE35;2024;41;10;M2;33379.5;7476.48
PTWE35;2024;41;10;M3;0.0;7354.16
PTWE35;2024;41;10;M8;0.0;7707.744
PTWE35;2024;41;10;RM2400;0.0;2572.5
PTWE35;2024;41;10;RM4500;0.0;5093.44
PTWE35;2024;42;10;F3B;0.0;707.25
PTWE35;2024;42;10;F4B;12635.7;4202.55
PTWE35;2024;42;10;M1;0.0;7787.12
PTWE35;2024;42;10;M2;27916.350000000002;7729.92
PTWE35;2024;42;10;M3;0.0;8921.44
PTWE35;2024;42;10;M8;0.0;13792.24
PTWE35;2024;42;10;RM2400;0.0;2970.0
PTWE35;2024;42;10;RM4500;0.0;6997.76
PTWE35;2024;43;10;F3B;0.0;812.75
PTWE35;2024;43;10;F4B;10741.5;3879.5
PTWE35;2024;43;10;M1;0.0;7256.2
PTWE35;2024;43;10;M2;22499.4;6336.0
PTWE35;2024;43;10;M3;0.0;6992.4800000000005
PTWE35;2024;43;10;M8;0.0;4130.104
PTWE35;2024;43;10;RM2400;0.0;3425.0
PTWE35;2024;43;10;RM4500;0.0;3241.92
PTWE35;2024;44;11;M1;0.0;1908.32
PTWE35;2024;44;11;M2;0.0;1774.08
PTWE35;2024;44;11;M3;0.0;1446.72
PTWE35;2024;44;11;M8;0.0;2594.24
PTWE35;2024;44;11;RM4500;0.0;816.64
PTWE42 Andrézieux;2023;1;1;Rock6;100251.0;5052.0
PTWE42 Andrézieux;2023;1;1;SAT;157302.0;2096.8
PTWE42 Andrézieux;2023;2;1;Rock6;166424.0;10665.0
PTWE42 Andrézieux;2023;2;1;SAT;263295.0;3556.4
PTWE42 Andrézieux;2023;3;1;Rock6;149399.0;10468.0
PTWE42 Andrézieux;2023;3;1;SAT;228978.0;3473.6
PTWE42 Andrézieux;2023;4;1;Rock6;230935.0;11602.0
PTWE42 Andrézieux;2023;4;1;SAT;334392.0;3868.4
PTWE42 Andrézieux;2023;5;1;Rock6;146610.0;7713.0
PTWE42 Andrézieux;2023;5;1;SAT;160618.0;2714.2
PTWE42 Andrézieux;2023;6;2;Rock6;113640.0;7100.0
PTWE42 Andrézieux;2023;6;2;SAT;144168.0;3648.0
PTWE42 Andrézieux;2023;7;2;Rock6;181051.0;9414.0
PTWE42 Andrézieux;2023;7;2;SAT;160278.0;3502.0
PTWE42 Andrézieux;2023;8;2;Rock6;166079.0;9711.0
PTWE42 Andrézieux;2023;8;2;SAT;143625.0;3469.6
PTWE42 Andrézieux;2023;9;2;Rock6;139006.0;8109.0
PTWE42 Andrézieux;2023;9;2;SAT;11865.0;224.0
PTWE42 Andrézieux;2023;10;3;Rock6;242091.0;9065.0
PTWE42 Andrézieux;2023;10;3;SAT;122250.0;1829.8
PTWE42 Andrézieux;2023;11;3;Rock6;316828.0;11359.0
PTWE42 Andrézieux;2023;11;3;SAT;325883.0;3060.4
PTWE42 Andrézieux;2023;12;3;Rock6;375347.0;11021.0
PTWE42 Andrézieux;2023;12;3;SAT;342867.0;3052.0
PTWE42 Andrézieux;2023;13;3;Rock6;381529.0;13511.0
PTWE42 Andrézieux;2023;13;3;SAT;365934.0;5426.2
PTWE42 Andrézieux;2023;14;4;Rock6;238099.0;12819.0
PTWE42 Andrézieux;2023;14;4;SAT;213429.0;2843.2
PTWE42 Andrézieux;2023;15;4;Rock6;221074.0;12202.0
PTWE42 Andrézieux;2023;15;4;SAT;150323.0;2616.4
PTWE42 Andrézieux;2023;16;4;Rock6;319436.0;13311.0
PTWE42 Andrézieux;2023;16;4;SAT;257480.0;3722.4
PTWE42 Andrézieux;2023;17;4;Rock6;248519.0;10849.0
PTWE42 Andrézieux;2023;17;4;SAT;262713.0;3971.6
PTWE42 Andrézieux;2023;18;4;Rock6;88818.0;5101.0
PTWE42 Andrézieux;2023;18;4;SAT;113724.0;2274.6
PTWE42 Andrézieux;2023;19;5;Rock6;138991.0;8945.0
PTWE42 Andrézieux;2023;19;5;SAT;184572.0;2971.0
PTWE42 Andrézieux;2023;20;5;Rock6;163398.0;7138.0
PTWE42 Andrézieux;2023;20;5;SAT;114078.0;1846.4
PTWE42 Andrézieux;2023;21;5;Rock6;273340.0;12517.0
PTWE42 Andrézieux;2023;21;5;SAT;243957.0;5362.6
PTWE42 Andrézieux;2023;22;5;Rock6;260511.0;11453.0
PTWE42 Andrézieux;2023;22;5;SAT;235866.0;3387.0
PTWE42 Andrézieux;2023;23;6;Rock6;177758.0;10066.0
PTWE42 Andrézieux;2023;23;6;SAT;175924.0;2165.0
PTWE42 Andrézieux;2023;24;6;Rock6;311773.0;14104.0
PTWE42 Andrézieux;2023;24;6;SAT;283705.0;2645.2
PTWE42 Andrézieux;2023;25;6;Rock6;254920.0;13768.0
PTWE42 Andrézieux;2023;25;6;SAT;239661.0;5225.2
PTWE42 Andrézieux;2023;26;6;Rock6;225146.0;9542.0
PTWE42 Andrézieux;2023;26;6;SAT;246474.0;3116.2
PTWE42 Andrézieux;2023;27;7;Rock6;300169.0;16745.0
PTWE42 Andrézieux;2023;27;7;SAT;322589.0;4100.8
PTWE42 Andrézieux;2023;28;7;Rock6;99556.0;5690.0
PTWE42 Andrézieux;2023;28;7;SAT;159843.0;2217.2
PTWE42 Andrézieux;2023;29;7;Rock6;311304.0;11325.0
PTWE42 Andrézieux;2023;29;7;SAT;289903.0;3282.2
PTWE42 Andrézieux;2023;30;7;Rock6;216694.0;10233.0
PTWE42 Andrézieux;2023;30;7;SAT;315348.0;3655.2
PTWE42 Andrézieux;2023;31;7;Rock6;312898.2857142857;13627.0
PTWE42 Andrézieux;2023;31;7;SAT;170341.57142857142;2364.6
PTWE42 Andrézieux;2023;35;8;Rock6;190021.89285714284;9864.0
PTWE42 Andrézieux;2023;35;8;SAT;123321.58928571429;2440.0
PTWE42 Andrézieux;2023;36;9;Rock6;205308.375;9875.0
PTWE42 Andrézieux;2023;36;9;SAT;99879.75;1994.0
PTWE42 Andrézieux;2023;37;9;Rock6;210857.25;8717.0
PTWE42 Andrézieux;2023;37;9;SAT;110977.5;2350.0
PTWE42 Andrézieux;2023;38;9;Rock6;194210.625;8636.0
PTWE42 Andrézieux;2023;38;9;SAT;227503.875;3568.8
PTWE42 Andrézieux;2023;39;9;Rock6;187995.0;10508.0
PTWE42 Andrézieux;2023;39;9;SAT;318544.0;3016.0
PTWE42 Andrézieux;2023;40;10;Rock6;292136.0;13937.0
PTWE42 Andrézieux;2023;40;10;SAT;342765.0;3945.0
PTWE42 Andrézieux;2023;41;10;Rock6;74936.0;5997.0
PTWE42 Andrézieux;2023;41;10;SAT;110076.0;2642.4
PTWE42 Andrézieux;2023;42;10;Rock6;123905.0;7189.0
PTWE42 Andrézieux;2023;42;10;SAT;236358.0;3669.6
PTWE42 Andrézieux;2023;43;10;Rock6;158542.0;14256.0
PTWE42 Andrézieux;2023;43;10;SAT;205656.0;3507.2
PTWE42 Andrézieux;2023;44;10;Rock6;102235.0;6807.0
PTWE42 Andrézieux;2023;44;10;SAT;103872.0;1836.8
PTWE42 Andrézieux;2023;45;11;Rock6;164194.0;8567.0
PTWE42 Andrézieux;2023;45;11;SAT;139222.0;3390.0
PTWE42 Andrézieux;2023;46;11;Rock6;187412.0;9072.0
PTWE42 Andrézieux;2023;46;11;SAT;191569.0;3596.4
PTWE42 Andrézieux;2023;47;11;Rock6;174069.0;10260.0
PTWE42 Andrézieux;2023;47;11;SAT;248748.0;4609.6
PTWE42 Andrézieux;2023;48;11;Rock6;229616.0;11883.0
PTWE42 Andrézieux;2023;48;11;SAT;197786.0;3276.8
PTWE42 Andrézieux;2023;49;12;Rock6;65490.0;2632.0
PTWE42 Andrézieux;2023;49;12;SAT;117882.0;1433.4
PTWE42 Andrézieux;2023;50;12;Rock6;183372.0;7609.0
PTWE42 Andrézieux;2023;50;12;SAT;183372.0;2478.4
PTWE42 Andrézieux;2023;51;12;Rock6;139251.0;8799.0
PTWE42 Andrézieux;2023;51;12;SAT;121708.0;2688.4
PTWE42 Andrézieux;2024;1;1;Rock6;61204.0;7065.0
PTWE42 Andrézieux;2024;1;1;SAT;47296.0;1024.6
PTWE42 Andrézieux;2024;2;1;Rock6;136415.0;11621.0
PTWE42 Andrézieux;2024;2;1;SAT;102666.0;1898.0
PTWE42 Andrézieux;2024;3;1;Rock6;160349.0;8494.0
PTWE42 Andrézieux;2024;3;1;SAT;214733.0;3145.2
PTWE42 Andrézieux;2024;4;1;Rock6;120327.0;6228.0
PTWE42 Andrézieux;2024;4;1;SAT;180330.0;3134.0
PTWE42 Andrézieux;2024;5;2;Rock6;347355.0;10732.0
PTWE42 Andrézieux;2024;5;2;SAT;304722.0;3700.0
PTWE42 Andrézieux;2024;6;2;Rock6;133279.0;8659.0
PTWE42 Andrézieux;2024;6;2;SAT;163161.0;3068.0
PTWE42 Andrézieux;2024;7;2;Rock6;146522.0;8564.0
PTWE42 Andrézieux;2024;7;2;SAT;239274.0;3598.4
PTWE42 Andrézieux;2024;8;2;Rock6;144786.0;7966.0
PTWE42 Andrézieux;2024;8;2;SAT;128629.0;2824.8
PTWE42 Andrézieux;2024;9;3;Rock6;236873.0;9581.0
PTWE42 Andrézieux;2024;9;3;SAT;175230.0;2102.6
PTWE42 Andrézieux;2024;10;3;Rock6;249438.0;11106.0
PTWE42 Andrézieux;2024;10;3;SAT;269874.0;3370.8
PTWE42 Andrézieux;2024;11;3;Rock6;175161.0;7941.0
PTWE42 Andrézieux;2024;11;3;SAT;132776.0;2677.6
PTWE42 Andrézieux;2024;12;3;Rock6;152434.0;7392.0
PTWE42 Andrézieux;2024;12;3;SAT;149580.0;3360.0
PTWE42 Andrézieux;2024;13;3;Rock6;324200.0;11396.0
PTWE42 Andrézieux;2024;13;3;SAT;219444.0;3610.0
PTWE42 Andrézieux;2024;14;4;Rock6;232099.0;9300.0
PTWE42 Andrézieux;2024;14;4;SAT;164166.0;3510.0
PTWE42 Andrézieux;2024;15;4;Rock6;123132.0;6277.0
PTWE42 Andrézieux;2024;15;4;SAT;170616.0;2641.2
PTWE42 Andrézieux;2024;16;4;Rock6;180205.0;8836.0
PTWE42 Andrézieux;2024;16;4;SAT;251415.0;3165.4
PTWE42 Andrézieux;2024;17;4;Rock6;140710.0;6461.0
PTWE42 Andrézieux;2024;17;4;SAT;164838.0;2740.2
PTWE42 Andrézieux;2024;18;5;Rock6;128367.0;7158.0
PTWE42 Andrézieux;2024;18;5;SAT;181224.0;3129.8
PTWE42 Andrézieux;2024;19;5;Rock6;30204.0;1092.0
PTWE42 Andrézieux;2024;19;5;SAT;67959.0;740.8
PTWE42 Andrézieux;2024;20;5;Rock6;264285.0;9826.0
PTWE42 Andrézieux;2024;20;5;SAT;241632.0;3477.4
PTWE42 Andrézieux;2024;21;5;Rock6;264285.0;10935.0
PTWE42 Andrézieux;2024;21;5;SAT;166122.0;2550.0
PTWE42 Andrézieux;2024;22;6;Rock6;378693.0;14658.0
PTWE42 Andrézieux;2024;22;6;SAT;331836.0;4536.4
PTWE42 Andrézieux;2024;23;6;Rock6;274684.0;10914.0
PTWE42 Andrézieux;2024;23;6;SAT;226671.0;3761.6
PTWE42 Andrézieux;2024;24;6;Rock6;227032.0;8062.0
PTWE42 Andrézieux;2024;24;6;SAT;261313.0;3742.6
PTWE42 Andrézieux;2024;25;6;Rock6;219032.0;9135.0
PTWE42 Andrézieux;2024;25;6;SAT;263250.0;3271.0
PTWE42 Andrézieux;2024;26;6;Rock6;151027.0;7806.0
PTWE42 Andrézieux;2024;26;6;SAT;226971.0;2941.0
PTWE42 Andrézieux;2024;27;7;Rock6;64121.0;4147.0
PTWE42 Andrézieux;2024;27;7;SAT;130878.0;3844.0
PTWE42 Andrézieux;2024;28;7;Rock6;79612.0;4339.0
PTWE42 Andrézieux;2024;28;7;SAT;104722.0;2801.0
PTWE42 Andrézieux;2024;29;7;Rock6;106317.0;4940.0
PTWE42 Andrézieux;2024;29;7;SAT;170750.0;2905.8
PTWE42 Andrézieux;2024;30;7;Rock6;90702.0;5695.0
PTWE42 Andrézieux;2024;30;7;SAT;251558.0;3793.6
PTWE42 Andrézieux;2024;31;8;Rock6;5856.0;689.0
PTWE42 Andrézieux;2024;31;8;SAT;98128.0;2384.8
PTWE42 Andrézieux;2024;35;9;Rock6;70564.0;6221.0
PTWE42 Andrézieux;2024;35;9;SAT;136584.0;1920.8
PTWE42 Andrézieux;2024;36;9;Rock6;67911.0;4351.0
PTWE42 Andrézieux;2024;36;9;SAT;239394.0;2463.0
PTWE42 Andrézieux;2024;37;9;Rock6;76151.0;4344.0
PTWE42 Andrézieux;2024;37;9;SAT;380008.0;2873.0
PTWE42 Andrézieux;2024;38;9;Rock6;88941.0;7043.0
PTWE42 Andrézieux;2024;38;9;SAT;386341.0;2081.0
PTWE42 Andrézieux;2024;39;9;Rock6;142426.0;7832.0
PTWE42 Andrézieux;2024;39;9;SAT;351954.0;2770.0
PTWE42 Andrézieux;2024;40;10;Rock6;109329.0;8591.0
PTWE42 Andrézieux;2024;40;10;SAT;224786.0;3200.0
PTWE42 Andrézieux;2024;41;10;Rock6;115162.0;10586.0
PTWE42 Andrézieux;2024;41;10;SAT;138216.0;1936.0
PTWE42 Andrézieux;2024;42;10;Rock6;107014.0;6125.0
PTWE42 Andrézieux;2024;42;10;SAT;179471.0;2248.4
PTWE42 Andrézieux;2024;43;10;Rock6;47375.0;3368.0
PTWE42 Andrézieux;2024;43;10;SAT;107925.0;1855.6
PTWE42 Andrézieux;2024;44;11;Rock6;10386.0;554.0
PTWE42 Andrézieux;2024;44;11;SAT;27696.0;358.8
PTWE49;2023;1;1;R1;0.0;2049.52
PTWE49;2023;1;1;R2;0.0;1393.92
PTWE49;2023;1;1;R3;0.0;2750.088
PTWE49;2023;1;1;R4;0.0;2423.52
PTWE49;2023;2;1;R1;0.0;5063.52
PTWE49;2023;2;1;R2;0.0;5955.84
PTWE49;2023;2;1;R3;0.0;8535.296
PTWE49;2023;2;1;R4;0.0;8553.6
PTWE49;2023;3;1;R1;0.0;5907.4400000000005
PTWE49;2023;3;1;R2;0.0;7603.2
PTWE49;2023;3;1;R3;0.0;10342.992
PTWE49;2023;3;1;R4;0.0;8594.08
PTWE49;2023;4;1;R1;0.0;7715.84
PTWE49;2023;4;1;R2;0.0;8616.96
PTWE49;2023;4;1;R3;0.0;8865.384
PTWE49;2023;4;1;R4;0.0;8935.52
PTWE49;2023;5;1;R1;0.0;4942.96
PTWE49;2023;5;1;R2;0.0;5322.24
PTWE49;2023;5;1;R3;0.0;2644.048
PTWE49;2023;5;1;R4;0.0;7668.32
PTWE49;2023;6;2;R1;0.0;10127.04
PTWE49;2023;6;2;R2;0.0;7476.48
PTWE49;2023;6;2;R3;0.0;4453.24
PTWE49;2023;6;2;R4;0.0;10454.400000000001
PTWE49;2023;7;2;R1;0.0;10247.6
PTWE49;2023;7;2;R2;0.0;2661.12
PTWE49;2023;7;2;R3;0.0;9820.624
PTWE49;2023;7;2;R4;0.0;10090.08
PTWE49;2023;8;2;R1;0.0;4942.96
PTWE49;2023;8;2;R2;0.0;9757.439999999999
PTWE49;2023;8;2;R3;0.0;6530.4800000000005
PTWE49;2023;8;2;R4;0.0;9500.48
PTWE49;2023;9;2;R1;0.0;3978.48
PTWE49;2023;9;2;R2;0.0;4308.48
PTWE49;2023;9;2;R3;0.0;7300.128
PTWE49;2023;9;2;R4;0.0;7295.2
PTWE49;2023;10;3;R1;0.0;7354.16
PTWE49;2023;10;3;R2;0.0;10391.04
PTWE49;2023;10;3;R3;0.0;7759.4
PTWE49;2023;10;3;R4;0.0;7874.24
PTWE49;2023;11;3;R1;0.0;10006.48
PTWE49;2023;11;3;R2;0.0;9757.439999999999
PTWE49;2023;11;3;R3;0.0;7480.0
PTWE49;2023;11;3;R4;0.0;6272.639999999999
PTWE49;2023;12;3;R1;0.0;9765.36
PTWE49;2023;12;3;R2;0.0;8490.24
PTWE49;2023;12;3;R3;0.0;7893.6
PTWE49;2023;12;3;R4;0.0;6198.719999999999
PTWE49;2023;13;3;R1;0.0;8439.199999999999
PTWE49;2023;13;3;R2;0.0;7856.639999999999
PTWE49;2023;13;3;R3;0.0;9785.6
PTWE49;2023;13;3;R4;0.0;8701.44
PTWE49;2023;14;4;R1;0.0;3737.3599999999997
PTWE49;2023;14;4;R2;0.0;4308.48
PTWE49;2023;14;4;R3;0.0;5050.0560000000005
PTWE49;2023;14;4;R4;0.0;7950.8
PTWE49;2023;15;4;R1;0.0;5786.88
PTWE49;2023;15;4;R2;0.0;5575.68
PTWE49;2023;15;4;R3;0.0;8388.072
PTWE49;2023;15;4;R4;0.0;5737.599999999999
PTWE49;2023;16;4;R1;0.0;4581.28
PTWE49;2023;16;4;R2;0.0;9377.279999999999
PTWE49;2023;16;4;R3;0.0;6500.2080000000005
PTWE49;2023;16;4;R4;0.0;9071.04
PTWE49;2023;17;4;R1;0.0;7474.719999999999
PTWE49;2023;17;4;R2;0.0;7096.32
PTWE49;2023;17;4;R3;0.0;8470.44
PTWE49;2023;17;4;R4;0.0;8493.76
PTWE49;2023;18;4;R1;0.0;5786.879999999999
PTWE49;2023;18;4;R2;0.0;5195.52
PTWE49;2023;18;4;R3;0.0;6300.096
PTWE49;2023;18;4;R4;0.0;6184.64
PTWE49;2023;19;5;R1;0.0;6751.36
PTWE49;2023;19;5;R2;0.0;7856.639999999999
PTWE49;2023;19;5;R3;0.0;8225.184
