Site;Année;Semaine;Mois;Machine;Gaz (kWh);PE (kg)
PTWE35;2023;38;9;F3B;0.0;613.0
PTWE35;2023;38;9;F4B;0.0;3667.0
PTWE35;2023;38;9;FB;0.0;1782.0
PTWE35;2023;38;9;M1;0.0;6057.216
PTWE35;2023;38;9;M2;0.0;8490.24
PTWE35;2023;38;9;M3;0.0;9162.56
PTWE35;2023;38;9;M8;0.0;11804.232
PTWE35;2023;38;9;RM2400;0.0;3547.5
PTWE35;2023;38;9;RM4500;0.0;10644.48
PTWE35;2023;39;9;F4B;0.0;3999.1
PTWE35;2023;39;9;FB;0.0;1233.0
PTWE35;2023;39;9;M1;0.0;7497.759999999999
PTWE35;2023;39;9;M2;0.0;8997.119999999999
PTWE35;2023;39;9;M3;0.0;9403.68
PTWE35;2023;39;9;M8;0.0;12352.208
PTWE35;2023;39;9;RM2400;0.0;2115.0
PTWE35;2023;39;9;RM4500;0.0;7201.92
PTWE35;2023;40;10;F4B;0.0;3330.9
PTWE35;2023;40;10;FB;0.0;285.0
PTWE35;2023;40;10;M1;0.0;10453.6
PTWE35;2023;40;10;M2;0.0;9884.16
PTWE35;2023;40;10;M3;0.0;9885.92
PTWE35;2023;40;10;M8;0.0;12548.888
PTWE35;2023;40;10;RM2400;0.0;3391.2
PTWE35;2023;40;10;RM4500;0.0;4583.04
PTWE35;2023;41;10;F4B;0.0;3218.1
PTWE35;2023;41;10;M1;0.0;11744.400000000001
PTWE35;2023;41;10;M2;0.0;9504.0
PTWE35;2023;41;10;M3;0.0;9042.0
PTWE35;2023;41;10;M8;0.0;12883.64
PTWE35;2023;41;10;RM2400;0.0;3018.7
PTWE35;2023;41;10;RM4500;0.0;6469.76
PTWE35;2023;42;10;F4B;0.0;3522.6000000000004
PTWE35;2023;42;10;FB;0.0;1155.0
PTWE35;2023;42;10;M1;0.0;10024.96
PTWE35;2023;42;10;M2;0.0;9884.16
PTWE35;2023;42;10;M3;0.0;11453.2
PTWE35;2023;42;10;M8;0.0;11396.351999999999
PTWE35;2023;42;10;RM2400;0.0;2887.5
PTWE35;2023;42;10;RM4500;0.0;6561.28
PTWE35;2023;43;10;F4B;0.0;2766.0
PTWE35;2023;43;10;FB;0.0;862.0
PTWE35;2023;43;10;M1;0.0;9485.52
PTWE35;2023;43;10;M2;0.0;8490.24
PTWE35;2023;43;10;M3;0.0;8439.2
PTWE35;2023;43;10;M8;0.0;6834.168
PTWE35;2023;43;10;RM2400;0.0;2310.0
PTWE35;2023;43;10;RM4500;0.0;3129.2799999999997
PTWE35;2023;44;10;F3B;0.0;4.2
PTWE35;2023;44;10;F4B;0.0;2023.5
PTWE35;2023;44;10;FB;0.0;216.0
PTWE35;2023;44;10;M1;0.0;8056.4400000000005
PTWE35;2023;44;10;M2;0.0;15247.759999999998
PTWE35;2023;44;10;M8;0.0;7125.184
PTWE35;2023;44;10;RM2400;0.0;2850.0
PTWE35;2023;44;10;RM4500;0.0;1144.0
PTWE35;2023;45;11;F3B;0.0;1500.35
PTWE35;2023;45;11;F4B;0.0;3447.75
PTWE35;2023;45;11;M1;0.0;7361.76
PTWE35;2023;45;11;M2;0.0;14953.84
PTWE35;2023;45;11;M3;0.0;5063.52
PTWE35;2023;45;11;M8;0.0;10789.592
PTWE35;2023;45;11;RM2400;0.0;4080.0
PTWE35;2023;45;11;RM4500;0.0;3125.7599999999998
PTWE35;2023;46;11;F3B;0.0;1413.75
PTWE35;2023;46;11;F4B;0.0;2944.5
PTWE35;2023;46;11;FB;0.0;684.0
PTWE35;2023;46;11;M1;0.0;2600.0
PTWE35;2023;46;11;M2;0.0;8236.8
PTWE35;2023;46;11;M3;0.0;7715.84
PTWE35;2023;46;11;M8;0.0;10127.16
PTWE35;2023;46;11;RM2400;0.0;2835.0
PTWE35;2023;47;11;F3B;0.0;2318.35
PTWE35;2023;47;11;F4B;0.0;3479.3720000000003
PTWE35;2023;47;11;M1;0.0;2590.72
PTWE35;2023;47;11;M2;0.0;10644.48
