Site;Machine;Date;PE (kg)
PTWE35;RM4500;2024-10-08;1436.16
PTWE35;RM4500;2024-10-09;1721.28
PTWE35;RM4500;2024-10-10;704.0
PTWE35;RM4500;2024-10-11;1232.0
PTWE35;RM4500;2024-10-14;788.48
PTWE35;RM4500;2024-10-15;1633.28
PTWE35;RM4500;2024-10-16;1633.28
PTWE35;RM4500;2024-10-17;792.0
PTWE35;RM4500;2024-10-18;1446.72
PTWE35;RM4500;2024-10-19;704.0
PTWE35;RM4500;2024-10-21;88.0
PTWE35;RM4500;2024-10-22;872.96
PTWE35;RM4500;2024-10-23;704.0
PTWE35;RM4500;2024-10-24;704.0
PTWE35;RM4500;2024-10-25;872.96
PTWE35;RM4500;2024-10-29;816.64
PTWE42 Andrézieux;Rock6;2023-01-04;1620.0
PTWE42 Andrézieux;Rock6;2023-01-05;1922.0
PTWE42 Andrézieux;Rock6;2023-01-06;1510.0
PTWE42 Andrézieux;Rock6;2023-01-09;1940.0
PTWE42 Andrézieux;Rock6;2023-01-10;2170.0
PTWE42 Andrézieux;Rock6;2023-01-11;1280.0
PTWE42 Andrézieux;Rock6;2023-01-12;2490.0
PTWE42 Andrézieux;Rock6;2023-01-13;2785.0
PTWE42 Andrézieux;Rock6;2023-01-16;1940.0
PTWE42 Andrézieux;Rock6;2023-01-17;1900.0
PTWE42 Andrézieux;Rock6;2023-01-18;2382.0
PTWE42 Andrézieux;Rock6;2023-01-19;1797.0
PTWE42 Andrézieux;Rock6;2023-01-20;2449.0
PTWE42 Andrézieux;Rock6;2023-01-23;1797.0
PTWE42 Andrézieux;Rock6;2023-01-24;1942.0
PTWE42 Andrézieux;Rock6;2023-01-25;2176.0
PTWE42 Andrézieux;Rock6;2023-01-26;2201.0
PTWE42 Andrézieux;Rock6;2023-01-27;2318.0
PTWE42 Andrézieux;Rock6;2023-01-28;1168.0
PTWE42 Andrézieux;Rock6;2023-01-31;1753.0
PTWE42 Andrézieux;Rock6;2023-02-01;2128.0
PTWE42 Andrézieux;Rock6;2023-02-02;1753.0
PTWE42 Andrézieux;Rock6;2023-02-03;2079.0
PTWE42 Andrézieux;Rock6;2023-02-06;344.0
PTWE42 Andrézieux;Rock6;2023-02-07;2112.0
PTWE42 Andrézieux;Rock6;2023-02-08;899.0
PTWE42 Andrézieux;Rock6;2023-02-09;2059.0
PTWE42 Andrézieux;Rock6;2023-02-10;1686.0
PTWE42 Andrézieux;Rock6;2023-02-13;1426.0
PTWE42 Andrézieux;Rock6;2023-02-14;1874.0
PTWE42 Andrézieux;Rock6;2023-02-15;2134.0
PTWE42 Andrézieux;Rock6;2023-02-16;2134.0
PTWE42 Andrézieux;Rock6;2023-02-17;1846.0
PTWE42 Andrézieux;Rock6;2023-02-20;1904.0
PTWE42 Andrézieux;Rock6;2023-02-21;1997.0
PTWE42 Andrézieux;Rock6;2023-02-22;2081.0
PTWE42 Andrézieux;Rock6;2023-02-23;1868.0
PTWE42 Andrézieux;Rock6;2023-02-24;1861.0
PTWE42 Andrézieux;Rock6;2023-02-28;3437.0
PTWE42 Andrézieux;Rock6;2023-03-02;2450.0
PTWE42 Andrézieux;Rock6;2023-03-03;2222.0
PTWE42 Andrézieux;Rock6;2023-03-06;1927.0
PTWE42 Andrézieux;Rock6;2023-03-07;1927.0
PTWE42 Andrézieux;Rock6;2023-03-08;2039.0
PTWE42 Andrézieux;Rock6;2023-03-09;1859.0
PTWE42 Andrézieux;Rock6;2023-03-10;1313.0
PTWE42 Andrézieux;Rock6;2023-03-13;1782.0
PTWE42 Andrézieux;Rock6;2023-03-14;2527.0
PTWE42 Andrézieux;Rock6;2023-03-15;2459.0
PTWE42 Andrézieux;Rock6;2023-03-16;2151.0
PTWE42 Andrézieux;Rock6;2023-03-17;2440.0
PTWE42 Andrézieux;Rock6;2023-03-20;1934.0
PTWE42 Andrézieux;Rock6;2023-03-21;1953.0
PTWE42 Andrézieux;Rock6;2023-03-22;2292.0
PTWE42 Andrézieux;Rock6;2023-03-23;2348.0
PTWE42 Andrézieux;Rock6;2023-03-24;2494.0
PTWE42 Andrézieux;Rock6;2023-03-27;1769.0
PTWE42 Andrézieux;Rock6;2023-03-28;2611.0
PTWE42 Andrézieux;Rock6;2023-03-29;2696.0
PTWE42 Andrézieux;Rock6;2023-03-30;1602.0
PTWE42 Andrézieux;Rock6;2023-03-31;2238.0
PTWE42 Andrézieux;Rock6;2023-04-01;2595.0
PTWE42 Andrézieux;Rock6;2023-04-04;3002.0
PTWE42 Andrézieux;Rock6;2023-04-05;3379.0
PTWE42 Andrézieux;Rock6;2023-04-06;3060.0
PTWE42 Andrézieux;Rock6;2023-04-07;3378.0
PTWE42 Andrézieux;Rock6;2023-04-11;2739.0
PTWE42 Andrézieux;Rock6;2023-04-12;3513.0
PTWE42 Andrézieux;Rock6;2023-04-13;3875.0
PTWE42 Andrézieux;Rock6;2023-04-14;2075.0
PTWE42 Andrézieux;Rock6;2023-04-17;2208.0
PTWE42 Andrézieux;Rock6;2023-04-18;3086.0
PTWE42 Andrézieux;Rock6;2023-04-19;3146.0
PTWE42 Andrézieux;Rock6;2023-04-20;2742.0
PTWE42 Andrézieux;Rock6;2023-04-21;2129.0
PTWE42 Andrézieux;Rock6;2023-04-24;1413.0
PTWE42 Andrézieux;Rock6;2023-04-25;1892.0
PTWE42 Andrézieux;Rock6;2023-04-26;1348.0
PTWE42 Andrézieux;Rock6;2023-04-27;2152.0
PTWE42 Andrézieux;Rock6;2023-04-28;2152.0
PTWE42 Andrézieux;Rock6;2023-04-29;1892.0
PTWE42 Andrézieux;Rock6;2023-05-03;2196.0
PTWE42 Andrézieux;Rock6;2023-05-04;1338.0
PTWE42 Andrézieux;Rock6;2023-05-05;1567.0
PTWE42 Andrézieux;Rock6;2023-05-09;1654.0
PTWE42 Andrézieux;Rock6;2023-05-10;1409.0
PTWE42 Andrézieux;Rock6;2023-05-11;2560.0
PTWE42 Andrézieux;Rock6;2023-05-12;3322.0
PTWE42 Andrézieux;Rock6;2023-05-15;2107.0
PTWE42 Andrézieux;Rock6;2023-05-16;2457.0
PTWE42 Andrézieux;Rock6;2023-05-17;2574.0
PTWE42 Andrézieux;Rock6;2023-05-22;2637.0
PTWE42 Andrézieux;Rock6;2023-05-23;2662.0
PTWE42 Andrézieux;Rock6;2023-05-24;2722.0
PTWE42 Andrézieux;Rock6;2023-05-25;2612.0
PTWE42 Andrézieux;Rock6;2023-05-26;1884.0
PTWE42 Andrézieux;Rock6;2023-05-30;1390.0
PTWE42 Andrézieux;Rock6;2023-05-31;2379.0
PTWE42 Andrézieux;Rock6;2023-06-01;2792.0
PTWE42 Andrézieux;Rock6;2023-06-02;2738.0
PTWE42 Andrézieux;Rock6;2023-06-03;2154.0
PTWE42 Andrézieux;Rock6;2023-06-06;2642.0
PTWE42 Andrézieux;Rock6;2023-06-07;2489.0
PTWE42 Andrézieux;Rock6;2023-06-08;1727.0
PTWE42 Andrézieux;Rock6;2023-06-09;3208.0
PTWE42 Andrézieux;Rock6;2023-06-12;2325.0
PTWE42 Andrézieux;Rock6;2023-06-13;2966.0
PTWE42 Andrézieux;Rock6;2023-06-14;3253.0
PTWE42 Andrézieux;Rock6;2023-06-15;2984.0
PTWE42 Andrézieux;Rock6;2023-06-16;2576.0
PTWE42 Andrézieux;Rock6;2023-06-19;1679.0
PTWE42 Andrézieux;Rock6;2023-06-20;3142.0
PTWE42 Andrézieux;Rock6;2023-06-21;3118.0
PTWE42 Andrézieux;Rock6;2023-06-22;3029.0
PTWE42 Andrézieux;Rock6;2023-06-23;2800.0
PTWE42 Andrézieux;Rock6;2023-06-26;578.0
PTWE42 Andrézieux;Rock6;2023-06-27;2532.0
PTWE42 Andrézieux;Rock6;2023-06-28;2305.0
PTWE42 Andrézieux;Rock6;2023-06-29;1822.0
PTWE42 Andrézieux;Rock6;2023-06-30;2305.0
PTWE42 Andrézieux;Rock6;2023-07-03;2306.0
PTWE42 Andrézieux;Rock6;2023-07-04;3319.0
PTWE42 Andrézieux;Rock6;2023-07-05;3758.0
PTWE42 Andrézieux;Rock6;2023-07-06;2134.0
PTWE42 Andrézieux;Rock6;2023-07-07;2764.0
PTWE42 Andrézieux;Rock6;2023-07-08;2464.0
PTWE42 Andrézieux;Rock6;2023-07-11;2177.0
PTWE42 Andrézieux;Rock6;2023-07-12;1657.0
PTWE42 Andrézieux;Rock6;2023-07-13;1856.0
PTWE42 Andrézieux;Rock6;2023-07-17;1920.0
PTWE42 Andrézieux;Rock6;2023-07-18;2399.0
PTWE42 Andrézieux;Rock6;2023-07-19;2401.0
PTWE42 Andrézieux;Rock6;2023-07-20;2306.0
PTWE42 Andrézieux;Rock6;2023-07-21;2299.0
PTWE42 Andrézieux;Rock6;2023-07-24;1997.0
PTWE42 Andrézieux;Rock6;2023-07-25;2455.0
PTWE42 Andrézieux;Rock6;2023-07-26;1018.0
PTWE42 Andrézieux;Rock6;2023-07-27;2561.0
PTWE42 Andrézieux;Rock6;2023-07-28;2202.0
PTWE42 Andrézieux;Rock6;2023-07-31;2034.0
PTWE42 Andrézieux;Rock6;2023-08-01;2937.0
PTWE42 Andrézieux;Rock6;2023-08-02;2674.0
PTWE42 Andrézieux;Rock6;2023-08-03;2682.0
PTWE42 Andrézieux;Rock6;2023-08-04;3300.0
PTWE42 Andrézieux;Rock6;2023-08-29;2073.0
PTWE42 Andrézieux;Rock6;2023-08-30;2073.0
PTWE42 Andrézieux;Rock6;2023-08-31;2448.0
PTWE42 Andrézieux;Rock6;2023-09-01;2011.0
PTWE42 Andrézieux;Rock6;2023-09-02;1259.0
PTWE42 Andrézieux;Rock6;2023-09-05;2578.0
PTWE42 Andrézieux;Rock6;2023-09-06;2438.0
PTWE42 Andrézieux;Rock6;2023-09-07;2423.0
PTWE42 Andrézieux;Rock6;2023-09-08;2436.0
PTWE42 Andrézieux;Rock6;2023-09-11;1999.0
PTWE42 Andrézieux;Rock6;2023-09-12;1822.0
PTWE42 Andrézieux;Rock6;2023-09-13;1548.0
PTWE42 Andrézieux;Rock6;2023-09-14;1516.0
PTWE42 Andrézieux;Rock6;2023-09-15;1832.0
PTWE42 Andrézieux;Rock6;2023-09-18;1341.0
PTWE42 Andrézieux;Rock6;2023-09-19;1491.0
PTWE42 Andrézieux;Rock6;2023-09-20;1370.0
PTWE42 Andrézieux;Rock6;2023-09-21;2563.0
PTWE42 Andrézieux;Rock6;2023-09-22;1871.0
PTWE42 Andrézieux;Rock6;2023-09-25;727.0
PTWE42 Andrézieux;Rock6;2023-09-26;2381.0
PTWE42 Andrézieux;Rock6;2023-09-27;2211.0
PTWE42 Andrézieux;Rock6;2023-09-28;2393.0
PTWE42 Andrézieux;Rock6;2023-09-29;2796.0
PTWE42 Andrézieux;Rock6;2023-10-02;2877.0
PTWE42 Andrézieux;Rock6;2023-10-03;2751.0
PTWE42 Andrézieux;Rock6;2023-10-04;2070.0
PTWE42 Andrézieux;Rock6;2023-10-05;2700.0
PTWE42 Andrézieux;Rock6;2023-10-06;2110.0
PTWE42 Andrézieux;Rock6;2023-10-07;1429.0
PTWE42 Andrézieux;Rock6;2023-10-10;620.0
PTWE42 Andrézieux;Rock6;2023-10-11;2260.0
PTWE42 Andrézieux;Rock6;2023-10-12;1335.0
PTWE42 Andrézieux;Rock6;2023-10-13;1782.0
PTWE42 Andrézieux;Rock6;2023-10-16;794.0
PTWE42 Andrézieux;Rock6;2023-10-17;1071.0
PTWE42 Andrézieux;Rock6;2023-10-18;1256.0
PTWE42 Andrézieux;Rock6;2023-10-19;1579.0
PTWE42 Andrézieux;Rock6;2023-10-20;2489.0
PTWE42 Andrézieux;Rock6;2023-10-23;6180.0
PTWE42 Andrézieux;Rock6;2023-10-24;2164.0
PTWE42 Andrézieux;Rock6;2023-10-25;2470.0
PTWE42 Andrézieux;Rock6;2023-10-26;2570.0
PTWE42 Andrézieux;Rock6;2023-10-27;872.0
PTWE42 Andrézieux;Rock6;2023-10-30;1500.0
PTWE42 Andrézieux;Rock6;2023-10-31;1894.0
PTWE42 Andrézieux;Rock6;2023-11-02;1894.0
PTWE42 Andrézieux;Rock6;2023-11-03;1519.0
PTWE42 Andrézieux;Rock6;2023-11-06;1229.0
PTWE42 Andrézieux;Rock6;2023-11-07;1531.0
PTWE42 Andrézieux;Rock6;2023-11-08;2128.0
PTWE42 Andrézieux;Rock6;2023-11-09;1973.0
PTWE42 Andrézieux;Rock6;2023-11-10;1706.0
PTWE42 Andrézieux;Rock6;2023-11-13;1411.0
PTWE42 Andrézieux;Rock6;2023-11-14;467.0
PTWE42 Andrézieux;Rock6;2023-11-15;1889.0
PTWE42 Andrézieux;Rock6;2023-11-16;2131.0
PTWE42 Andrézieux;Rock6;2023-11-17;3174.0
PTWE42 Andrézieux;Rock6;2023-11-20;2308.0
PTWE42 Andrézieux;Rock6;2023-11-21;2156.0
PTWE42 Andrézieux;Rock6;2023-11-22;2259.0
PTWE42 Andrézieux;Rock6;2023-11-23;2264.0
PTWE42 Andrézieux;Rock6;2023-11-24;1273.0
PTWE42 Andrézieux;Rock6;2023-11-27;1409.0
PTWE42 Andrézieux;Rock6;2023-11-28;1384.0
PTWE42 Andrézieux;Rock6;2023-11-29;2623.0
PTWE42 Andrézieux;Rock6;2023-11-30;2647.0
PTWE42 Andrézieux;Rock6;2023-12-01;2153.0
PTWE42 Andrézieux;Rock6;2023-12-02;1667.0
PTWE42 Andrézieux;Rock6;2023-12-05;1273.0
PTWE42 Andrézieux;Rock6;2023-12-06;781.0
PTWE42 Andrézieux;Rock6;2023-12-07;578.0
PTWE42 Andrézieux;Rock6;2023-12-12;1523.0
PTWE42 Andrézieux;Rock6;2023-12-13;1881.0
PTWE42 Andrézieux;Rock6;2023-12-14;1906.0
PTWE42 Andrézieux;Rock6;2023-12-15;2299.0
PTWE42 Andrézieux;Rock6;2023-12-18;1492.0
PTWE42 Andrézieux;Rock6;2023-12-19;2102.0
PTWE42 Andrézieux;Rock6;2023-12-20;1970.0
PTWE42 Andrézieux;Rock6;2023-12-21;2095.0
PTWE42 Andrézieux;Rock6;2023-12-22;1140.0
PTWE42 Andrézieux;Rock6;2024-01-03;585.0
PTWE42 Andrézieux;Rock6;2024-01-04;2020.0
PTWE42 Andrézieux;Rock6;2024-01-05;2735.0
PTWE42 Andrézieux;Rock6;2024-01-06;1725.0
PTWE42 Andrézieux;Rock6;2024-01-09;2375.0
PTWE42 Andrézieux;Rock6;2024-01-10;2930.0
PTWE42 Andrézieux;Rock6;2024-01-11;2410.0
PTWE42 Andrézieux;Rock6;2024-01-12;3906.0
PTWE42 Andrézieux;Rock6;2024-01-15;1782.0
PTWE42 Andrézieux;Rock6;2024-01-16;1580.0
PTWE42 Andrézieux;Rock6;2024-01-17;1748.0
PTWE42 Andrézieux;Rock6;2024-01-18;1748.0
PTWE42 Andrézieux;Rock6;2024-01-19;1636.0
PTWE42 Andrézieux;Rock6;2024-01-22;1292.0
PTWE42 Andrézieux;Rock6;2024-01-23;1328.0
PTWE42 Andrézieux;Rock6;2024-01-24;664.0
PTWE42 Andrézieux;Rock6;2024-01-25;1328.0
PTWE42 Andrézieux;Rock6;2024-01-26;1616.0
PTWE42 Andrézieux;Rock6;2024-01-29;1228.0
PTWE42 Andrézieux;Rock6;2024-01-30;2116.0
PTWE42 Andrézieux;Rock6;2024-01-31;2328.0
PTWE42 Andrézieux;Rock6;2024-02-01;2328.0
PTWE42 Andrézieux;Rock6;2024-02-02;1097.0
PTWE42 Andrézieux;Rock6;2024-02-03;1635.0
PTWE42 Andrézieux;Rock6;2024-02-06;1984.0
PTWE42 Andrézieux;Rock6;2024-02-07;2492.0
PTWE42 Andrézieux;Rock6;2024-02-08;2279.0
PTWE42 Andrézieux;Rock6;2024-02-09;1904.0
PTWE42 Andrézieux;Rock6;2024-02-12;1514.0
PTWE42 Andrézieux;Rock6;2024-02-13;832.0
PTWE42 Andrézieux;Rock6;2024-02-14;1699.0
PTWE42 Andrézieux;Rock6;2024-02-15;2070.0
PTWE42 Andrézieux;Rock6;2024-02-16;2449.0
PTWE42 Andrézieux;Rock6;2024-02-19;2049.0
PTWE42 Andrézieux;Rock6;2024-02-20;1916.0
PTWE42 Andrézieux;Rock6;2024-02-21;1390.0
PTWE42 Andrézieux;Rock6;2024-02-22;1390.0
PTWE42 Andrézieux;Rock6;2024-02-23;1221.0
PTWE42 Andrézieux;Rock6;2024-02-26;496.0
PTWE42 Andrézieux;Rock6;2024-02-27;1255.0
PTWE42 Andrézieux;Rock6;2024-02-28;2125.0
PTWE42 Andrézieux;Rock6;2024-02-29;5705.0
PTWE42 Andrézieux;Rock6;2024-03-04;1556.0
PTWE42 Andrézieux;Rock6;2024-03-05;2929.0
PTWE42 Andrézieux;Rock6;2024-03-06;2035.0
PTWE42 Andrézieux;Rock6;2024-03-07;2018.0
PTWE42 Andrézieux;Rock6;2024-03-08;2568.0
PTWE42 Andrézieux;Rock6;2024-03-11;912.0
PTWE42 Andrézieux;Rock6;2024-03-12;1424.0
PTWE42 Andrézieux;Rock6;2024-03-13;2583.0
PTWE42 Andrézieux;Rock6;2024-03-14;2048.0
PTWE42 Andrézieux;Rock6;2024-03-15;974.0
PTWE42 Andrézieux;Rock6;2024-03-18;690.0
PTWE42 Andrézieux;Rock6;2024-03-19;1786.0
PTWE42 Andrézieux;Rock6;2024-03-20;1958.0
PTWE42 Andrézieux;Rock6;2024-03-21;1786.0
PTWE42 Andrézieux;Rock6;2024-03-22;1172.0
PTWE42 Andrézieux;Rock6;2024-03-25;1278.0
PTWE42 Andrézieux;Rock6;2024-03-26;1685.0
PTWE42 Andrézieux;Rock6;2024-03-27;2737.0
PTWE42 Andrézieux;Rock6;2024-03-28;3105.0
PTWE42 Andrézieux;Rock6;2024-03-29;2591.0
PTWE42 Andrézieux;Rock6;2024-04-02;1862.0
PTWE42 Andrézieux;Rock6;2024-04-03;1543.0
PTWE42 Andrézieux;Rock6;2024-04-04;2308.0
PTWE42 Andrézieux;Rock6;2024-04-05;2842.0
PTWE42 Andrézieux;Rock6;2024-04-06;745.0
PTWE42 Andrézieux;Rock6;2024-04-09;1317.0
PTWE42 Andrézieux;Rock6;2024-04-10;1292.0
PTWE42 Andrézieux;Rock6;2024-04-11;1576.0
PTWE42 Andrézieux;Rock6;2024-04-12;2092.0
PTWE42 Andrézieux;Rock6;2024-04-15;1735.0
PTWE42 Andrézieux;Rock6;2024-04-16;1956.0
PTWE42 Andrézieux;Rock6;2024-04-17;1956.0
PTWE42 Andrézieux;Rock6;2024-04-18;2068.0
PTWE42 Andrézieux;Rock6;2024-04-19;1121.0
PTWE42 Andrézieux;Rock6;2024-04-22;984.0
PTWE42 Andrézieux;Rock6;2024-04-23;664.0
PTWE42 Andrézieux;Rock6;2024-04-24;590.0
PTWE42 Andrézieux;Rock6;2024-04-26;4223.0
PTWE42 Andrézieux;Rock6;2024-04-29;1157.0
PTWE42 Andrézieux;Rock6;2024-04-30;1594.0
PTWE42 Andrézieux;Rock6;2024-05-02;1064.0
PTWE42 Andrézieux;Rock6;2024-05-03;1819.0
PTWE42 Andrézieux;Rock6;2024-05-04;1524.0
PTWE42 Andrézieux;Rock6;2024-05-07;1092.0
PTWE42 Andrézieux;Rock6;2024-05-13;1776.0
PTWE42 Andrézieux;Rock6;2024-05-14;1759.0
PTWE42 Andrézieux;Rock6;2024-05-15;1871.0
PTWE42 Andrézieux;Rock6;2024-05-16;2377.0
PTWE42 Andrézieux;Rock6;2024-05-17;2043.0
PTWE42 Andrézieux;Rock6;2024-05-21;1664.0
PTWE42 Andrézieux;Rock6;2024-05-22;2544.0
PTWE42 Andrézieux;Rock6;2024-05-23;3358.0
PTWE42 Andrézieux;Rock6;2024-05-24;3369.0
PTWE42 Andrézieux;Rock6;2024-05-27;2645.0
PTWE42 Andrézieux;Rock6;2024-05-28;1701.0
PTWE42 Andrézieux;Rock6;2024-05-29;1818.0
PTWE42 Andrézieux;Rock6;2024-05-30;1665.0
PTWE42 Andrézieux;Rock6;2024-05-31;4933.0
PTWE42 Andrézieux;Rock6;2024-06-01;1896.0
PTWE42 Andrézieux;Rock6;2024-06-04;1962.0
PTWE42 Andrézieux;Rock6;2024-06-05;3228.0
PTWE42 Andrézieux;Rock6;2024-06-06;2708.0
PTWE42 Andrézieux;Rock6;2024-06-07;3016.0
PTWE42 Andrézieux;Rock6;2024-06-10;1994.0
PTWE42 Andrézieux;Rock6;2024-06-11;1571.0
PTWE42 Andrézieux;Rock6;2024-06-12;1154.0
PTWE42 Andrézieux;Rock6;2024-06-13;1420.0
PTWE42 Andrézieux;Rock6;2024-06-14;1923.0
PTWE42 Andrézieux;Rock6;2024-06-17;1271.0
PTWE42 Andrézieux;Rock6;2024-06-18;1510.0
PTWE42 Andrézieux;Rock6;2024-06-19;1899.0
PTWE42 Andrézieux;Rock6;2024-06-20;2317.0
PTWE42 Andrézieux;Rock6;2024-06-21;2138.0
PTWE42 Andrézieux;Rock6;2024-06-24;1454.0
PTWE42 Andrézieux;Rock6;2024-06-25;762.0
PTWE42 Andrézieux;Rock6;2024-06-26;1931.0
PTWE42 Andrézieux;Rock6;2024-06-27;1963.0
PTWE42 Andrézieux;Rock6;2024-06-28;1696.0
PTWE42 Andrézieux;Rock6;2024-07-01;1306.0
PTWE42 Andrézieux;Rock6;2024-07-02;456.0
PTWE42 Andrézieux;Rock6;2024-07-03;674.0
PTWE42 Andrézieux;Rock6;2024-07-04;372.0
PTWE42 Andrézieux;Rock6;2024-07-05;592.0
PTWE42 Andrézieux;Rock6;2024-07-06;747.0
PTWE42 Andrézieux;Rock6;2024-07-09;747.0
PTWE42 Andrézieux;Rock6;2024-07-10;764.0
PTWE42 Andrézieux;Rock6;2024-07-11;1211.0
PTWE42 Andrézieux;Rock6;2024-07-12;1617.0
PTWE42 Andrézieux;Rock6;2024-07-15;714.0
PTWE42 Andrézieux;Rock6;2024-07-16;1464.0
PTWE42 Andrézieux;Rock6;2024-07-17;1581.0
PTWE42 Andrézieux;Rock6;2024-07-18;1181.0
PTWE42 Andrézieux;Rock6;2024-07-22;3339.0
PTWE42 Andrézieux;Rock6;2024-07-23;689.0
PTWE42 Andrézieux;Rock6;2024-07-24;689.0
PTWE42 Andrézieux;Rock6;2024-07-25;689.0
PTWE42 Andrézieux;Rock6;2024-07-26;289.0
PTWE42 Andrézieux;Rock6;2024-07-29;689.0
PTWE42 Andrézieux;Rock6;2024-08-27;547.0
PTWE42 Andrézieux;Rock6;2024-08-28;1769.0
PTWE42 Andrézieux;Rock6;2024-08-29;1547.0
PTWE42 Andrézieux;Rock6;2024-08-30;1425.0
PTWE42 Andrézieux;Rock6;2024-08-31;933.0
PTWE42 Andrézieux;Rock6;2024-09-03;1254.0
PTWE42 Andrézieux;Rock6;2024-09-04;1409.0
PTWE42 Andrézieux;Rock6;2024-09-05;929.0
PTWE42 Andrézieux;Rock6;2024-09-06;759.0
PTWE42 Andrézieux;Rock6;2024-09-09;672.0
PTWE42 Andrézieux;Rock6;2024-09-10;622.0
PTWE42 Andrézieux;Rock6;2024-09-11;1214.0
PTWE42 Andrézieux;Rock6;2024-09-12;889.0
PTWE42 Andrézieux;Rock6;2024-09-13;947.0
PTWE42 Andrézieux;Rock6;2024-09-16;2690.0
PTWE42 Andrézieux;Rock6;2024-09-17;1552.0
PTWE42 Andrézieux;Rock6;2024-09-18;697.0
PTWE42 Andrézieux;Rock6;2024-09-19;910.0
PTWE42 Andrézieux;Rock6;2024-09-20;1194.0
PTWE42 Andrézieux;Rock6;2024-09-23;660.0
PTWE42 Andrézieux;Rock6;2024-09-24;1492.0
PTWE42 Andrézieux;Rock6;2024-09-25;1615.0
PTWE42 Andrézieux;Rock6;2024-09-26;1899.0
PTWE42 Andrézieux;Rock6;2024-09-27;2166.0
PTWE42 Andrézieux;Rock6;2024-09-30;1355.0
PTWE42 Andrézieux;Rock6;2024-10-01;1615.0
PTWE42 Andrézieux;Rock6;2024-10-02;955.0
PTWE42 Andrézieux;Rock6;2024-10-03;955.0
PTWE42 Andrézieux;Rock6;2024-10-04;2429.0
PTWE42 Andrézieux;Rock6;2024-10-05;1282.0
PTWE42 Andrézieux;Rock6;2024-10-08;2410.0
PTWE42 Andrézieux;Rock6;2024-10-09;2754.0
PTWE42 Andrézieux;Rock6;2024-10-10;2912.0
PTWE42 Andrézieux;Rock6;2024-10-11;2510.0
PTWE42 Andrézieux;Rock6;2024-10-14;899.0
PTWE42 Andrézieux;Rock6;2024-10-15;1264.0
PTWE42 Andrézieux;Rock6;2024-10-16;1816.0
PTWE42 Andrézieux;Rock6;2024-10-17;1324.0
PTWE42 Andrézieux;Rock6;2024-10-18;822.0
PTWE42 Andrézieux;Rock6;2024-10-21;447.0
PTWE42 Andrézieux;Rock6;2024-10-22;664.0
PTWE42 Andrézieux;Rock6;2024-10-23;492.0
PTWE42 Andrézieux;Rock6;2024-10-24;989.0
PTWE42 Andrézieux;Rock6;2024-10-25;776.0
PTWE42 Andrézieux;Rock6;2024-10-28;554.0
PTWE42 Andrézieux;SAT;2023-01-04;638.4
PTWE42 Andrézieux;SAT;2023-01-05;716.0
PTWE42 Andrézieux;SAT;2023-01-06;742.4
PTWE42 Andrézieux;SAT;2023-01-09;649.6
PTWE42 Andrézieux;SAT;2023-01-10;712.4
PTWE42 Andrézieux;SAT;2023-01-11;726.0
PTWE42 Andrézieux;SAT;2023-01-12;726.0
PTWE42 Andrézieux;SAT;2023-01-13;742.4
PTWE42 Andrézieux;SAT;2023-01-16;646.8
PTWE42 Andrézieux;SAT;2023-01-17;676.0
PTWE42 Andrézieux;SAT;2023-01-18;696.0
PTWE42 Andrézieux;SAT;2023-01-19;722.4
PTWE42 Andrézieux;SAT;2023-01-20;732.4
PTWE42 Andrézieux;SAT;2023-01-23;585.6
PTWE42 Andrézieux;SAT;2023-01-24;739.6
PTWE42 Andrézieux;SAT;2023-01-25;636.6
PTWE42 Andrézieux;SAT;2023-01-26;723.4
PTWE42 Andrézieux;SAT;2023-01-27;615.0
PTWE42 Andrézieux;SAT;2023-01-28;568.2
PTWE42 Andrézieux;SAT;2023-01-31;622.4
PTWE42 Andrézieux;SAT;2023-02-01;651.0
PTWE42 Andrézieux;SAT;2023-02-02;694.8
PTWE42 Andrézieux;SAT;2023-02-03;746.0
PTWE42 Andrézieux;SAT;2023-02-06;628.0
PTWE42 Andrézieux;SAT;2023-02-07;702.0
PTWE42 Andrézieux;SAT;2023-02-08;776.0
PTWE42 Andrézieux;SAT;2023-02-09;766.0
PTWE42 Andrézieux;SAT;2023-02-10;776.0
PTWE42 Andrézieux;SAT;2023-02-13;644.0
PTWE42 Andrézieux;SAT;2023-02-14;670.0
PTWE42 Andrézieux;SAT;2023-02-15;726.0
PTWE42 Andrézieux;SAT;2023-02-16;736.0
PTWE42 Andrézieux;SAT;2023-02-17;726.0
PTWE42 Andrézieux;SAT;2023-02-20;627.6
PTWE42 Andrézieux;SAT;2023-02-21;696.0
PTWE42 Andrézieux;SAT;2023-02-22;726.0
PTWE42 Andrézieux;SAT;2023-02-23;766.0
PTWE42 Andrézieux;SAT;2023-02-24;654.0
PTWE42 Andrézieux;SAT;2023-02-27;174.0
PTWE42 Andrézieux;SAT;2023-02-28;50.0
PTWE42 Andrézieux;SAT;2023-03-07;367.4
PTWE42 Andrézieux;SAT;2023-03-08;462.0
PTWE42 Andrézieux;SAT;2023-03-09;482.0
PTWE42 Andrézieux;SAT;2023-03-10;518.4
PTWE42 Andrézieux;SAT;2023-03-13;405.6
PTWE42 Andrézieux;SAT;2023-03-14;684.8
PTWE42 Andrézieux;SAT;2023-03-15;715.2
PTWE42 Andrézieux;SAT;2023-03-16;640.2
PTWE42 Andrézieux;SAT;2023-03-17;614.6
