Site;Machine;Date;PE (kg)
PTWE35;M2;2024-01-26;633.6
PTWE35;M2;2024-01-30;1647.36
PTWE35;M2;2024-01-31;2534.4
PTWE35;M2;2024-02-01;1520.64
PTWE35;M2;2024-02-02;1774.08
PTWE35;M2;2024-02-03;1774.08
PTWE35;M2;2024-02-06;1774.08
PTWE35;M2;2024-02-07;1774.08
PTWE35;M2;2024-02-09;3548.16
PTWE35;M2;2024-02-13;1520.64
PTWE35;M2;2024-02-14;1774.08
PTWE35;M2;2024-02-15;1520.64
PTWE35;M2;2024-02-16;1774.08
PTWE35;M2;2024-02-20;2567.84
PTWE35;M2;2024-02-21;2425.28
PTWE35;M2;2024-02-22;2347.84
PTWE35;M2;2024-02-23;1763.52
PTWE35;M2;2024-02-27;2363.6800000000003
PTWE35;M2;2024-02-28;2640.0
PTWE35;M2;2024-02-29;3213.76
PTWE35;M2;2024-03-04;1752.96
PTWE35;M2;2024-03-05;1752.96
PTWE35;M2;2024-03-06;1752.96
PTWE35;M2;2024-03-07;1610.4
PTWE35;M2;2024-03-08;1752.96
PTWE35;M2;2024-03-11;1752.96
PTWE35;M2;2024-03-12;1752.96
PTWE35;M2;2024-03-13;1610.4
PTWE35;M2;2024-03-14;1610.4
PTWE35;M2;2024-03-15;1752.96
PTWE35;M2;2024-03-18;1752.96
PTWE35;M2;2024-03-19;876.48
PTWE35;M2;2024-03-20;876.48
PTWE35;M2;2024-03-21;292.15999999999997
PTWE35;M2;2024-03-22;2280.96
PTWE35;M2;2024-03-25;1774.08
PTWE35;M2;2024-03-26;1520.64
PTWE35;M2;2024-03-27;1520.64
PTWE35;M2;2024-03-28;1520.64
PTWE35;M2;2024-03-29;2534.4
PTWE35;M2;2024-04-02;1647.36
PTWE35;M2;2024-04-03;2280.96
PTWE35;M2;2024-04-04;1647.36
PTWE35;M2;2024-04-05;1647.36
PTWE35;M2;2024-04-06;1774.08
PTWE35;M2;2024-04-09;2534.4
PTWE35;M2;2024-04-10;1647.36
PTWE35;M2;2024-04-11;2661.12
PTWE35;M2;2024-04-12;1774.08
PTWE35;M2;2024-04-15;1647.36
PTWE35;M2;2024-04-16;1647.36
PTWE35;M2;2024-04-17;1267.2
PTWE35;M2;2024-04-18;1647.36
PTWE35;M2;2024-04-19;1647.36
PTWE35;M2;2024-04-22;1460.8
PTWE35;M2;2024-04-23;2187.6800000000003
PTWE35;M2;2024-04-24;2479.84
PTWE35;M2;2024-04-25;2629.44
PTWE35;M2;2024-04-26;2629.44
PTWE35;M2;2024-04-29;2779.04
PTWE35;M2;2024-04-30;1460.8
PTWE35;M2;2024-05-07;887.04
PTWE35;M2;2024-05-13;1520.64
PTWE35;M2;2024-05-14;1774.08
PTWE35;M2;2024-05-15;1520.64
PTWE35;M2;2024-05-16;1647.36
PTWE35;M2;2024-05-17;1900.8
PTWE35;M2;2024-05-20;1774.08
PTWE35;M2;2024-05-22;1774.08
PTWE35;M2;2024-05-23;887.04
PTWE35;M2;2024-05-24;887.04
PTWE35;M2;2024-05-27;887.04
PTWE35;M2;2024-05-28;1520.64
PTWE35;M2;2024-05-29;1647.36
PTWE35;M2;2024-05-30;1774.08
PTWE35;M2;2024-05-31;1900.8
PTWE35;M2;2024-06-01;1774.08
PTWE35;M2;2024-06-04;2027.52
PTWE35;M2;2024-06-05;1900.8
PTWE35;M2;2024-06-06;1647.36
PTWE35;M2;2024-06-07;1774.08
PTWE35;M2;2024-06-10;760.3199999999999
PTWE35;M2;2024-06-11;887.04
PTWE35;M2;2024-06-12;568.48
PTWE35;M2;2024-06-13;1603.36
PTWE35;M2;2024-06-14;1752.96
PTWE35;M2;2024-06-15;883.52
PTWE35;M2;2024-06-17;726.88
PTWE35;M2;2024-06-18;1168.6399999999999
PTWE35;M2;2024-06-19;1603.36
PTWE35;M2;2024-06-20;2194.72
PTWE35;M2;2024-06-21;1895.52
PTWE35;M2;2024-06-24;1091.2
PTWE35;M2;2024-06-25;1900.8
PTWE35;M2;2024-06-26;2534.4
PTWE35;M2;2024-06-27;1647.36
PTWE35;M2;2024-06-28;760.3199999999999
PTWE35;M2;2024-07-01;380.15999999999997
PTWE35;M2;2024-07-02;2154.24
PTWE35;M2;2024-07-03;1774.08
PTWE35;M2;2024-07-04;2661.12
PTWE35;M2;2024-07-05;3168.0
PTWE35;M2;2024-07-06;1013.76
PTWE35;M2;2024-07-08;506.88
PTWE35;M2;2024-07-09;1295.36
PTWE35;M2;2024-07-10;1026.08
PTWE35;M2;2024-07-11;3064.16
PTWE35;M2;2024-07-12;2479.84
PTWE35;M2;2024-07-13;149.6
PTWE35;M2;2024-07-15;584.3199999999999
PTWE35;M2;2024-07-16;1318.24
PTWE35;M2;2024-07-17;2479.84
PTWE35;M2;2024-07-18;1902.56
PTWE35;M2;2024-07-19;1603.36
PTWE35;M2;2024-07-20;1026.08
PTWE35;M2;2024-07-22;726.88
PTWE35;M2;2024-07-23;733.92
PTWE35;M2;2024-07-24;1272.48
PTWE35;M2;2024-07-25;1520.6399999999999
PTWE35;M2;2024-07-26;1774.08
PTWE35;M2;2024-07-27;760.3199999999999
PTWE35;M2;2024-07-29;633.6
PTWE35;M2;2024-07-30;1647.36
PTWE35;M2;2024-07-31;1774.08
PTWE35;M2;2024-08-01;2407.68
PTWE35;M2;2024-08-02;633.6
PTWE35;M2;2024-08-26;760.3199999999999
PTWE35;M2;2024-08-27;1900.8
PTWE35;M2;2024-08-28;887.04
PTWE35;M2;2024-08-29;3041.2799999999997
PTWE35;M2;2024-08-30;1774.08
PTWE35;M2;2024-08-31;568.48
PTWE35;M2;2024-09-02;726.88
PTWE35;M2;2024-09-03;1752.96
PTWE35;M2;2024-09-04;1902.56
PTWE35;M2;2024-09-05;1610.4
PTWE35;M2;2024-09-06;1610.4
PTWE35;M2;2024-09-07;876.48
PTWE35;M2;2024-09-10;3520.0
PTWE35;M2;2024-09-11;1786.4
PTWE35;M2;2024-09-12;1140.48
PTWE35;M2;2024-09-13;2154.24
PTWE35;M2;2024-09-16;760.3199999999999
PTWE35;M2;2024-09-17;1774.08
PTWE35;M2;2024-09-18;1774.08
PTWE35;M2;2024-09-19;1774.08
PTWE35;M2;2024-09-20;1774.08
PTWE35;M2;2024-09-21;1013.76
PTWE35;M2;2024-09-23;633.6
PTWE35;M2;2024-09-24;2407.68
PTWE35;M2;2024-09-25;1900.8
PTWE35;M2;2024-09-26;2280.96
PTWE35;M2;2024-09-27;1900.8
PTWE35;M2;2024-09-28;887.04
PTWE35;M2;2024-09-30;760.3199999999999
PTWE35;M2;2024-10-01;1774.08
PTWE35;M2;2024-10-02;2661.12
PTWE35;M2;2024-10-03;2661.12
PTWE35;M2;2024-10-04;2534.4
PTWE35;M2;2024-10-05;1774.08
PTWE35;M2;2024-10-08;1774.08
PTWE35;M2;2024-10-09;2027.52
PTWE35;M2;2024-10-10;1267.2
PTWE35;M2;2024-10-11;1520.6399999999999
PTWE35;M2;2024-10-12;887.04
PTWE35;M2;2024-10-14;760.3199999999999
PTWE35;M2;2024-10-15;1647.36
PTWE35;M2;2024-10-16;1774.08
PTWE35;M2;2024-10-17;1013.76
PTWE35;M2;2024-10-18;1647.36
PTWE35;M2;2024-10-19;887.04
PTWE35;M2;2024-10-21;633.6
PTWE35;M2;2024-10-22;1647.36
PTWE35;M2;2024-10-23;1520.6399999999999
PTWE35;M2;2024-10-24;1520.6399999999999
PTWE35;M2;2024-10-25;1013.76
PTWE35;M2;2024-10-28;633.6
PTWE35;M2;2024-10-29;1140.48
PTWE35;M3;2023-01-04;1326.1599999999999
PTWE35;M3;2023-01-05;1085.04
PTWE35;M3;2023-01-06;1567.28
PTWE35;M3;2023-01-09;2290.64
PTWE35;M3;2023-01-10;2290.64
PTWE35;M3;2023-01-11;2531.7599999999998
PTWE35;M3;2023-01-12;2531.7599999999998
PTWE35;M3;2023-01-13;2531.7599999999998
PTWE35;M3;2023-01-16;2531.7599999999998
PTWE35;M3;2023-01-17;2170.08
PTWE35;M3;2023-01-18;2411.2
PTWE35;M3;2023-01-19;2893.44
PTWE35;M3;2023-01-20;2170.08
PTWE35;M3;2023-01-23;2049.52
PTWE35;M3;2023-01-24;1446.7199999999998
PTWE35;M3;2023-01-25;1687.84
PTWE35;M3;2023-01-26;2167.84
PTWE35;M3;2023-01-27;1928.3999999999999
PTWE35;M3;2023-01-31;2170.08
PTWE35;M3;2023-02-01;2411.2
PTWE35;M3;2023-02-02;2288.4
PTWE35;M3;2023-02-03;2165.6
PTWE35;M3;2023-02-06;2892.3199999999997
PTWE35;M3;2023-02-07;2170.08
PTWE35;M3;2023-02-08;2411.2
PTWE35;M3;2023-02-09;2411.2
PTWE35;M3;2023-02-10;2531.7599999999998
PTWE35;M3;2023-02-14;2170.08
PTWE35;M3;2023-02-15;1687.84
PTWE35;M3;2023-02-16;2049.52
PTWE35;M3;2023-02-17;2531.7599999999998
PTWE35;M3;2023-02-20;2531.7599999999998
PTWE35;M3;2023-02-21;2049.52
PTWE35;M3;2023-02-22;2411.2
PTWE35;M3;2023-02-23;2170.08
PTWE35;M3;2023-02-24;2411.2
PTWE35;M3;2023-02-28;4426.4
PTWE35;M3;2023-03-02;1808.4
PTWE35;M3;2023-03-03;2531.7599999999998
PTWE35;M3;2023-03-06;2531.7599999999998
PTWE35;M3;2023-03-07;4340.16
PTWE35;M3;2023-03-08;2531.7599999999998
PTWE35;M3;2023-03-09;2170.08
PTWE35;M3;2023-03-10;2531.76
PTWE35;M3;2023-03-13;2531.7599999999998
PTWE35;M3;2023-03-14;2170.08
PTWE35;M3;2023-03-15;2411.2
PTWE35;M3;2023-03-16;2411.2
PTWE35;M3;2023-03-17;2531.7599999999998
PTWE35;M3;2023-03-20;2290.64
PTWE35;M3;2023-03-21;2290.64
PTWE35;M3;2023-03-22;2531.7599999999998
PTWE35;M3;2023-03-23;2290.64
PTWE35;M3;2023-03-24;2531.7599999999998
PTWE35;M3;2023-03-28;2170.08
PTWE35;M3;2023-03-29;1928.96
PTWE35;M3;2023-03-30;2411.2
PTWE35;M3;2023-03-31;1687.84
PTWE35;M3;2023-04-01;1687.84
PTWE35;M3;2023-04-04;2290.64
PTWE35;M3;2023-04-05;1928.96
PTWE35;M3;2023-04-06;2170.08
PTWE35;M3;2023-04-07;1687.84
PTWE35;M3;2023-04-11;1205.6
PTWE35;M3;2023-04-12;1687.84
PTWE35;M3;2023-04-13;2170.08
PTWE35;M3;2023-04-14;2049.52
PTWE35;M3;2023-04-17;1687.84
PTWE35;M3;2023-04-18;1446.72
PTWE35;M3;2023-04-19;1687.84
PTWE35;M3;2023-04-20;1687.84
PTWE35;M3;2023-04-21;1205.6
PTWE35;M3;2023-04-24;2531.76
PTWE35;M3;2023-04-25;2290.64
PTWE35;M3;2023-04-26;2531.76
PTWE35;M3;2023-04-27;2290.64
PTWE35;M3;2023-04-28;1567.28
PTWE35;M3;2023-05-03;1446.72
PTWE35;M3;2023-05-04;2531.76
PTWE35;M3;2023-05-05;2531.76
PTWE35;M3;2023-05-09;2290.64
PTWE35;M3;2023-05-10;2170.08
PTWE35;M3;2023-05-11;2531.76
PTWE35;M3;2023-05-12;2170.08
PTWE35;M3;2023-05-15;2531.76
PTWE35;M3;2023-05-16;2290.64
PTWE35;M3;2023-05-17;2411.2
PTWE35;M3;2023-05-22;2049.52
PTWE35;M3;2023-05-23;2170.08
PTWE35;M3;2023-05-24;2170.08
PTWE35;M3;2023-05-25;2531.76
PTWE35;M3;2023-05-26;2170.08
PTWE35;M3;2023-05-30;2411.2
PTWE35;M3;2023-05-31;2290.64
PTWE35;M3;2023-06-01;2290.64
PTWE35;M3;2023-06-02;2531.76
PTWE35;M3;2023-06-03;2411.2
PTWE35;M3;2023-06-06;2290.64
PTWE35;M3;2023-06-07;2411.2
PTWE35;M3;2023-06-08;2531.76
PTWE35;M3;2023-06-09;2411.2
PTWE35;M3;2023-06-12;2411.2
PTWE35;M3;2023-06-13;2290.64
PTWE35;M3;2023-06-14;2531.76
PTWE35;M3;2023-06-15;2290.64
PTWE35;M3;2023-06-16;2531.76
PTWE35;M3;2023-06-19;2531.76
PTWE35;M3;2023-06-20;2290.64
PTWE35;M3;2023-06-21;2531.76
PTWE35;M3;2023-06-22;2531.76
PTWE35;M3;2023-06-23;1687.84
PTWE35;M3;2023-06-27;2170.08
PTWE35;M3;2023-06-28;1928.96
PTWE35;M3;2023-06-29;1928.96
PTWE35;M3;2023-06-30;2049.52
PTWE35;M3;2023-07-03;2411.2
PTWE35;M3;2023-07-04;2290.64
PTWE35;M3;2023-07-05;2531.76
PTWE35;M3;2023-07-06;2531.76
PTWE35;M3;2023-07-07;2531.76
PTWE35;M3;2023-07-08;2531.76
PTWE35;M3;2023-07-11;2290.64
PTWE35;M3;2023-07-12;2531.76
PTWE35;M3;2023-07-13;2170.08
PTWE35;M3;2023-07-17;2049.52
PTWE35;M3;2023-07-18;2290.64
PTWE35;M3;2023-07-19;1687.84
PTWE35;M3;2023-07-20;2290.64
PTWE35;M3;2023-07-21;2411.2
PTWE35;M3;2023-07-24;2170.08
PTWE35;M3;2023-07-25;1446.72
PTWE35;M3;2023-07-26;2170.08
PTWE35;M3;2023-07-27;2049.52
PTWE35;M3;2023-07-28;1567.28
PTWE35;M3;2023-07-31;2411.2
PTWE35;M3;2023-08-01;2170.08
PTWE35;M3;2023-08-02;2290.64
PTWE35;M3;2023-08-03;2290.64
PTWE35;M3;2023-08-04;1928.96
PTWE35;M3;2023-08-29;1205.6
PTWE35;M3;2023-08-30;1928.96
PTWE35;M3;2023-08-31;723.36
PTWE35;M3;2023-09-01;2290.64
PTWE35;M3;2023-09-02;843.92
PTWE35;M3;2023-09-05;2170.08
PTWE35;M3;2023-09-06;2170.08
PTWE35;M3;2023-09-07;1205.6
PTWE35;M3;2023-09-08;2290.64
PTWE35;M3;2023-09-11;2170.08
PTWE35;M3;2023-09-12;1446.72
PTWE35;M3;2023-09-13;2531.76
PTWE35;M3;2023-09-14;1567.28
PTWE35;M3;2023-09-15;2170.08
PTWE35;M3;2023-09-18;1808.4
PTWE35;M3;2023-09-19;2290.64
PTWE35;M3;2023-09-20;1446.72
PTWE35;M3;2023-09-21;2411.2
PTWE35;M3;2023-09-22;1446.72
PTWE35;M3;2023-09-25;1567.28
PTWE35;M3;2023-09-26;1808.4
PTWE35;M3;2023-09-27;1205.6
PTWE35;M3;2023-09-28;2531.76
PTWE35;M3;2023-09-29;2290.64
PTWE35;M3;2023-10-02;1567.28
PTWE35;M3;2023-10-03;1446.72
PTWE35;M3;2023-10-04;1687.84
PTWE35;M3;2023-10-05;2049.52
PTWE35;M3;2023-10-06;2170.08
PTWE35;M3;2023-10-07;2531.76
PTWE35;M3;2023-10-10;2290.64
PTWE35;M3;2023-10-11;1326.16
PTWE35;M3;2023-10-12;1567.28
PTWE35;M3;2023-10-13;1326.16
PTWE35;M3;2023-10-16;2531.76
PTWE35;M3;2023-10-17;2290.64
PTWE35;M3;2023-10-18;2290.64
PTWE35;M3;2023-10-19;1928.96
PTWE35;M3;2023-10-20;2411.2
PTWE35;M3;2023-10-23;2531.76
PTWE35;M3;2023-10-24;1808.4
PTWE35;M3;2023-10-25;2411.2
PTWE35;M3;2023-10-26;1687.84
PTWE35;M3;2023-10-27;2531.76
PTWE35;M3;2023-11-10;2531.76
PTWE35;M3;2023-11-13;2531.76
PTWE35;M3;2023-11-14;2170.08
PTWE35;M3;2023-11-15;1687.84
PTWE35;M3;2023-11-16;1446.72
PTWE35;M3;2023-11-17;2411.2
PTWE35;M3;2023-11-21;1687.84
PTWE35;M3;2023-11-22;2531.76
PTWE35;M3;2023-11-23;1687.84
PTWE35;M3;2023-11-24;2531.76
PTWE35;M3;2023-11-27;2531.76
PTWE35;M3;2023-12-01;1687.84
PTWE35;M3;2023-12-02;2290.64
PTWE35;M3;2023-12-05;2411.2
PTWE35;M3;2023-12-06;2531.76
PTWE35;M3;2023-12-07;1085.04
PTWE35;M3;2023-12-08;2049.52
PTWE35;M3;2023-12-11;1687.84
PTWE35;M3;2023-12-19;843.92
PTWE35;M3;2023-12-20;964.48
PTWE35;M3;2023-12-21;1205.6
PTWE35;M3;2024-01-04;1928.96
PTWE35;M3;2024-01-05;1808.4
PTWE35;M3;2024-01-06;1567.28
PTWE35;M3;2024-01-09;1085.04
PTWE35;M3;2024-01-10;1687.84
PTWE35;M3;2024-01-11;2170.08
PTWE35;M3;2024-01-12;1687.84
PTWE35;M3;2024-01-15;1808.4
PTWE35;M3;2024-01-16;1085.04
PTWE35;M3;2024-01-17;1687.84
PTWE35;M3;2024-01-18;843.92
PTWE35;M3;2024-01-19;843.92
PTWE35;M3;2024-01-23;602.8
PTWE35;M3;2024-01-24;1567.28
PTWE35;M3;2024-01-25;1446.72
PTWE35;M3;2024-01-26;1446.72
PTWE35;M3;2024-01-30;1687.84
PTWE35;M3;2024-01-31;843.92
PTWE35;M3;2024-02-01;1687.84
PTWE35;M3;2024-02-02;1687.84
PTWE35;M3;2024-02-03;2531.76
PTWE35;M3;2024-02-06;1567.28
PTWE35;M3;2024-02-07;2049.52
PTWE35;M3;2024-02-09;3134.56
PTWE35;M3;2024-02-13;2049.52
PTWE35;M3;2024-02-14;1687.84
PTWE35;M3;2024-02-15;1687.84
PTWE35;M3;2024-02-16;1687.84
PTWE35;M3;2024-02-20;1085.04
PTWE35;M3;2024-02-21;361.68
PTWE35;M3;2024-02-22;843.92
PTWE35;M3;2024-02-23;723.36
PTWE35;M3;2024-02-27;723.36
PTWE35;M3;2024-02-28;843.92
PTWE35;M3;2024-02-29;2593.36
PTWE35;M3;2024-03-04;862.4000000000001
PTWE35;M3;2024-03-05;2472.8
PTWE35;M3;2024-03-06;2472.8
PTWE35;M3;2024-03-07;1604.24
PTWE35;M3;2024-03-08;2599.52
PTWE35;M3;2024-03-11;1730.96
PTWE35;M3;2024-03-12;2478.96
PTWE35;M3;2024-03-13;2225.52
PTWE35;M3;2024-03-14;2472.8
PTWE35;M3;2024-03-15;2593.36
PTWE35;M3;2024-03-18;1978.24
PTWE35;M3;2024-03-19;1483.68
PTWE35;M3;2024-03-20;1363.12
PTWE35;M3;2024-03-21;2055.68
PTWE35;M3;2024-03-22;2049.52
PTWE35;M3;2024-03-25;1687.84
PTWE35;M3;2024-03-26;1567.28
PTWE35;M3;2024-03-27;1687.84
PTWE35;M3;2024-03-28;1687.84
PTWE35;M3;2024-03-29;843.92
PTWE35;M3;2024-04-02;1687.84
PTWE35;M3;2024-04-03;1446.72
PTWE35;M3;2024-04-04;1567.28
PTWE35;M3;2024-04-05;1567.28
PTWE35;M3;2024-04-06;1687.84
PTWE35;M3;2024-04-09;1446.72
PTWE35;M3;2024-04-10;2290.64
PTWE35;M3;2024-04-11;1567.28
PTWE35;M3;2024-04-12;2531.76
PTWE35;M3;2024-04-15;1326.16
PTWE35;M3;2024-04-16;723.36
PTWE35;M3;2024-04-17;1567.28
PTWE35;M3;2024-04-18;1928.96
PTWE35;M3;2024-04-19;2531.76
PTWE35;M3;2024-04-23;1489.84
PTWE35;M3;2024-04-24;1730.96
PTWE35;M3;2024-04-25;1730.96
PTWE35;M3;2024-04-26;615.12
PTWE35;M3;2024-04-29;1730.96
PTWE35;M3;2024-04-30;2104.96
PTWE35;M3;2024-05-03;1217.92
PTWE35;M3;2024-05-04;1483.68
PTWE35;M3;2024-05-07;723.36
PTWE35;M3;2024-05-13;843.92
PTWE35;M3;2024-05-14;1567.28
PTWE35;M3;2024-05-15;1687.84
PTWE35;M3;2024-05-16;1808.4
PTWE35;M3;2024-05-17;1205.6
PTWE35;M3;2024-05-20;1687.84
PTWE35;M3;2024-05-22;602.8
PTWE35;M3;2024-05-23;1808.4
PTWE35;M3;2024-05-24;1808.4
PTWE35;M3;2024-05-27;1687.84
PTWE35;M3;2024-05-28;1567.28
PTWE35;M3;2024-05-29;1808.4
PTWE35;M3;2024-05-30;1687.84
PTWE35;M3;2024-05-31;1326.16
PTWE35;M3;2024-06-01;1808.4
PTWE35;M3;2024-06-04;2170.08
PTWE35;M3;2024-06-05;1687.8400000000001
PTWE35;M3;2024-06-06;2652.32
PTWE35;M3;2024-06-07;2652.32
PTWE35;M3;2024-06-08;964.48
PTWE35;M3;2024-06-10;723.36
PTWE35;M3;2024-06-11;1687.8400000000001
PTWE35;M3;2024-06-12;2429.68
PTWE35;M3;2024-06-13;1730.96
PTWE35;M3;2024-06-14;1610.4
PTWE35;M3;2024-06-15;868.56
PTWE35;M3;2024-06-18;1356.96
PTWE35;M3;2024-06-19;989.12
PTWE35;M3;2024-06-20;868.56
PTWE35;M3;2024-06-21;1483.68
PTWE35;M3;2024-06-22;989.12
PTWE35;M3;2024-06-24;361.68
PTWE35;M3;2024-06-25;1205.6
PTWE35;M3;2024-06-26;1326.16
PTWE35;M3;2024-06-27;1567.28
PTWE35;M3;2024-07-01;241.12
PTWE35;M3;2024-07-02;2411.2
PTWE35;M3;2024-07-03;2652.32
PTWE35;M3;2024-07-04;1687.8400000000001
PTWE35;M3;2024-07-05;1687.8400000000001
PTWE35;M3;2024-07-06;1567.28
PTWE35;M3;2024-07-09;1851.52
PTWE35;M3;2024-07-10;1604.24
PTWE35;M3;2024-07-11;868.56
PTWE35;M3;2024-07-12;862.4
PTWE35;M3;2024-07-13;506.88
PTWE35;M3;2024-07-15;253.44
PTWE35;M3;2024-07-16;126.72
PTWE35;M3;2024-07-18;1236.4
PTWE35;M3;2024-07-19;1749.44
PTWE35;M3;2024-07-20;380.15999999999997
PTWE35;M3;2024-07-22;621.28
PTWE35;M3;2024-07-23;2027.52
PTWE35;M3;2024-07-24;1332.32
PTWE35;M3;2024-07-25;1205.6
PTWE35;M3;2024-07-26;1808.4
PTWE35;M3;2024-07-27;120.56
PTWE35;M3;2024-07-29;723.36
PTWE35;M3;2024-07-30;1687.8400000000001
PTWE35;M3;2024-07-31;1567.28
PTWE35;M3;2024-08-01;1446.72
PTWE35;M3;2024-08-02;843.9200000000001
PTWE35;M3;2024-08-26;723.36
PTWE35;M3;2024-08-27;1446.72
PTWE35;M3;2024-08-28;843.9200000000001
PTWE35;M3;2024-08-29;2531.76
PTWE35;M3;2024-08-30;1205.6
PTWE35;M3;2024-08-31;1446.72
PTWE35;M3;2024-09-03;1687.8400000000001
PTWE35;M3;2024-09-04;1085.04
PTWE35;M3;2024-09-05;1808.4
PTWE35;M3;2024-09-06;1826.88
PTWE35;M3;2024-09-07;862.4
PTWE35;M3;2024-09-10;2720.08
PTWE35;M3;2024-09-11;856.24
PTWE35;M3;2024-09-12;2531.76
PTWE35;M3;2024-09-13;964.48
PTWE35;M3;2024-09-14;843.9200000000001
PTWE35;M3;2024-09-16;602.8
PTWE35;M3;2024-09-17;1687.8400000000001
PTWE35;M3;2024-09-18;1687.8400000000001
PTWE35;M3;2024-09-19;1446.72
PTWE35;M3;2024-09-20;1687.8400000000001
PTWE35;M3;2024-09-21;843.9200000000001
PTWE35;M3;2024-09-23;1446.72
PTWE35;M3;2024-09-24;1808.4
PTWE35;M3;2024-09-25;2411.2
PTWE35;M3;2024-09-26;1687.8400000000001
PTWE35;M3;2024-09-27;2652.32
PTWE35;M3;2024-09-28;843.9200000000001
PTWE35;M3;2024-09-30;602.8
PTWE35;M3;2024-10-01;1687.8400000000001
PTWE35;M3;2024-10-02;843.9200000000001
PTWE35;M3;2024-10-03;1085.04
PTWE35;M3;2024-10-04;964.48
PTWE35;M3;2024-10-05;843.9200000000001
PTWE35;M3;2024-10-07;843.9200000000001
PTWE35;M3;2024-10-08;1446.72
PTWE35;M3;2024-10-09;1446.72
PTWE35;M3;2024-10-10;1085.04
PTWE35;M3;2024-10-11;1687.8400000000001
PTWE35;M3;2024-10-12;843.9200000000001
PTWE35;M3;2024-10-14;843.9200000000001
PTWE35;M3;2024-10-15;1808.4
PTWE35;M3;2024-10-16;1446.72
PTWE35;M3;2024-10-17;2411.2
PTWE35;M3;2024-10-18;1567.28
PTWE35;M3;2024-10-19;843.9200000000001
PTWE35;M3;2024-10-21;723.36
PTWE35;M3;2024-10-22;1567.28
PTWE35;M3;2024-10-23;2170.08
PTWE35;M3;2024-10-24;1567.28
PTWE35;M3;2024-10-25;964.48
PTWE35;M3;2024-10-28;602.8
PTWE35;M3;2024-10-29;843.9200000000001
PTWE35;M8;2023-01-04;2723.424
PTWE35;M8;2023-01-05;2186.008
PTWE35;M8;2023-01-06;3231.36
PTWE35;M8;2023-01-09;3681.92
PTWE35;M8;2023-01-10;2400.64
PTWE35;M8;2023-01-11;2700.7200000000003
PTWE35;M8;2023-01-12;1750.056
PTWE35;M8;2023-01-13;2250.072
PTWE35;M8;2023-01-16;6392.232
PTWE35;M8;2023-01-17;2759.6800000000003
PTWE35;M8;2023-01-18;4747.6
PTWE35;M8;2023-01-19;3484.7999999999997
PTWE35;M8;2023-01-20;3234.88
PTWE35;M8;2023-01-23;3358.08
PTWE35;M8;2023-01-24;1837.44
PTWE35;M8;2023-01-25;3926.56
PTWE35;M8;2023-01-26;2004.64
PTWE35;M8;2023-01-27;1583.12
PTWE35;M8;2023-01-30;1380.72
PTWE35;M8;2023-01-31;1800.48
PTWE35;M8;2023-02-01;2700.7200000000003
PTWE35;M8;2023-02-02;2700.7200000000003
PTWE35;M8;2023-02-03;2700.7200000000003
PTWE35;M8;2023-02-06;2700.7200000000003
PTWE35;M8;2023-02-07;1750.056
PTWE35;M8;2023-02-08;2227.2799999999997
PTWE35;M8;2023-02-09;2124.76
PTWE35;M8;2023-02-10;3284.424
PTWE35;M8;2023-02-13;3030.808
PTWE35;M8;2023-02-14;3358.08
PTWE35;M8;2023-02-15;3484.7999999999997
PTWE35;M8;2023-02-16;2414.7200000000003
PTWE35;M8;2023-02-17;1959.936
PTWE35;M8;2023-02-20;1980.0
PTWE35;M8;2023-02-21;2250.072
PTWE35;M8;2023-02-22;2250.072
PTWE35;M8;2023-02-23;2250.072
PTWE35;M8;2023-02-24;1925.024
PTWE35;M8;2023-02-28;3648.52
PTWE35;M8;2023-03-02;2666.3999999999996
PTWE35;M8;2023-03-03;2625.92
PTWE35;M8;2023-03-06;5628.48
PTWE35;M8;2023-03-07;9926.4
PTWE35;M8;2023-03-08;2640.0
PTWE35;M8;2023-03-09;2851.2
PTWE35;M8;2023-03-10;2106.7200000000003
PTWE35;M8;2023-03-13;2250.072
PTWE35;M8;2023-03-14;3344.968
PTWE35;M8;2023-03-15;2000.064
PTWE35;M8;2023-03-16;2000.064
PTWE35;M8;2023-03-17;2000.4160000000002
PTWE35;M8;2023-03-20;2700.7200000000003
PTWE35;M8;2023-03-21;2700.7200000000003
PTWE35;M8;2023-03-22;2710.3999999999996
PTWE35;M8;2023-03-23;3591.2799999999997
PTWE35;M8;2023-03-24;3696.0
PTWE35;M8;2023-03-28;3273.6
PTWE35;M8;2023-03-29;3484.7999999999997
PTWE35;M8;2023-03-30;1648.592
PTWE35;M8;2023-03-31;2273.656
PTWE35;M8;2023-04-01;2552.44
PTWE35;M8;2023-04-04;1979.912
PTWE35;M8;2023-04-05;1750.056
PTWE35;M8;2023-04-06;1500.048
PTWE35;M8;2023-04-07;553.52
PTWE35;M8;2023-04-11;1800.48
PTWE35;M8;2023-04-12;1500.0480000000002
PTWE35;M8;2023-04-13;1982.288
PTWE35;M8;2023-04-14;2123.44
PTWE35;M8;2023-04-17;1441.44
PTWE35;M8;2023-04-18;1693.12
PTWE35;M8;2023-04-19;3484.8
PTWE35;M8;2023-04-21;2487.232
PTWE35;M8;2023-04-24;2206.5119999999997
PTWE35;M8;2023-04-25;2614.48
PTWE35;M8;2023-04-26;2635.16
PTWE35;M8;2023-04-27;2146.32
PTWE35;M8;2023-04-28;3484.8
PTWE35;M8;2023-04-29;3442.56
